j,ID_unique,POINT_X,POINT_Y,Y,Probability,LandPrice,Grid_supply,Chosen_BatTypes
1959,1960,164201.6056,383907.9231,1.0,0.523199677,321.7000122,207.0,0
1962,1963,160513.7488,385667.3549,1.0,0.729051054,302.1000061,111.0,0
1980,1981,161144.1368,384388.5681,1.0,0.598051906,296.1781616,111.0,0
1982,1983,161864.8717,384762.3035,1.0,0.385678053,209.0647888,207.0,0
1985,1986,158980.9394,383735.8844,1.0,0.554694593,283.0790405,77.0,0
1989,1990,158343.4048,381280.7292,1.0,0.668444753,316.1842346,77.0,0
1995,1996,160041.3387,381345.3538,1.0,0.679918051,250.0,77.0,0
1999,2000,162106.0664,385730.6764,1.0,0.636354089,333.8800049,207.0,0
2004,2005,159663.0817,383235.514,1.0,0.732380986,287.7683411,77.0,0
2011,2012,160050.2831,385988.7489,1.0,0.620827138,289.3678589,111.0,0
2022,2023,163198.0761,381545.8334,1.0,0.841509223,309.5212402,207.0,0
2023,2024,162487.5432,387430.2369,1.0,0.640317202,320.480011,207.0,0
2025,2026,158923.8111,384062.8086,1.0,0.496257216,324.0846558,77.0,0
2031,2032,161923.0613,379632.9094,1.0,0.202179089,367.3430786,207.0,0
2039,2040,160659.699,386962.4475,1.0,0.579478085,282.2701111,111.0,0
2040,2041,161092.2581,385486.2319,1.0,0.694765985,275.2999878,111.0,0
2052,2053,161339.7695,387911.7916,1.0,0.529358745,312.4341736,207.0,0
2053,2054,159798.053,381551.8921,1.0,0.690575719,310.611084,77.0,0
2056,2057,160265.2689,384662.7158,1.0,0.752047181,239.4514313,111.0,0
2060,2061,158869.8712,388603.8662,1.0,0.41414997,318.2000122,111.0,0
2062,2063,160595.6267,386804.5001,1.0,0.595675111,297.6000061,111.0,0
2072,2073,158563.339,383898.6113,1.0,0.505123556,298.0943604,77.0,0
2075,2076,160372.6753,385186.0352,1.0,0.757350683,295.3200073,111.0,0
2078,2079,163351.9735,382051.5871,1.0,0.752736032,296.0,207.0,0
2079,2080,161461.498,387961.567,1.0,0.520755053,307.0713196,207.0,0
2080,2081,159547.984,385076.746,1.0,0.644170403,191.3393555,111.0,0
2083,2084,161678.7813,385680.1825,1.0,0.663742006,264.3999939,207.0,0
2088,2089,162298.2693,384861.1273,1.0,0.385721356,325.7458191,207.0,0
2089,2090,161517.2721,384778.2347,1.0,0.476502925,281.4277039,207.0,0
2097,2098,161548.8598,387316.08,1.0,0.594446838,287.1269531,111.0,0
2101,2102,161629.234,388156.5972,1.0,0.482852459,312.0609741,207.0,0
2108,2109,160937.333,383938.2894,1.0,0.744611204,199.7442627,207.0,0
2112,2113,162134.8729,384743.0239,1.0,0.333351821,226.9406433,207.0,0
2120,2121,161950.5624,385860.8419,1.0,0.641086638,275.1000671,207.0,0
2125,2126,160767.5861,386788.0473,1.0,0.579246104,270.2000122,111.0,0
2129,2130,159028.4254,388660.9711,1.0,0.409440339,263.4776917,111.0,0
2130,2131,160262.9562,383535.2577,1.0,0.752638102,316.1841431,77.0,0
2133,2134,160153.934,384690.3584,1.0,0.718427062,249.5860443,111.0,0
2134,2135,163453.8515,382236.4196,1.0,0.70804137,292.680481,207.0,0
2136,2137,159655.9519,380915.5605,1.0,0.549227178,276.4309998,77.0,0
2141,2142,158982.9344,383627.3827,1.0,0.588943005,282.5605774,77.0,0
2148,2149,160923.4327,386692.4562,1.0,0.563834429,246.7076263,111.0,0
2155,2156,163421.924,381979.0212,1.0,0.780890167,318.2955933,207.0,0
2156,2157,162904.3235,387642.1009,1.0,0.510199249,319.5452576,207.0,0
2167,2168,161725.8342,385050.2711,1.0,0.556205928,286.0669556,207.0,0
2168,2169,163226.1037,383176.4259,1.0,0.797605813,280.6400146,207.0,0
2170,2171,162804.0251,381613.5172,1.0,0.858552992,307.2999878,207.0,0
2176,2177,160007.3153,382006.9818,1.0,0.666109383,271.764801,77.0,0
2182,2183,159953.9526,387311.2631,1.0,0.495719641,261.9421082,111.0,0
2185,2186,160210.8535,385942.0961,1.0,0.658548653,273.3169861,111.0,0
2190,2191,159373.0828,380985.6724,1.0,0.571183681,312.7399902,77.0,0
2196,2197,162547.1639,387525.3098,1.0,0.636244297,307.3334351,207.0,0
2201,2202,163563.9916,382788.453,1.0,0.723375022,315.2581482,207.0,0
2209,2210,161166.6267,385355.5174,1.0,0.612563193,283.0366211,111.0,0
2213,2214,160656.7466,385997.852,1.0,0.605190992,274.7714539,111.0,0
2226,2227,158839.319,383519.2957,1.0,0.596821129,266.7080078,77.0,0
2234,2235,159569.859,387071.0652,1.0,0.423203051,231.5550385,111.0,0
2237,2238,159354.0273,384223.4387,1.0,0.669733405,302.5041199,77.0,0
2250,2251,161271.3588,384678.1308,1.0,0.468328148,268.5973816,111.0,0
2257,2258,161879.0374,382826.4873,1.0,0.679034531,271.480011,207.0,0
2263,2264,161276.0308,383586.8338,1.0,0.638583243,263.2857971,111.0,0
2265,2266,159173.3637,383050.9993,1.0,0.57575345,284.1618347,77.0,0
2270,2271,160405.1746,386246.6849,1.0,0.591966629,254.2352448,111.0,0
2292,2293,158727.8143,383788.0126,1.0,0.524028182,239.1999969,77.0,0
2315,2316,163332.9108,382935.4982,1.0,0.737681389,323.9312134,207.0,0
2316,2317,163718.9582,383271.0705,1.0,0.664583802,283.4400024,207.0,0
2322,2323,161930.2579,379756.7416,1.0,0.21551238,327.0085754,207.0,0
2323,2324,160883.5963,385367.6479,1.0,0.709759891,297.9200134,111.0,0
2324,2325,161983.2682,379916.0334,1.0,0.226890206,293.1548767,207.0,0
2331,2332,161992.0262,385705.1505,1.0,0.65675658,263.2000122,207.0,0
2337,2338,161621.9288,384486.3,1.0,0.433503956,294.8500061,207.0,0
2340,2341,160942.1264,386550.3784,1.0,0.539498568,312.9095764,111.0,0
2357,2358,160762.2933,385619.4915,1.0,0.668454111,278.8999939,111.0,0
2364,2365,159455.8651,382123.2366,1.0,0.492934883,269.3891907,77.0,0
2365,2366,158272.4684,383476.3278,1.0,0.575152278,304.9398499,77.0,0
2366,2367,163265.4959,384173.4018,1.0,0.547004223,314.9998474,207.0,0
2371,2372,162553.5943,383347.9859,1.0,0.791443229,303.1109924,207.0,0
2373,2374,163076.5301,382305.2668,1.0,0.728333771,262.3999939,207.0,0
2375,2376,159322.0967,380881.5508,1.0,0.516556859,296.980011,77.0,0
2379,2380,159774.0148,384547.2421,1.0,0.623635948,258.2162476,77.0,0
2385,2386,161455.7666,388187.9799,1.0,0.47055912,315.4254456,207.0,0
2392,2393,164068.7153,383907.8047,1.0,0.577776074,300.8457947,207.0,0
2395,2396,161225.5677,387339.3482,1.0,0.558689594,286.8396912,207.0,0
2409,2410,161875.4315,385091.8121,1.0,0.534916878,148.2698975,207.0,0
2425,2426,158107.9996,383755.8082,1.0,0.554215789,287.1348267,77.0,0
2427,2428,160784.9578,386442.7127,1.0,0.567163646,259.2246094,111.0,0
2428,2429,163648.0906,383525.2838,1.0,0.673339903,270.374054,207.0,0
2430,2431,163059.7049,383270.3302,1.0,0.803589702,246.8448944,207.0,0
2438,2439,160502.9339,387437.5634,1.0,0.559202135,301.9923096,111.0,0
2442,2443,161822.594,385936.6671,1.0,0.647011697,275.8677368,207.0,0
2444,2445,161301.8994,383753.4315,1.0,0.623354793,298.9186707,207.0,0
2454,2455,157856.7159,383885.5023,1.0,0.530568898,361.5036011,77.0,0
2461,2462,161700.9374,384905.0972,1.0,0.505780041,275.5416565,207.0,0
2464,2465,159694.3937,386468.454,1.0,0.39116469,268.2609253,111.0,0
2468,2469,160472.8376,385773.5639,1.0,0.699604034,296.9859619,111.0,0
2488,2489,161489.5007,388089.6443,1.0,0.481343716,275.3206482,207.0,0
2492,2493,161967.4481,384389.0902,1.0,0.352133155,193.4438782,207.0,0
2496,2497,161942.1222,381939.8226,1.0,0.80932653,282.8829651,207.0,0
2497,2498,161855.6348,379556.4928,1.0,0.206630155,375.302948,207.0,0
2498,2499,163199.7738,384008.8843,1.0,0.606657028,273.6556396,207.0,0
2500,2501,161956.8969,385196.3357,1.0,0.551296949,148.9851685,207.0,0
2501,2502,160257.7543,381501.9807,1.0,0.70633173,298.8033142,77.0,0
2507,2508,161067.2336,384652.2501,1.0,0.557771087,264.125824,111.0,0
2509,2510,157803.0972,381928.0466,1.0,0.429728657,332.1871948,77.0,0
2519,2520,164059.4618,384085.9944,1.0,0.597011387,337.382019,207.0,0
2521,2522,160395.1264,384234.9873,1.0,0.712688565,210.1875458,111.0,0
2524,2525,164214.6088,383248.6316,1.0,0.461528271,279.7392883,207.0,0
2525,2526,163140.4869,382470.6616,1.0,0.74582392,306.4284668,207.0,0
2533,2534,162173.9797,381876.374,1.0,0.828432679,288.8912964,207.0,0
2540,2541,160257.0602,381246.6783,1.0,0.656434298,313.0722351,77.0,0
2548,2549,161879.2226,387347.9164,1.0,0.610815465,326.3186035,111.0,0
2551,2552,162780.2909,387175.1946,1.0,0.409066916,304.9200439,207.0,0
2556,2557,160303.4616,385268.575,1.0,0.775812387,286.9599915,111.0,0
2564,2565,161367.5142,383370.7436,1.0,0.616481185,299.719635,111.0,0
2568,2569,160542.1676,384581.1102,1.0,0.73537302,324.1048584,111.0,0
2572,2573,160128.987,381461.8056,1.0,0.72550714,282.8022461,77.0,0
2575,2576,159675.9363,384867.7484,1.0,0.65039736,198.0264435,111.0,0
2576,2577,163223.7247,382227.8502,1.0,0.745483041,299.019989,207.0,0
2580,2581,160268.5222,382213.9277,1.0,0.672645152,279.0799866,77.0,0
2581,2582,162359.2072,381040.112,1.0,0.641237319,311.1700134,207.0,0
2582,2583,158915.0155,388731.8541,1.0,0.384286463,281.3999939,111.0,0
2587,2588,159660.0943,381567.7516,1.0,0.646934211,243.411499,77.0,0
2589,2590,160831.4369,384333.7956,1.0,0.69400984,273.6203308,111.0,0
2596,2597,163064.9768,384073.8886,1.0,0.57454133,213.051712,207.0,0
2597,2598,160168.0553,382331.6466,1.0,0.703989387,248.8399963,77.0,0
2602,2603,159818.768,381947.0733,1.0,0.594312191,233.16362,77.0,0
2603,2604,160887.2033,385043.9608,1.0,0.645128787,118.0786209,111.0,0
2608,2609,159660.361,384456.5274,1.0,0.604890049,305.3969727,77.0,0
2615,2616,161370.498,384309.9521,1.0,0.558422446,338.8399963,207.0,0
2626,2627,160189.7157,384295.408,1.0,0.706866384,278.1509094,111.0,0
2635,2636,161385.3276,383550.8705,1.0,0.621846855,243.6908112,111.0,0
2636,2637,160226.3862,387753.3979,1.0,0.531336069,314.2995605,207.0,0
2637,2638,158637.318,380999.0299,1.0,0.612238348,329.7565308,77.0,0
2656,2657,162954.8543,381051.662,1.0,0.73704052,274.0,207.0,0
2668,2669,159555.4842,381886.7806,1.0,0.571841717,304.5541687,77.0,0
2670,2671,161977.9505,384547.8425,1.0,0.334393263,165.5144501,207.0,0
2677,2678,159953.4761,381033.2515,1.0,0.620832264,314.1237488,77.0,0
2679,2680,161214.5964,387581.5559,1.0,0.547183931,333.9500122,207.0,0
2687,2688,159138.2768,381375.6535,1.0,0.610082865,308.0273743,77.0,0
2713,2714,159603.6463,387295.7886,1.0,0.470295846,307.0532227,111.0,0
2717,2718,160754.4223,384859.4414,1.0,0.651425302,237.7900696,111.0,0
2718,2719,162066.5928,384912.3746,1.0,0.445631981,259.62854,207.0,0
2721,2722,157807.8734,381746.3166,1.0,0.482154399,101.9957352,77.0,0
2724,2725,162818.2703,383300.6637,1.0,0.812767744,304.2000122,207.0,0
2726,2727,160368.9593,386061.7574,1.0,0.63517487,276.9037476,111.0,0
2728,2729,164529.6389,385002.7282,1.0,0.227722183,330.9768677,207.0,0
2729,2730,163499.1458,381233.4237,1.0,0.72481221,299.4400024,207.0,0
2730,2731,158434.7656,383535.6242,1.0,0.557976186,267.9031067,77.0,0
2731,2732,160194.1431,387005.579,1.0,0.52679044,242.0,111.0,0
2736,2737,161084.7989,384789.2709,1.0,0.57204175,251.4805603,111.0,0
2742,2743,159113.0959,383300.9069,1.0,0.649114311,331.3500061,77.0,0
2749,2750,162156.6827,387745.5997,1.0,0.658812761,271.4189758,207.0,0
2754,2755,161600.0019,388032.2152,1.0,0.524955213,262.0092773,207.0,0
2755,2756,159545.3602,384662.6403,1.0,0.571826875,307.656189,111.0,0
2756,2757,160332.7286,382344.9681,1.0,0.709350288,299.0175171,77.0,0
2764,2765,162695.1997,388333.8976,1.0,0.382232457,378.2146301,207.0,0
2767,2768,161963.2122,386843.6109,1.0,0.505412638,280.0242004,207.0,0
2782,2783,160043.6407,382177.4302,1.0,0.666769266,235.9355316,77.0,0
2786,2787,162602.5537,387659.2666,1.0,0.624315143,277.3312073,207.0,0
2788,2789,159192.1102,388542.9898,1.0,0.435104281,312.6778259,111.0,0
2791,2792,160238.7593,386907.6059,1.0,0.552870452,226.8473969,111.0,0
2795,2796,159046.557,383445.4235,1.0,0.655406892,236.0,77.0,0
2800,2801,159934.0225,385500.9373,1.0,0.741906583,325.7990112,111.0,0
2817,2818,160278.4905,386130.6292,1.0,0.620129526,251.4799957,111.0,0
2820,2821,160089.8329,383855.0289,1.0,0.682834923,264.1248474,111.0,0
2827,2828,161411.1433,379569.8274,1.0,0.273193151,382.6601563,207.0,0
2830,2831,159905.7219,384138.0942,1.0,0.67473942,408.202301,111.0,0
2840,2841,161165.7286,384707.3446,1.0,0.521517456,249.9199982,111.0,0
2854,2855,161297.2297,384448.1656,1.0,0.517976046,309.3616333,207.0,0
2856,2857,161570.0992,385724.6263,1.0,0.645469606,298.980011,207.0,0
2857,2858,161703.9584,384655.2106,1.0,0.383714288,257.6198425,207.0,0
2867,2868,162176.9005,386623.573,1.0,0.449975222,275.5599976,207.0,0
2872,2873,161820.6226,385277.5316,1.0,0.610586584,279.8875427,207.0,0
2874,2875,162008.284,384691.1284,1.0,0.331015646,180.7503815,207.0,0
2880,2881,160375.7798,382222.2246,1.0,0.706766486,311.019989,77.0,0
2892,2893,160721.9562,383770.6384,1.0,0.765314162,259.1463623,111.0,0
2899,2900,159127.7383,389086.4695,1.0,0.336923689,314.6799927,111.0,0
2904,2905,161985.2611,387003.6255,1.0,0.546035171,290.4743042,207.0,0
2912,2913,163956.527,383055.1147,1.0,0.593871117,280.9019165,207.0,0
2915,2916,157957.2033,381107.7953,1.0,0.552336872,142.9022675,77.0,0
2919,2920,159191.1014,383527.3314,1.0,0.672920585,242.0880127,77.0,0
2934,2935,163543.1229,383006.6338,1.0,0.753668785,291.793335,207.0,0
2942,2943,159883.1781,381689.1288,1.0,0.677668691,290.9194031,77.0,0
2943,2944,163012.0247,384329.0748,1.0,0.464716583,284.3866577,207.0,0
2956,2957,162319.0396,387334.7394,1.0,0.590813577,302.5272827,207.0,0
2957,2958,159020.2839,388808.5061,1.0,0.388078511,297.7999878,111.0,0
2960,2961,159296.3529,382668.4145,1.0,0.463571519,329.6443481,77.0,0
2974,2975,159612.6118,382161.8357,1.0,0.550795913,250.1900024,77.0,0
2976,2977,163644.0872,383342.7727,1.0,0.690780401,286.1403809,207.0,0
2978,2979,162076.8726,386884.7664,1.0,0.523156822,294.6359558,207.0,0
2985,2986,162927.5551,381660.0973,1.0,0.834623873,277.0450134,207.0,0
2989,2990,158559.9117,383317.8105,1.0,0.611614227,315.5929871,77.0,0
2995,2996,159171.169,388665.2091,1.0,0.415004313,278.019989,111.0,0
2998,2999,158447.9072,381270.1782,1.0,0.669312894,318.5627747,77.0,0
3007,3008,159754.0784,386846.9046,1.0,0.429451853,345.2491455,111.0,0
3019,3020,161370.5609,384569.4448,1.0,0.459538996,323.294281,207.0,0
3020,3021,161258.8512,387993.3013,1.0,0.515651703,307.2082825,207.0,0
3022,3023,161104.7827,386215.5992,1.0,0.486615688,259.3079834,111.0,0
3023,3024,158836.0455,383759.7411,1.0,0.522784233,271.6112976,77.0,0
3040,3041,158725.8406,383971.2284,1.0,0.504328787,331.3999939,77.0,0
3047,3048,161620.3947,386023.5993,1.0,0.588457823,299.1647339,207.0,0
3052,3053,160433.7573,382521.6983,1.0,0.795567513,303.8630066,77.0,0
3053,3054,159557.0819,386944.9336,1.0,0.412691683,327.6488342,111.0,0
3070,3071,160501.4816,386891.0926,1.0,0.595287919,315.3043518,111.0,0
3071,3072,160783.2797,385141.522,1.0,0.661595047,243.3479614,111.0,0
3079,3080,161264.437,385601.419,1.0,0.633218765,271.2817078,207.0,0
3086,3087,158929.3141,383851.6755,1.0,0.520197988,280.723999,77.0,0
3089,3090,160423.0014,385860.9184,1.0,0.684870422,299.1815186,111.0,0
3090,3091,159642.8513,386306.6546,1.0,0.405907243,295.1289368,111.0,0
3093,3094,160795.5766,384437.4761,1.0,0.683090448,251.5180206,111.0,0
3094,3095,159975.8997,385329.793,1.0,0.749842942,314.2600098,111.0,0
3095,3096,157877.3597,381595.6462,1.0,0.485318065,301.0881042,77.0,0
3108,3109,158288.7324,383678.5076,1.0,0.538820267,272.8399963,77.0,0
3110,3111,163212.9683,383633.469,1.0,0.729999721,335.8033752,207.0,0
3111,3112,159808.4974,386526.8126,1.0,0.430480868,286.2627258,111.0,0
3121,3122,159432.357,383509.4156,1.0,0.716847718,245.7170105,77.0,0
3128,3129,160780.289,385489.0206,1.0,0.688839376,314.2399292,111.0,0
3130,3131,159430.7211,385008.2042,1.0,0.616907358,264.9969482,111.0,0
3136,3137,162333.532,386929.4716,1.0,0.476928324,303.211731,207.0,0
3137,3138,163719.5081,383973.6738,1.0,0.604682207,274.7000122,207.0,0
3141,3142,159769.8718,386306.973,1.0,0.436369061,282.1199951,111.0,0
3145,3146,159014.9424,384199.4195,1.0,0.530786991,323.4500122,77.0,0
3149,3150,163771.9508,383733.4185,1.0,0.623991251,319.9599915,207.0,0
3154,3155,159474.2417,381679.9619,1.0,0.587546706,255.3067474,77.0,0
3156,3157,164553.2393,383795.8973,1.0,0.35661763,311.9168701,207.0,0
3171,3172,158662.6014,383525.904,1.0,0.591810048,308.6799927,77.0,0
3172,3173,161457.0844,385638.2798,1.0,0.643206775,285.0299988,207.0,0
3180,3181,163019.2831,386121.7965,1.0,0.220717326,322.2633667,207.0,0
3184,3185,161982.0278,387273.1661,1.0,0.590337813,311.4163818,111.0,0
3185,3186,161571.2057,387580.5283,1.0,0.581297755,322.239563,207.0,0
3192,3193,159789.228,387138.015,1.0,0.466835737,187.0673828,111.0,0
3197,3198,161959.8072,387672.6798,1.0,0.643554747,307.585083,207.0,0
3199,3200,162523.5943,383182.5226,1.0,0.77517873,273.4944458,207.0,0
3200,3201,159781.5941,382254.3612,1.0,0.538260043,241.5735779,77.0,0
3230,3231,164246.275,384771.9646,1.0,0.348303735,300.5483704,207.0,0
3234,3235,161667.7362,386115.0457,1.0,0.574875653,309.5799866,207.0,0
3235,3236,159745.5846,382436.6236,1.0,0.539949954,283.2689209,77.0,0
3241,3242,162504.3338,381463.0041,1.0,0.805750191,330.8837585,207.0,0
3246,3247,160054.0926,387284.9446,1.0,0.530658364,266.1599731,111.0,0
3247,3248,162381.0925,387426.8634,1.0,0.660933793,316.8800049,207.0,0
3253,3254,161722.2372,387516.5264,1.0,0.632676959,312.382843,207.0,0
3257,3258,162183.1299,382676.1953,1.0,0.763437629,319.5932007,207.0,0
3264,3265,160184.8992,381645.8218,1.0,0.700496197,264.3069763,77.0,0
3269,3270,160650.2165,381365.5336,1.0,0.608894289,329.6219482,77.0,0
3276,3277,159160.0328,383976.2659,1.0,0.572888911,304.3042603,77.0,0
3279,3280,158577.0191,381410.3885,1.0,0.634414315,293.9564209,77.0,0
3283,3284,160928.8226,384417.5255,1.0,0.661250591,258.480011,111.0,0
3285,3286,160965.8205,384949.3112,1.0,0.616740942,202.2976685,111.0,0
3290,3291,157861.4217,383635.0697,1.0,0.580391884,263.1237793,77.0,0
3304,3305,162073.4851,386225.2031,1.0,0.51298207,304.980011,207.0,0
3305,3306,162275.7683,381132.808,1.0,0.656360149,323.7200012,207.0,0
3311,3312,159310.2522,382904.55,1.0,0.545222282,321.8077698,77.0,0
3313,3314,162001.737,381637.2003,1.0,0.827930212,314.183136,207.0,0
3332,3333,160962.8712,382873.6788,1.0,0.84473294,303.6000061,77.0,0
3336,3337,162495.082,387835.16,1.0,0.632197618,250.4402618,207.0,0
3341,3342,163997.8213,383980.3599,1.0,0.594699621,281.2399902,207.0,0
3343,3344,162952.2891,383288.2413,1.0,0.820289195,292.2106628,207.0,0
3347,3348,161608.2267,387781.5778,1.0,0.580819368,322.6427307,207.0,0
3349,3350,160516.6015,384875.4357,1.0,0.749759495,256.0799866,111.0,0
3350,3351,161288.0462,384780.0025,1.0,0.492811352,280.6099548,111.0,0
3353,3354,159411.4174,381979.6753,1.0,0.515452623,275.5700073,77.0,0
3363,3364,158979.8401,387744.0587,1.0,0.457577676,339.9891357,111.0,0
3364,3365,159411.6415,382257.4051,1.0,0.452484399,304.2499084,77.0,0
3372,3373,159330.639,384085.6776,1.0,0.616577983,199.1882477,111.0,0
3374,3375,163370.6052,381406.0606,1.0,0.80974102,279.1600037,207.0,0
3389,3390,162756.1514,387359.5227,1.0,0.531308174,298.5341797,207.0,0
3396,3397,161023.0688,386355.0536,1.0,0.491891742,313.5733643,111.0,0
3407,3408,162876.5833,383218.3389,1.0,0.810126066,251.0599976,207.0,0
3413,3414,163829.6667,383163.1322,1.0,0.644381464,266.5469971,207.0,0
3416,3417,162137.9671,384481.9771,1.0,0.331317067,180.6946106,,0
3422,3423,160093.5881,381007.9182,1.0,0.549516678,295.1000061,77.0,0
3424,3425,160530.1306,381875.369,1.0,0.6794191,328.6168213,77.0,0
3435,3436,160787.1853,385271.7418,1.0,0.691258311,300.8477478,111.0,0
3445,3446,160856.4767,386909.6904,1.0,0.559076369,291.3165588,111.0,0
3450,3451,161327.3032,383135.9889,1.0,0.655862451,262.6404419,111.0,0
3454,3455,163470.2947,383367.9944,1.0,0.731430769,331.3196411,207.0,0
3463,3464,161283.1721,384229.0308,1.0,0.61727494,321.9421692,207.0,0
3465,3466,159155.363,381480.2382,1.0,0.564284563,282.7200012,77.0,0
3488,3489,163223.633,383026.2145,1.0,0.753182173,305.639679,207.0,0
3490,3491,160968.3462,385664.4486,1.0,0.664313257,294.688324,111.0,0
3497,3498,161761.176,384782.3564,1.0,0.462016821,247.049881,207.0,0
3500,3501,160497.2518,384460.3801,1.0,0.735980511,298.2053833,111.0,0
3509,3510,163537.2359,381976.6294,1.0,0.758914232,310.1000061,207.0,0
3515,3516,161335.6458,383897.3783,1.0,0.609388411,327.7720642,207.0,0
3521,3522,163339.1974,384083.5914,1.0,0.576556742,313.7493591,207.0,0
3526,3527,158898.6576,389020.3025,1.0,0.330833584,302.25,111.0,0
3538,3539,162054.2805,388184.3148,1.0,0.485699743,337.6737061,207.0,0
3539,3540,163934.011,382811.3852,1.0,0.588917017,289.2157593,207.0,0
3551,3552,160932.9289,387496.5045,1.0,0.542572141,323.6765747,207.0,0
3560,3561,163654.3317,383754.5291,1.0,0.666219711,315.3908691,207.0,0
3564,3565,158982.2631,383359.7915,1.0,0.63182795,297.8210449,77.0,0
3565,3566,159498.2782,387192.1698,1.0,0.441150188,311.2723389,111.0,0
3574,3575,164758.1526,383809.1855,1.0,0.251610398,276.8034668,207.0,0
3579,3580,159038.568,382901.0537,1.0,0.543149352,321.0690918,77.0,0
3583,3584,161096.7167,385031.0805,1.0,0.6220119,229.9514618,111.0,0
3594,3595,161863.6185,381843.2458,1.0,0.813774645,319.3205261,207.0,0
3606,3607,159660.4448,385224.5352,1.0,0.742058277,304.3200073,111.0,0
3610,3611,161446.2364,387471.9679,1.0,0.564780235,321.9935303,207.0,0
3613,3614,159717.8808,384765.3793,1.0,0.635121047,211.670517,111.0,0
3614,3615,161312.6522,382911.9545,1.0,0.683010995,320.6600037,77.0,0
3615,3616,162155.9218,388171.6208,1.0,0.497119576,297.3068542,207.0,0
3618,3619,162036.8459,385551.4496,1.0,0.648273647,320.3430176,207.0,0
3645,3646,161192.7047,385079.9651,1.0,0.606558263,320.9616089,111.0,0
3647,3648,161092.7691,383938.3636,1.0,0.682920337,252.4233246,207.0,0
3650,3651,159249.1872,383691.5992,1.0,0.644842029,275.3111877,77.0,0
3655,3656,158835.7281,381014.0443,1.0,0.571915567,299.660675,77.0,0
3656,3657,160248.2766,384560.0306,1.0,0.729878902,273.1464844,111.0,0
3660,3661,162320.1059,387046.1969,1.0,0.507648349,311.8824158,207.0,0
3674,3675,161447.9424,383190.6021,1.0,0.614483416,309.2032776,111.0,0
3675,3676,161023.4877,387379.9432,1.0,0.552601039,274.6625671,207.0,0
3677,3678,162963.1696,387879.8873,1.0,0.445573896,307.6749878,207.0,0
3681,3682,163713.4348,381800.3198,1.0,0.670540035,312.7000122,207.0,0
3686,3687,162025.5793,386683.8131,1.0,0.453469336,286.6740723,207.0,0
3688,3689,159201.6768,382933.6635,1.0,0.54807514,259.8128662,77.0,0
3706,3707,163087.9584,381950.702,1.0,0.796191573,315.1135864,207.0,0
3708,3709,164458.6612,383740.9709,1.0,0.380018502,318.9273987,207.0,0
3717,3718,158713.6515,383432.3027,1.0,0.618652165,293.5599976,77.0,0
3719,3720,162999.428,381572.0132,1.0,0.856625736,278.0,207.0,0
3720,3721,159561.8003,383166.9484,1.0,0.703609347,316.0398865,77.0,0
3724,3725,162978.3241,382267.6966,1.0,0.728383064,301.5343628,207.0,0
3729,3730,161034.9924,385287.3979,1.0,0.619077682,309.0524292,111.0,0
3730,3731,161622.0312,386758.7451,1.0,0.468461514,311.1306763,111.0,0
3732,3733,161852.5307,386069.3901,1.0,0.619038522,250.4453583,207.0,0
3733,3734,159655.0965,381759.1206,1.0,0.601997614,224.4600067,77.0,0
3744,3745,160139.7815,385310.9063,1.0,0.763835549,258.6492615,111.0,0
3746,3747,161956.6386,384807.576,1.0,0.38137278,195.7580261,207.0,0
3761,3762,159845.6567,385111.6705,1.0,0.727170348,292.2997131,111.0,0
3763,3764,162436.9786,386941.1987,1.0,0.483733475,316.5603638,207.0,0
3766,3767,160630.8849,387933.3786,1.0,0.475285083,325.7262268,207.0,0
3772,3773,158460.3465,381495.18,1.0,0.621806383,309.1042175,77.0,0
3777,3778,159315.7128,381254.1883,1.0,0.594475269,285.6879883,77.0,0
3779,3780,161541.2551,385522.4166,1.0,0.670260549,289.0743408,207.0,0
3786,3787,160715.4458,386113.7399,1.0,0.585195541,292.9148254,111.0,0
3792,3793,159330.6574,381630.9738,1.0,0.564249873,240.0754852,77.0,0
3793,3794,161594.1341,379760.0334,1.0,0.253081769,349.6847534,207.0,0
3799,3800,161165.3974,385950.2313,1.0,0.538031578,279.4308472,207.0,0
3809,3810,163499.4283,383260.617,1.0,0.74681741,282.5363464,207.0,0
3816,3817,159572.8063,381640.1631,1.0,0.631686926,227.9129944,77.0,0
3819,3820,161069.2395,384038.1712,1.0,0.688154817,329.7709045,207.0,0
3834,3835,161192.7948,386609.5388,1.0,0.487112105,307.6283875,111.0,0
3835,3836,159733.9385,381148.5825,1.0,0.630667806,256.2310486,77.0,0
3851,3852,160785.2696,384005.7642,1.0,0.74768281,236.0399933,111.0,0
3854,3855,161881.3223,379936.5536,1.0,0.25550732,257.8815308,207.0,0
3858,3859,159012.8289,383918.2136,1.0,0.511294484,300.5001831,77.0,0
3868,3869,160828.5708,386660.0818,1.0,0.563365459,255.1990967,111.0,0
3874,3875,160952.9376,384738.3683,1.0,0.599089742,245.6399994,111.0,0
3878,3879,162852.042,387810.4068,1.0,0.514722943,317.3000488,207.0,0
3882,3883,163113.269,382181.6444,1.0,0.745049894,304.6400146,207.0,0
3883,3884,160215.9077,381343.6645,1.0,0.678600073,277.3169861,77.0,0
3887,3888,160987.9511,384506.1333,1.0,0.615795314,209.8800049,111.0,0
3902,3903,157998.2755,381761.3835,1.0,0.474135548,287.3526001,77.0,0
