OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,CID,DependeVar,amenity,name,operator,brand,ID_unque,Parking_Location,NEAR_FID,Train_station,Gas_station,CarRental,BusStation,Hospital,EatingDrinking,RoadNetwork,PowerNetwork,obsvalue,categorie,POINT_X,POINT_Y,RASTERVALU
17,1,219,1,219,,1,charging_station, ,Allego, ,219,235.1068257,5025,1779.956069,885.5339079,777.832662,939.6312439,1819.568241,305.5258255,8.245973554,16.75790343,6715,Woongebied,162433.5157,382264.3004,0.773980916
18,1,220,1,220,,1,charging_station, , , ,220,284.9034786,873,2322.555381,137.800283,1030.979977,1587.270014,1121.442059,23.22548119,6.692276197,2.902006526,6897,Woongebied,160545.8985,381713.4561,0.697168529
19,1,221,1,221,,1,charging_station, , , ,221,515.4663248,3058,3188.475365,998.5409349,1636.564498,2420.527992,1296.791496,651.3100561,7.443994172,87.9261195,6897,Woongebied,159988.8039,381027.4917,0.629383087
20,1,222,1,222,,1,charging_station, ,Parkcharge, ,222,165.6730701,2548,2490.124503,595.2018419,921.0967354,1712.66089,2129.439839,226.1908635,7.169506277,1.246956324,4302,Park en plantsoen,159608.5111,382187.057,0.53347069
21,1,223,1,223,,1,charging_station, ,Allego, ,223,0,5814,1330.189263,345.2302404,16.32631062,573.4677675,1878.037171,43.96354673,8.009921536,2.851300515,5934,Detailhandel en horeca,160833.537,382686.7268,0.863902926
22,1,224,1,224,,1,charging_station, , , ,224,253.568122,5914,1515.634328,89.97092121,273.9541186,709.4341506,1921.463389,222.1126929,7.920736011,37.93689821,5934,Woongebied,160571.7525,382649.474,0.861775875
23,1,225,1,225,,1,charging_station, ,Parkcharge, ,225,277.4162262,4744,721.2948552,1091.800066,986.8741033,985.8634009,3386.215106,149.6726386,5.416319664,2.180419992,7328,Woongebied,160965.3855,384233.3293,0.700323939
24,1,226,1,226,,1,charging_station, ,Chargepoint, ,226,19.92545614,709,666.6671985,784.2913594,1590.558785,1254.48658,3431.315576,44.83430656,15.69826144,1.664225174,3582,Bedrijfsterrein,159979.9289,384038.8631,0.666798115
25,1,227,1,227,,1,charging_station, , , ,227,139.7401284,7349,722.0339666,931.0423305,1520.380425,1147.672129,3383.157149,61.08021579,4.536860544,7.396750965,3582,Bedrijfsterrein,160126.6802,384043.6379,0.689530969
26,1,228,1,228,,1,charging_station, ,opcharge, ,228,109.8219481,8323,969.2354487,902.9854984,1301.693641,1016.887644,3129.986865,40.51639846,5.866037563,13.29727137,6159,Woongebied,160069.0917,383749.6873,0.700246394
27,1,229,1,229,,1,charging_station, ,opcharge, ,229,21.30545876,1237,1071.152526,618.7429567,1466.801499,1317.818006,3170.530324,12.89603947,6.921640566,1.801249661,6159,Detailhandel en horeca,159684.7113,383604.2003,0.771720111
28,1,230,1,230,,1,charging_station, ,Opcharge, ,230,108.0498692,1459,1348.23749,563.5360077,1302.867216,1258.589573,2926.143447,245.1280531,5.750651102,0.289918881,6159,Woongebied,159697.1846,383325.661,0.758407354
29,1,231,1,231,,1,charging_station, ,evnetnl, ,231,189.261222,3060,1390.320595,505.3961042,1351.155108,1578.909322,3120.628825,116.9372044,5.239559024,1.414833951,3674,Woongebied,159377.0597,383338.4902,0.679575562
30,1,232,1,232,,1,charging_station, ,nlmab, ,232,265.6341613,697,1132.302072,239.2885315,1344.000719,1961.731709,3664.003471,507.2484063,13.58912176,87.0502611,3674,Bedrijfsterrein,159066.7125,383785.127,0.563842475
31,1,233,1,233,,1,charging_station, ,nlmab, ,233,269.19859,697,1134.737064,241.9801839,1341.867525,1960.109417,3660.714524,505.6799817,16.22954588,84.38700134,3674,Bedrijfsterrein,159067.369,383781.5008,0.563842475
32,1,234,1,234,,1,charging_station, ,evnetnl, ,234,327.4294589,2573,864.8613814,201.4609323,1651.560969,1703.390167,3581.411791,252.610462,3.283568597,0.211137014,2493,Woongebied,159380.0169,383900.356,0.644149125
33,1,235,1,235,,1,charging_station, ,Allego, ,235,246.297816,2122,796.851523,408.0538783,1724.845361,1504.375739,3467.321056,41.29539092,4.278178846,28.03931227,6159,Woongebied,159595.247,383894.6174,0.724113643
34,1,236,1,236,,1,charging_station, ,Allego, ,236,251.7302856,2658,706.1479448,409.6047963,1855.264831,2155.977762,4131.290931,143.0242883,4.560143284,6.143575583,2493,Woongebied,159124.0242,384388.5114,0.601313651
35,1,237,1,237,,1,charging_station, ,Oplaad.net, ,237,578.913524,7238,660.8155377,419.7562232,2616.441048,2413.031712,4727.542748,232.6997776,3.765403977,10.91225692,6263,Woongebied,159737.482,385331.8603,0.742018521
36,1,238,1,238,,1,charging_station, ,Allego, ,238,682.2286236,8909,363.5233566,599.0153895,2383.680107,2117.277834,4419.543053,10.54972105,3.556078738,15.36520175,6263,Woongebied,159814.9338,385032.7229,0.704162359
37,1,239,1,239,,1,charging_station, ,allego, ,239,421.7008906,2081,261.6527353,795.0354618,2125.553551,1843.883466,4161.139611,43.68946767,3.628976369,13.02677628,3582,Woongebied,159987.6585,384818.3199,0.7083202
38,1,240,1,240,,1,charging_station, , , ,240,0,3590,1407.337328,447.0404023,2648.3032,2777.729131,5180.616823,42.20703223,9.966189693,18.33819958,4282,Detailhandel en horeca,160343.4084,385957.4755,0.654993415
39,1,241,1,241,,1,charging_station, , , ,241,154.3036548,3622,1584.020796,309.6081261,2724.667127,2721.009534,5313.61982,204.3978392,5.365637958,0.660050652,4282,Woongebied,160437.9312,386108.578,0.625942528
40,1,242,1,242,,1,charging_station, ,Eco Tap, ,242,9.918453266,3328,1944.926911,375.2295865,2629.069762,2232.554474,5386.71791,326.0927187,4.129203999,76.82678534,4282,Sociaal-culturele voorziening,160925.8677,386236.6876,0.538153648
41,1,243,1,243,,1,charging_station, , , ,243,131.8909642,4660,2228.796021,329.9515767,2277.155269,1554.112806,5186.069511,535.0613786,5.152390889,27.9412563,6486,Park en plantsoen,161610.9272,386036.4612,0.588457823
48,1,250,1,250,,1,charging_station, ,Allego, ,250,90.64427027,4809,2388.741304,300.2314741,2418.296773,1395.68832,5348.647242,582.4798591,3.929505368,72.18386247,6486,Woongebied,161762.1562,386187.6962,0.561512172
52,1,254,1,254,,1,charging_station, ,Allego, ,254,200.1704815,2902,1533.41531,317.3125043,221.1861055,774.6566515,1721.969541,29.73100306,5.679385669,0.527433171,5934,Detailhandel en horeca,160747.882,382500.6278,0.851075649
53,1,255,1,255,,1,charging_station, ,opcharge, ,255,318.724139,9746,1268.41622,796.1970339,1096.880445,951.5551654,2857.469423,92.91999345,8.025892038,78.40879567,6159,Woongebied,160019.0606,383427.9988,0.75820446
54,1,256,1,256,,1,charging_station, ,Allego, ,256,547.7260127,9525,3015.500249,842.4267792,1736.347298,2247.323905,900.9848689,585.9763734,10.4161525,96.16677741,6897,Woongebied,160388.8869,381024.8537,0.53592819
55,1,257,1,257,,1,charging_station, ,allego, ,257,721.6513189,1091,630.9071854,662.0475963,2388.572028,2244.568466,4594.375129,118.8316661,6.356443733,12.79157355,6263,Woongebied,159976.4156,385268.3541,0.755303204
56,1,258,1,258,,1,charging_station, ,Allego, ,258,470.8265652,3395,1793.022768,405.5444717,492.5604213,1049.140763,1485.205911,180.8335961,13.36870276,1.16900197,5934,Woongebied,160698.1096,382229.9196,0.761547506
57,1,259,1,259,,1,charging_station, , , ,259,504.7893988,2027,1591.867392,495.3287603,520.5860798,809.0611914,1417.160439,295.3772749,0.31553463,95.01417269,5934,Woongebied,161134.3122,382271.4591,0.813894808
58,1,260,1,260,,1,charging_station, ,allego, ,260,225.1240083,8778,2566.128137,529.2349911,1406.87627,1616.433028,1188.751612,150.3053596,4.626527958,20.7414384,7304,Woongebied,162349.0486,381370.5405,0.739334106
59,1,261,1,261,,1,charging_station, , , ,261,169.6537466,1705,773.5641405,490.9463134,1670.017088,1431.044949,3434.234745,50.04782682,5.567203598,10.24874161,6159,Woongebied,159681.4944,383903.4966,0.712234616
60,1,262,1,262,,1,charging_station, ,Park n charge, ,262,173.3274535,1968,749.6715229,907.9301317,1504.744211,1237.868849,3615.223186,205.9839587,2.585625139,10.71531192,7328,Woongebied,160463.0877,384384.1857,0.739931583
61,1,263,1,263,,1,charging_station, ,Opcharge, ,263,156.4923001,1210,766.0892106,548.3643857,1621.978607,1546.997985,3945.530311,169.3146311,5.697311459,0.023371217,7328,Woongebied,160534.1648,384736.6629,0.743559539
62,1,264,1,264,,1,charging_station, ,opcharge, ,264,329.8462251,2760,1718.796948,539.6432932,766.2116066,2239.071317,3545.987151,131.2000502,6.975731579,3.026245241,3674,Woongebied,158715.3035,383315.365,0.66120857
63,1,265,1,265,,1,charging_station, ,Opcharge, ,265,108.280932,698,565.7020713,597.357601,2066.658781,2194.159068,4254.857104,157.7542499,6.482288567,77.19717517,2493,Woongebied,159212.1888,384582.7177,0.600917876
64,1,266,1,266,,1,charging_station, , , ,266,553.8619688,3058,3224.177778,1032.875332,1657.160664,2457.555846,1296.756162,688.8057382,3.973719999,85.78199424,6897,Hoofdweg,159984.4525,380989.0391,0.588414013
65,1,267,1,267,,1,charging_station, ,allego, ,267,245.0351127,4290,1667.798713,467.711724,839.2892987,2138.794525,3467.114758,38.61180877,4.719300404,84.06474936,3674,Woongebied,158815.3228,383304.9263,0.625138879
66,1,268,1,268,,1,charging_station, ,Opcharge, ,268,414.5578188,2926,2006.383447,265.1897003,755.828182,1263.612005,1184.33046,206.2355178,0.501662685,3.044822459,693,Woongebied,160800.8378,381946.6018,0.710361362
67,1,269,1,269,,1,charging_station, , , ,269,310.4409856,3239,2715.503063,366.2638697,3725.763796,2815.757626,6448.920533,22.44112958,8.535631955,38.80682833,6165,Woongebied,160559.33,387270.3872,0.593464017
68,1,270,1,270,,1,charging_station, ,Vattenval, ,270,362.4459397,3451,2676.068692,233.3576758,3886.244355,3136.73081,6531.475707,215.8557804,8.438527481,48.52721378,3471,Woongebied,160228.8798,387308.4605,0.556683958
69,1,271,1,271,,1,charging_station, ,parkncharge, ,271,179.3592849,2174,3364.962928,479.5814498,521.5701772,3002.917653,2902.143691,348.4237284,5.529914649,20.51603931,2684,Woongebied,158461.1854,381572.2354,0.607994854
70,1,272,1,272,,1,charging_station, ,allego, ,272,193.5516839,9770,1055.956659,1095.654965,1187.809881,824.745968,3058.98628,21.1711454,11.03919179,16.74202438,6159,Woongebied,160310.5668,383764.2977,0.722386122
