ID_unique,POINT_X,POINT_Y,LandPrice,Available Grid intake(Feed-in)(MW),Grid_supply,Possible Location feed-in to Grid(MW),Actual required at location(MW),Congestion(MW),Feed_in_congestion(MW),Probability
2953,162313.5409,381806.7457,355.7200012,190,207,290.6023465,197.6820818,-9,101,0.828560114
2955,162633.8396,382264.9411,514.2741089,190,207,290.6023465,197.6820818,-9,101,0.733229816
2956,157284.2202,383687.9195,675.9226074,64,77,137.9110689,110.1706551,33,74,0.551292539
2960,160466.6224,388255.604,445.6734619,190,207,290.6023465,197.6820818,-9,101,0.511239707
2961,159905.7219,384138.0942,408.202301,109,111,128.9965795,121.8170066,11,20,0.67473942
2963,158953.6677,381113.9838,360.5209961,64,77,137.9110689,110.1706551,33,74,0.606635094
2968,160725.3964,382467.9463,420.0400085,64,77,137.9110689,110.1706551,33,74,0.847477496
2971,161165.7286,384707.3446,249.9199982,109,111,128.9965795,121.8170066,11,20,0.521517456
2975,163898.587,383750.5878,402.0363464,190,207,290.6023465,197.6820818,-9,101,0.612658203
2976,158854.1846,382824.4749,367.443634,64,77,137.9110689,110.1706551,33,74,0.545291901
2979,159891.1701,385940.4243,376.5224915,109,111,128.9965795,121.8170066,11,20,0.609078944
2986,161668.9447,383286.5813,393.8878479,190,207,290.6023465,197.6820818,-9,101,0.587609828
2987,161297.2297,384448.1656,309.3616333,190,207,290.6023465,197.6820818,-9,101,0.517976046
2989,161570.0992,385724.6263,298.980011,190,207,290.6023465,197.6820818,-9,101,0.645469606
3001,163023.53,381144.61,330.8902588,190,207,290.6023465,197.6820818,-9,101,0.77079004
3002,159216.2968,385408.5807,612.6801147,109,111,128.9965795,121.8170066,11,20,0.55429548
3003,158790.4188,381602.0874,399.7499084,64,77,137.9110689,110.1706551,33,74,0.564583242
3005,161820.6226,385277.5316,279.8875427,190,207,290.6023465,197.6820818,-9,101,0.610586584
3014,160375.7798,382222.2246,311.019989,64,77,137.9110689,110.1706551,33,74,0.706766486
3018,157639.6582,383800.5896,412.3752441,109,111,128.9965795,121.8170066,11,20,0.548945665
3024,162442.2152,383599.0196,1041.555176,190,207,290.6023465,197.6820818,-9,101,0.745042503
3025,160346.871,383026.8602,386.7471619,64,77,137.9110689,110.1706551,33,74,0.811227679
3028,160721.9562,383770.6384,259.1463623,109,111,128.9965795,121.8170066,11,20,0.765314162
3032,162053.5429,380823.7519,821.798584,190,207,290.6023465,197.6820818,-9,101,0.511058152
3037,162987.0686,381830.0103,398.4886475,190,207,290.6023465,197.6820818,-9,101,0.815007567
3040,161985.2611,387003.6255,290.4743042,190,207,290.6023465,197.6820818,-9,101,0.546035171
3041,160100.0211,383724.7009,410.7852783,64,77,137.9110689,110.1706551,33,74,0.704403698
3048,161708.5607,382194.222,1144.743896,190,207,290.6023465,197.6820818,-9,101,0.793787241
3050,163956.527,383055.1147,280.9019165,190,207,290.6023465,197.6820818,-9,101,0.593871117
3051,162933.0192,383503.9226,385.3200073,190,207,290.6023465,197.6820818,-9,101,0.825329363
3053,157957.2033,381107.7953,142.9022675,64,77,137.9110689,110.1706551,33,74,0.552336872
3054,160966.1768,382424.2649,579.6799927,64,77,137.9110689,110.1706551,33,74,0.827901065
3057,159191.1014,383527.3314,242.0880127,64,77,137.9110689,110.1706551,33,74,0.672920585
3070,157198.1088,383074.6295,437.2250061,64,77,137.9110689,110.1706551,33,74,0.517792702
3072,163543.1229,383006.6338,291.793335,190,207,290.6023465,197.6820818,-9,101,0.753668785
3081,159883.1781,381689.1288,290.9194031,64,77,137.9110689,110.1706551,33,74,0.677668691
3090,161318.3374,382331.3458,917.548584,64,77,137.9110689,110.1706551,33,74,0.800276041
3095,162094.2835,382100.6506,368.000824,190,207,290.6023465,197.6820818,-9,101,0.814854503
3097,162319.0396,387334.7394,302.5272827,190,207,290.6023465,197.6820818,-9,101,0.590813577
3103,157159.4236,383251.6608,798.1713867,64,77,137.9110689,110.1706551,33,74,0.539772093
3106,162360.1598,383270.3523,378.202179,190,207,290.6023465,197.6820818,-9,101,0.748194456
3108,160400.8678,387106.8781,331.5992737,109,111,128.9965795,121.8170066,11,20,0.571348906
3114,159810.1531,387649.8362,420.9860535,109,111,128.9965795,121.8170066,11,20,0.528572202
3115,159612.6118,382161.8357,250.1900024,64,77,137.9110689,110.1706551,33,74,0.550795913
3118,163644.0872,383342.7727,286.1403809,190,207,290.6023465,197.6820818,-9,101,0.690780401
3120,162076.8726,386884.7664,294.6359558,190,207,290.6023465,197.6820818,-9,101,0.523156822
3124,162639.5202,382579.9065,587.0598755,190,207,290.6023465,197.6820818,-9,101,0.709870219
3127,162927.5551,381660.0973,277.0450134,190,207,290.6023465,197.6820818,-9,101,0.834623873
3131,158559.9117,383317.8105,315.5929871,64,77,137.9110689,110.1706551,33,74,0.611614227
3141,158447.9072,381270.1782,318.5627747,64,77,137.9110689,110.1706551,33,74,0.669312894
3146,158927.3249,381554.9993,431.0505371,64,77,137.9110689,110.1706551,33,74,0.580437839
3148,161649.3497,386995.4465,361.3945313,109,111,128.9965795,121.8170066,11,20,0.523181736
3151,161225.786,382572.0538,650.1599731,64,77,137.9110689,110.1706551,33,74,0.786710382
3156,160917.67,383632.081,361.6099243,109,111,128.9965795,121.8170066,11,20,0.760231316
3159,160756.708,382985.0945,436.2513123,64,77,137.9110689,110.1706551,33,74,0.849252403
3163,161258.8512,387993.3013,307.2082825,190,207,290.6023465,197.6820818,-9,101,0.515651703
3166,158836.0455,383759.7411,271.6112976,64,77,137.9110689,110.1706551,33,74,0.522784233
3168,158959.1166,384542.8295,534.5300293,109,111,128.9965795,121.8170066,11,20,0.594112635
3170,160904.3413,381957.3526,389.2307129,64,77,137.9110689,110.1706551,33,74,0.704610288
3171,162526.1453,382373.2078,710.2111816,190,207,290.6023465,197.6820818,-9,101,0.736073375
3173,161172.0215,384107.5974,358.7000122,190,207,290.6023465,197.6820818,-9,101,0.667574584
3174,161673.805,381840.382,527.362915,190,207,290.6023465,197.6820818,-9,101,0.804026365
3176,159338.2327,385454.4413,548.2061157,109,111,128.9965795,121.8170066,11,20,0.589236856
3184,158708.3932,384983.3121,870.0267334,109,111,128.9965795,121.8170066,11,20,0.508570731
3186,158725.8406,383971.2284,331.3999939,64,77,137.9110689,110.1706551,33,74,0.504328787
3192,160835.71,387237.2226,321.7890015,190,207,290.6023465,197.6820818,-9,101,0.561774552
3193,161620.3947,386023.5993,299.1647339,190,207,290.6023465,197.6820818,-9,101,0.588457823
3195,162686.0948,382693.2351,559.3800049,190,207,290.6023465,197.6820818,-9,101,0.700547099
3198,160433.7573,382521.6983,303.8630066,64,77,137.9110689,110.1706551,33,74,0.795567513
3201,159530.4657,384185.3537,375.3284607,64,77,137.9110689,110.1706551,33,74,0.683852375
3204,160480.4322,384762.1535,336.7486572,109,111,128.9965795,121.8170066,11,20,0.747730136
3211,158585.6593,382942.0131,394.1517334,64,77,137.9110689,110.1706551,33,74,0.584578574
3214,159936.6724,387663.8622,378.1407471,190,207,290.6023465,197.6820818,-9,101,0.540096998
3216,160501.4816,386891.0926,315.3043518,109,111,128.9965795,121.8170066,11,20,0.595287919
3217,160783.2797,385141.522,243.3479614,109,111,128.9965795,121.8170066,11,20,0.661595047
3218,159868.0499,387790.6533,361.9200134,109,111,128.9965795,121.8170066,11,20,0.546242893
3221,163447.3953,382730.509,337.7074585,190,207,290.6023465,197.6820818,-9,101,0.731193542
3222,160385.5132,383540.4172,334.8613281,64,77,137.9110689,110.1706551,33,74,0.769774497
3224,160568.0211,382255.2225,440.6827087,64,77,137.9110689,110.1706551,33,74,0.739407957
3225,161264.437,385601.419,271.2817078,190,207,290.6023465,197.6820818,-9,101,0.633218765
3226,159799.3022,388048.3879,318.5690918,190,207,290.6023465,197.6820818,-9,101,0.550020695
3232,158929.3141,383851.6755,280.723999,64,77,137.9110689,110.1706551,33,74,0.520197988
3233,164234.3835,383762.2969,333.4404602,190,207,290.6023465,197.6820818,-9,101,0.502410889
3235,160423.0014,385860.9184,299.1815186,109,111,128.9965795,121.8170066,11,20,0.684870422
3238,161700.0925,383741.162,409.5810547,190,207,290.6023465,197.6820818,-9,101,0.560333431
3239,160795.5766,384437.4761,251.5180206,109,111,128.9965795,121.8170066,11,20,0.683090448
3240,159975.8997,385329.793,314.2600098,109,111,128.9965795,121.8170066,11,20,0.749842942
3244,163120.6467,380729.0029,656.1754761,190,207,290.6023465,197.6820818,-9,101,0.556491256
3250,158787.0321,384566.2471,829.390625,109,111,128.9965795,121.8170066,11,20,0.560447514
3252,160598.7078,382753.7444,332.2501831,64,77,137.9110689,110.1706551,33,74,0.867868185
3255,158288.7324,383678.5076,272.8399963,64,77,137.9110689,110.1706551,33,74,0.538820267
3257,163212.9683,383633.469,335.8033752,190,207,290.6023465,197.6820818,-9,101,0.729999721
3261,162146.9257,385504.8278,339.9965515,190,207,290.6023465,197.6820818,-9,101,0.617933214
3262,161017.9263,383515.7161,577.5727539,109,111,128.9965795,121.8170066,11,20,0.711251855
3268,159432.357,383509.4156,245.7170105,64,77,137.9110689,110.1706551,33,74,0.716847718
3275,160780.289,385489.0206,314.2399292,109,111,128.9965795,121.8170066,11,20,0.688839376
3278,159430.7211,385008.2042,264.9969482,109,111,128.9965795,121.8170066,11,20,0.616907358
3282,160236.6123,386411.8136,541.1062012,109,111,128.9965795,121.8170066,11,20,0.545074344
3283,162645.4693,382392.4938,594.1815796,190,207,290.6023465,197.6820818,-9,101,0.702810049
3285,163719.5081,383973.6738,274.7000122,190,207,290.6023465,197.6820818,-9,101,0.604682207
3288,160308.5054,381759.745,377.0840149,64,77,137.9110689,110.1706551,33,74,0.693608284
3291,161489.0222,382637.5036,903.2738647,190,207,290.6023465,197.6820818,-9,101,0.7109707
3293,159014.9424,384199.4195,323.4500122,64,77,137.9110689,110.1706551,33,74,0.530786991
3297,163771.9508,383733.4185,319.9599915,190,207,290.6023465,197.6820818,-9,101,0.623991251
3298,163924.0437,381420.7156,819.5863037,190,207,290.6023465,197.6820818,-9,101,0.50731647
3302,159474.2417,381679.9619,255.3067474,64,77,137.9110689,110.1706551,33,74,0.587546706
3305,157254.4652,383991.8766,520.3547363,64,77,137.9110689,110.1706551,33,74,0.504570723
3308,163933.0737,381738.9924,910.3063965,190,207,290.6023465,197.6820818,-9,101,0.543701589
3311,162729.8581,380893.2566,468.2399902,190,207,290.6023465,197.6820818,-9,101,0.644709349
3312,160478.2661,387181.5717,369.8193359,109,111,128.9965795,121.8170066,11,20,0.588482618
3316,158318.4939,382778.5381,433.7520142,64,77,137.9110689,110.1706551,33,74,0.503216267
3317,163761.4019,381303.3039,541.2020264,190,207,290.6023465,197.6820818,-9,101,0.602413774
3321,158662.6014,383525.904,308.6799927,64,77,137.9110689,110.1706551,33,74,0.591810048
3322,161457.0844,385638.2798,285.0299988,190,207,290.6023465,197.6820818,-9,101,0.643206775
3326,163117.4143,381827.5648,358.5933228,190,207,290.6023465,197.6820818,-9,101,0.81585896
3327,162262.2133,381391.3666,430.2000122,190,207,290.6023465,197.6820818,-9,101,0.734745562
3334,161982.0278,387273.1661,311.4163818,109,111,128.9965795,121.8170066,11,20,0.590337813
3335,161571.2057,387580.5283,322.239563,190,207,290.6023465,197.6820818,-9,101,0.581297755
3337,163609.0883,382347.6065,405.7744751,190,207,290.6023465,197.6820818,-9,101,0.693948269
3340,161167.5545,382056.133,746.2441406,64,77,137.9110689,110.1706551,33,74,0.740612388
3347,161959.8072,387672.6798,307.585083,190,207,290.6023465,197.6820818,-9,101,0.643554747
3349,162523.5943,383182.5226,273.4944458,190,207,290.6023465,197.6820818,-9,101,0.77517873
3350,159781.5941,382254.3612,241.5735779,64,77,137.9110689,110.1706551,33,74,0.538260043
3351,163024.2716,383003.7235,341.6890259,190,207,290.6023465,197.6820818,-9,101,0.751533985
3352,162810.5976,383910.4822,852.0797729,190,207,290.6023465,197.6820818,-9,101,0.655415237
3365,161048.5809,385179.8075,324.3320618,109,111,128.9965795,121.8170066,11,20,0.645664334
3368,163150.0683,380931.0355,558.2910767,190,207,290.6023465,197.6820818,-9,101,0.686645865
3373,163378.4234,383929.4478,357.5670776,190,207,290.6023465,197.6820818,-9,101,0.659629166
3380,161771.5407,381379.0179,662.3078003,190,207,290.6023465,197.6820818,-9,101,0.634581685
3384,160961.5576,381224.1487,408.7715759,190,207,290.6023465,197.6820818,-9,101,0.522699535
3385,161667.7362,386115.0457,309.5799866,190,207,290.6023465,197.6820818,-9,101,0.574875653
3386,159745.5846,382436.6236,283.2689209,64,77,137.9110689,110.1706551,33,74,0.539949954
3390,159924.1123,381540.5909,329.5387268,64,77,137.9110689,110.1706551,33,74,0.684509993
3392,162504.3338,381463.0041,330.8837585,190,207,290.6023465,197.6820818,-9,101,0.805750191
3397,160054.0926,387284.9446,266.1599731,109,111,128.9965795,121.8170066,11,20,0.530658364
3398,162381.0925,387426.8634,316.8800049,190,207,290.6023465,197.6820818,-9,101,0.660933793
3401,163739.5775,381000.1047,517.9018555,190,207,290.6023465,197.6820818,-9,101,0.529261112
3404,161572.342,383416.0461,333.2539063,190,207,290.6023465,197.6820818,-9,101,0.599111855
3405,161722.2372,387516.5264,312.382843,190,207,290.6023465,197.6820818,-9,101,0.632676959
3408,160927.7282,381449.7897,474.8215942,64,77,137.9110689,110.1706551,33,74,0.594297826
3409,162183.1299,382676.1953,319.5932007,190,207,290.6023465,197.6820818,-9,101,0.763437629
3413,161829.9499,387108.1579,342.7999878,109,111,128.9965795,121.8170066,11,20,0.55064702
3416,160184.8992,381645.8218,264.3069763,64,77,137.9110689,110.1706551,33,74,0.700496197
3421,160650.2165,381365.5336,329.6219482,64,77,137.9110689,110.1706551,33,74,0.608894289
3424,161417.3198,382834.295,646.4243164,64,77,137.9110689,110.1706551,33,74,0.676044524
3429,159160.0328,383976.2659,304.3042603,64,77,137.9110689,110.1706551,33,74,0.572888911
3432,158577.0191,381410.3885,293.9564209,64,77,137.9110689,110.1706551,33,74,0.634414315
3436,160928.8226,384417.5255,258.480011,109,111,128.9965795,121.8170066,11,20,0.661250591
3438,160965.8205,384949.3112,202.2976685,109,111,128.9965795,121.8170066,11,20,0.616740942
3441,161223.3861,382984.4089,379.519989,64,77,137.9110689,110.1706551,33,74,0.680748463
3443,157861.4217,383635.0697,263.1237793,64,77,137.9110689,110.1706551,33,74,0.580391884
3446,159642.1396,385832.6651,448.4844055,109,111,128.9965795,121.8170066,11,20,0.551625788
3449,160532.2432,383834.228,341.5935669,109,111,128.9965795,121.8170066,11,20,0.767178416
3454,161705.4554,383899.1953,409.9499512,190,207,290.6023465,197.6820818,-9,101,0.518365383
3456,160924.1658,382774.4644,327.2799988,64,77,137.9110689,110.1706551,33,74,0.854556084
3458,162073.4851,386225.2031,304.980011,190,207,290.6023465,197.6820818,-9,101,0.51298207
3459,162275.7683,381132.808,323.7200012,190,207,290.6023465,197.6820818,-9,101,0.656360149
3461,160497.6542,383705.039,370.5258484,64,77,137.9110689,110.1706551,33,74,0.761938155
3465,159310.2522,382904.55,321.8077698,64,77,137.9110689,110.1706551,33,74,0.545222282
3466,160544.0663,385294.4517,331.6666565,109,111,128.9965795,121.8170066,11,20,0.746803999
3467,162001.737,381637.2003,314.183136,190,207,290.6023465,197.6820818,-9,101,0.827930212
3468,162246.2513,380885.8237,332.7452698,190,207,290.6023465,197.6820818,-9,101,0.542461455
3469,161287.0441,384093.1323,354.7326965,190,207,290.6023465,197.6820818,-9,101,0.641912162
3479,159498.8106,383982.4219,331.5499878,64,77,137.9110689,110.1706551,33,74,0.645332098
3482,161854.5678,381263.6644,486.1296082,190,207,290.6023465,197.6820818,-9,101,0.602478564
3483,161465.4057,381704.8379,741.2662964,190,207,290.6023465,197.6820818,-9,101,0.670590103
3486,160962.8712,382873.6788,303.6000061,64,77,137.9110689,110.1706551,33,74,0.84473294
3487,162178.5885,386034.3807,382.1283264,190,207,290.6023465,197.6820818,-9,101,0.539923131
3490,162495.082,387835.16,250.4402618,190,207,290.6023465,197.6820818,-9,101,0.632197618
3496,163997.8213,383980.3599,281.2399902,190,207,290.6023465,197.6820818,-9,101,0.594699621
3498,162952.2891,383288.2413,292.2106628,190,207,290.6023465,197.6820818,-9,101,0.820289195
3500,160647.6142,387382.6042,322.0242615,109,111,128.9965795,121.8170066,11,20,0.571446598
3502,161608.2267,387781.5778,322.6427307,190,207,290.6023465,197.6820818,-9,101,0.580819368
3504,160516.6015,384875.4357,256.0799866,109,111,128.9965795,121.8170066,11,20,0.749759495
3507,159860.474,383954.4124,411.0510254,64,77,137.9110689,110.1706551,33,74,0.671203673
3508,159411.4174,381979.6753,275.5700073,64,77,137.9110689,110.1706551,33,74,0.515452623
3509,158188.4486,383081.2827,399.3800049,64,77,137.9110689,110.1706551,33,74,0.539472103
3513,161455.4373,384128.3634,376.2528687,190,207,290.6023465,197.6820818,-9,101,0.569380283
3515,158092.7288,381417.6285,591.026062,64,77,137.9110689,110.1706551,33,74,0.623678923
3516,159156.5118,381770.2758,365.12854,64,77,137.9110689,110.1706551,33,74,0.54967463
3520,158075.3273,383114.439,394.3916321,64,77,137.9110689,110.1706551,33,74,0.544613838
3526,158730.6896,384661.0127,823.7794189,64,77,137.9110689,110.1706551,33,74,0.564810336
3527,159330.639,384085.6776,199.1882477,109,111,128.9965795,121.8170066,11,20,0.616577983
3528,159963.9563,381756.3199,332.7477417,64,77,137.9110689,110.1706551,33,74,0.669430077
3529,163370.6052,381406.0606,279.1600037,190,207,290.6023465,197.6820818,-9,101,0.80974102
3531,159066.7236,381231.1323,346.5003052,64,77,137.9110689,110.1706551,33,74,0.607057393
3533,160816.2245,386028.8342,369.5400085,109,111,128.9965795,121.8170066,11,20,0.57688117
3544,162756.1514,387359.5227,298.5341797,190,207,290.6023465,197.6820818,-9,101,0.531308174
3559,162468.3719,382046.0401,365.6529846,190,207,290.6023465,197.6820818,-9,101,0.789008975
3561,163611.1952,383855.7316,405.9417419,190,207,290.6023465,197.6820818,-9,101,0.662371874
3562,162876.5833,383218.3389,251.0599976,190,207,290.6023465,197.6820818,-9,101,0.810126066
3567,162920.0485,380789.5908,513.5200195,190,207,290.6023465,197.6820818,-9,101,0.58486855
3568,162148.0102,382922.3312,382.5589294,190,207,290.6023465,197.6820818,-9,101,0.745315135
3569,163829.6667,383163.1322,266.5469971,190,207,290.6023465,197.6820818,-9,101,0.644381464
3577,157220.152,382970.541,474.142395,64,77,137.9110689,110.1706551,33,74,0.501092851
3578,160093.5881,381007.9182,295.1000061,64,77,137.9110689,110.1706551,33,74,0.549516678
3579,159703.7458,381418.5874,343.5400085,64,77,137.9110689,110.1706551,33,74,0.662008405
3580,160530.1306,381875.369,328.6168213,64,77,137.9110689,110.1706551,33,74,0.6794191
3586,160860.1918,382488.6566,458.7200012,64,77,137.9110689,110.1706551,33,74,0.843142509
3588,160790.9005,387645.4484,352.9448242,190,207,290.6023465,197.6820818,-9,101,0.508161426
3591,160787.1853,385271.7418,300.8477478,109,111,128.9965795,121.8170066,11,20,0.691258311
3597,159990.8054,385045.1556,371.7772522,109,111,128.9965795,121.8170066,11,20,0.727905571
3598,160311.3858,381057.0214,324.7330017,64,77,137.9110689,110.1706551,33,74,0.543973565
3601,160856.4767,386909.6904,291.3165588,109,111,128.9965795,121.8170066,11,20,0.559076369
3602,159132.2151,384621.7287,581.3010254,109,111,128.9965795,121.8170066,11,20,0.587840736
3605,161055.8891,383417.6029,702.6984863,109,111,128.9965795,121.8170066,11,20,0.6763556
3606,161327.3032,383135.9889,262.6404419,109,111,128.9965795,121.8170066,11,20,0.655862451
3607,158165.2729,383892.8824,335.6400146,64,77,137.9110689,110.1706551,33,74,0.526212394
3608,157927.4584,383369.7156,352.4288635,64,77,137.9110689,110.1706551,33,74,0.536004484
3610,163470.2947,383367.9944,331.3196411,190,207,290.6023465,197.6820818,-9,101,0.731430769
3611,162308.1678,386111.8061,440.8164978,190,207,290.6023465,197.6820818,-9,101,0.512196839
3613,160010.9278,384188.4328,367.1220703,109,111,128.9965795,121.8170066,11,20,0.684227109
3614,160953.7618,381721.172,595.7088623,190,207,290.6023465,197.6820818,-9,101,0.664249837
3616,163893.5811,381965.237,475,190,207,290.6023465,197.6820818,-9,101,0.561998844
3618,160201.3241,381906.4963,370.0002747,64,77,137.9110689,110.1706551,33,74,0.663725376
3619,161283.1721,384229.0308,321.9421692,190,207,290.6023465,197.6820818,-9,101,0.61727494
3621,159155.363,381480.2382,282.7200012,64,77,137.9110689,110.1706551,33,74,0.564284563
3628,162355.6966,383795.1039,837.6256104,190,207,290.6023465,197.6820818,-9,101,0.610304594
3639,162815.2256,380724.1949,571.2102051,190,207,290.6023465,197.6820818,-9,101,0.534471631
3640,159929.388,383508.4611,393.9599915,64,77,137.9110689,110.1706551,33,74,0.755832195
3643,161706.3736,381945.0781,645.4263306,190,207,290.6023465,197.6820818,-9,101,0.803087831
3644,163223.633,383026.2145,305.639679,190,207,290.6023465,197.6820818,-9,101,0.753182173
3646,160968.3462,385664.4486,294.688324,109,111,128.9965795,121.8170066,11,20,0.664313257
3649,163940.4137,383421.3787,330.8274841,190,207,290.6023465,197.6820818,-9,101,0.589187741
3654,158386.1773,383190.184,369.9193115,64,77,137.9110689,110.1706551,33,74,0.608713984
3655,164107.0017,382870.7757,333.6581116,190,207,290.6023465,197.6820818,-9,101,0.53646785
3656,160497.2518,384460.3801,298.2053833,109,111,128.9965795,121.8170066,11,20,0.735980511
3664,161955.767,388073.6065,432.6535339,190,207,290.6023465,197.6820818,-9,101,0.505696893
3665,163537.2359,381976.6294,310.1000061,190,207,290.6023465,197.6820818,-9,101,0.758914232
3671,161335.6458,383897.3783,327.7720642,190,207,290.6023465,197.6820818,-9,101,0.609388411
3672,157973.1211,381452.2414,454.3344421,64,77,137.9110689,110.1706551,33,74,0.561565638
3673,161054.7927,382264.7813,689.6507568,64,77,137.9110689,110.1706551,33,74,0.811766028
3677,163339.1974,384083.5914,313.7493591,190,207,290.6023465,197.6820818,-9,101,0.576556742
3684,162617.3138,383093.07,320.9346008,190,207,290.6023465,197.6820818,-9,101,0.786015689
3687,162711.0434,382897.3661,453.7375488,190,207,290.6023465,197.6820818,-9,101,0.713298857
3695,163934.011,382811.3852,289.2157593,190,207,290.6023465,197.6820818,-9,101,0.588917017
3696,162434.1276,381851.611,350.2592163,190,207,290.6023465,197.6820818,-9,101,0.831107676
3701,157356.3069,383894.4093,523.7401123,64,77,137.9110689,110.1706551,33,74,0.535720646
3707,160932.9289,387496.5045,323.6765747,190,207,290.6023465,197.6820818,-9,101,0.542572141
3713,158687.4653,381424.7417,338.3104553,64,77,137.9110689,110.1706551,33,74,0.626091659
3717,163654.3317,383754.5291,315.3908691,190,207,290.6023465,197.6820818,-9,101,0.666219711
3718,159517.6813,385700.1615,468.8547058,109,111,128.9965795,121.8170066,11,20,0.564889252
3721,158982.2631,383359.7915,297.8210449,64,77,137.9110689,110.1706551,33,74,0.63182795
3730,158810.5231,383118.5541,350.9322815,64,77,137.9110689,110.1706551,33,74,0.618248999
3731,161058.4467,381768.6457,648.432312,64,77,137.9110689,110.1706551,33,74,0.685158432
3737,159038.568,382901.0537,321.0690918,64,77,137.9110689,110.1706551,33,74,0.543149352
3740,159440.9704,383859.7112,403.6730957,64,77,137.9110689,110.1706551,33,74,0.651876986
3741,161096.7167,385031.0805,229.9514618,109,111,128.9965795,121.8170066,11,20,0.6220119
3751,161053.8747,387557.2736,419.7731018,190,207,290.6023465,197.6820818,-9,101,0.53254354
3752,161863.6185,381843.2458,319.3205261,190,207,290.6023465,197.6820818,-9,101,0.813774645
3754,161325.853,382633.4756,658.3549805,64,77,137.9110689,110.1706551,33,74,0.776330769
3764,159660.4448,385224.5352,304.3200073,109,111,128.9965795,121.8170066,11,20,0.742058277
3769,161446.2364,387471.9679,321.9935303,190,207,290.6023465,197.6820818,-9,101,0.564780235
3772,159717.8808,384765.3793,211.670517,109,111,128.9965795,121.8170066,11,20,0.635121047
3773,161312.6522,382911.9545,320.6600037,64,77,137.9110689,110.1706551,33,74,0.683010995
3777,162036.8459,385551.4496,320.3430176,190,207,290.6023465,197.6820818,-9,101,0.648273647
3784,159031.54,384941.8583,799.8025513,109,111,128.9965795,121.8170066,11,20,0.603297532
3785,157415.3993,383995.876,471.4190979,64,77,137.9110689,110.1706551,33,74,0.508902252
3786,163688.3198,384089.3393,360.7223511,190,207,290.6023465,197.6820818,-9,101,0.586499691
3788,158485.5528,382941.47,403.507843,64,77,137.9110689,110.1706551,33,74,0.549821854
3790,160480.1247,382170.0676,389.8800049,64,77,137.9110689,110.1706551,33,74,0.716581225
3792,161378.7925,386665.448,234.3600006,0,0,0,0,0,0,0.518324196
3794,163563.8093,383975.6163,359.4721375,190,207,290.6023465,197.6820818,-9,101,0.658749938
3795,158172.7586,383467.2645,337.6000061,64,77,137.9110689,110.1706551,33,74,0.582653224
3801,159558.2772,383866.9499,383.0260925,64,77,137.9110689,110.1706551,33,74,0.67889905
3804,161192.7047,385079.9651,320.9616089,109,111,128.9965795,121.8170066,11,20,0.606558263
3806,161092.7691,383938.3636,252.4233246,190,207,290.6023465,197.6820818,-9,101,0.682920337
3807,159360.4599,384666.6272,410.3834534,109,111,128.9965795,121.8170066,11,20,0.568042278
3809,159249.1872,383691.5992,275.3111877,64,77,137.9110689,110.1706551,33,74,0.644842029
3814,158835.7281,381014.0443,299.660675,64,77,137.9110689,110.1706551,33,74,0.571915567
3815,160248.2766,384560.0306,273.1464844,109,111,128.9965795,121.8170066,11,20,0.729878902
3817,160077.1359,385694.7701,399.1499939,109,111,128.9965795,121.8170066,11,20,0.722212672
3818,159416.3277,382992.067,373.8200073,64,77,137.9110689,110.1706551,33,74,0.589090347
3819,162320.1059,387046.1969,311.8824158,190,207,290.6023465,197.6820818,-9,101,0.507648349
3821,161640.5053,382374.2909,1159.487549,190,207,290.6023465,197.6820818,-9,101,0.77114898
3824,159795.3287,385700.4148,372.2862854,109,111,128.9965795,121.8170066,11,20,0.666720986
3825,159705.6329,387845.1364,464.6590881,109,111,128.9965795,121.8170066,11,20,0.534048915
3826,160105.9356,387981.8047,369.3855286,190,207,290.6023465,197.6820818,-9,101,0.545318305
3829,163272.6879,384284.9208,469.691925,190,207,290.6023465,197.6820818,-9,101,0.511538386
3833,161447.9424,383190.6021,309.2032776,109,111,128.9965795,121.8170066,11,20,0.614483416
3835,161023.4877,387379.9432,274.6625671,190,207,290.6023465,197.6820818,-9,101,0.552601039
3841,163713.4348,381800.3198,312.7000122,190,207,290.6023465,197.6820818,-9,101,0.670540035
3842,160443.094,382766.081,536.5643921,64,77,137.9110689,110.1706551,33,74,0.851334155
3844,162084.4136,382352.259,347.7598267,190,207,290.6023465,197.6820818,-9,101,0.811511338
3845,163865.6327,382365.1272,400.6635437,190,207,290.6023465,197.6820818,-9,101,0.613920033
3848,159201.6768,382933.6635,259.8128662,64,77,137.9110689,110.1706551,33,74,0.54807514
3854,158661.3054,384454.916,638.2600708,109,111,128.9965795,121.8170066,11,20,0.530633271
3857,158218.2882,380935.3587,378.1664734,64,77,137.9110689,110.1706551,33,74,0.592405379
3858,159463.683,387931.7435,397.0400085,109,111,128.9965795,121.8170066,11,20,0.525375307
3859,163885.0008,382258.8257,430.9620972,190,207,290.6023465,197.6820818,-9,101,0.591129601
3865,162513.612,384009.3099,595.4395752,190,207,290.6023465,197.6820818,-9,101,0.547125399
3866,163087.9584,381950.702,315.1135864,190,207,290.6023465,197.6820818,-9,101,0.796191573
3867,159749.39,382933.0756,740.2420044,64,77,137.9110689,110.1706551,33,74,0.607481182
3869,159735.202,388154.2523,374.9654236,190,207,290.6023465,197.6820818,-9,101,0.519827902
3876,162853.5023,383402.1908,366.583252,190,207,290.6023465,197.6820818,-9,101,0.823815286
