OBJECTID,Join_Count,TARGET_FID,bu_code,bu_naam,wk_code,gm_naam,gm_code,aantal_personenautos_2024,aantal_thuislaadpunten_2024,aantal_werklaadpunten_2024,aantal_semi_publiekelaadpunten_2024,aantal_bestemmingslaadpunten_2024,aantal_laadpunten_parkeergarages_2024,aantal_laadpunten_parkeerpleinen_2024,aantal_dc_snellaadpunten_2024,vermogen_dc_snellaadpunten_kw_2024,aantal_personenautos_2030,aantal_evs_2030,aantal_thuislaadpunten_2030,aantal_werklaadpunten_2030,aantal_semi_publiekelaadpunten_2030,aantal_bestemmingslaadpunten_2030,aantal_laadpunten_parkeergarages_2030,aantal_laadpunten_parkeerpleinen_2030,aantal_dc_snellaadpunten_2030,vermogen_dc_snellaadpunten_kw_2030,aantal_personenautos_2035,aantal_evs_2035,aantal_thuislaadpunten_2035,aantal_werklaadpunten_2035,aantal_semi_publiekelaadpunten_2035,aantal_bestemmingslaadpunten_2035,aantal_laadpunten_parkeergarages_2035,aantal_laadpunten_parkeerpleinen_2035,aantal_dc_snellaadpunten_2035,vermogen_dc_snellaadpunten_kw_2035,aantal_personenautos_2050,aantal_evs_2050,aantal_thuislaadpunten_2050,aantal_werklaadpunten_2050,aantal_semi_publiekelaadpunten_2050,aantal_bestemmingslaadpunten_2050,aantal_laadpunten_parkeergarages_2050,aantal_laadpunten_parkeerpleinen_2050,aantal_dc_snellaadpunten_2050,vermogen_dc_snellaadpunten_kw_2050,id,toename_vermogen_dc_snellaadpunten_kw_2030_tov_2024,toename_vermogen_dc_snellaadpunten_kw_2050_tov_2030,toename_vermogen_dc_snellaadpunten_kw_2050_tov_2024,X_cord,Y_cord,Join_Count_1,TARGET_FID_1,JOIN_FID,NAME,TOTPOP_CY,AREA,ID_12,NAME_1,TOTPOP_CY_1,Shape_Length_1,OBJECTID_1,regionaam,Solar_power_capacity_per_km2____MW_,Area_km2_,UniqueID,POINT_X,POINT_Y,Population,Solar_Supply_MW
77,1,8110,BU07721150,TU-terrein,WK077211,Eindhoven,GM0772,76.58140815,0,67.66567229,0.379964653,20.94454235,0,21.32450701,0.464198848,38.29640499,81.42831265,4.332655092,0,149.4629691,0.999843483,48.19233488,0,49.19217837,1.066646175,87.99830946,85.37818234,10.24787403,0,262.2303301,1.938786978,88.14284752,0,60,1.965623651,162.1639512,91.53058054,91.53058054,0,377.3139255,13.07579722,136.4218182,0,60,3.119565325,257.3641393,8811,49.70190446,169.3658298,219.0677343,162183,384272,12,9676,-1,Binnenstad,4008,0.67,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,8811,162183.482,384272.3313,1.212268179,1.5946
78,1,8156,BU07724310,Generalenbuurt,WK077243,Eindhoven,GM0772,2451.524958,15,27.42164035,29.81772188,2.015624686,17.32673267,13,0.903899429,74.25808397,2606.684123,340.0050596,15,60.570148,78.46270606,4.637850673,17.32673267,13,2.076999699,170.6318349,2733.127399,804.2017991,15,106.2693321,152.1462863,8.482539094,17.32673267,13,3.827510777,314.4416377,2930.078044,2930.078044,15,152.9071745,418.5825777,13.12872727,17.32673267,13,6.074494421,499.03817,11268,96.3737509,328.4063351,424.780086,161528,385969,9,9758,-1,Kronehoef,4646,0.67,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,11268,161527.8212,385968.5539,95.13273173,1.5946
79,1,8125,BU07722260,Sportpark Aalsterweg,WK077222,Eindhoven,GM0772,12.5387425,1.1789496,11.76885635,0.154527364,8.362631646,0,0,0,0,13.33233051,4.213574254,3.01034595,25.99557728,0.440299893,19.24199335,0,0,0,0,13.97904621,9.966216384,5.905819544,45.60881434,0.901511978,35.19323333,0,0,0,0,14.98638388,14.98638388,8,65.62490606,1.098731683,54.46981818,0,0,0,0,8988,0,0,0,161386,380269,11,9842,-1,Genneperzijde,1396,0.31,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,8988,161386.0144,380269.3561,1.1789496,0.7378
80,1,8204,BU07726390,Bosrijk,WK077263,Eindhoven,GM0772,224.9147663,14.01322978,0,7.252362375,0.034613542,0,0,0,0,239.1498191,83.10376734,14.28188899,0,19.08953785,0.079644012,0,0,0,0,250.7503373,196.5623667,14.76216804,0,37.0242583,0.145667356,0,0,0,0,268.8195428,268.8195428,15,0,38.24557074,0.225454545,0,0,0,0,9008,0,0,0,157033,383923,7,9864,-1,Meerbos,62,1.23,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,9008,157033.3688,383922.5358,23.25226693,2.9274
81,1,8213,BU07727230,Rapelenburg,WK077272,Eindhoven,GM0772,413.263635,11.6941174,13.82860207,5.218407088,0.810626813,0,0,0.528015834,43.38109244,439.4194529,63.40047777,14.26819051,30.54523593,13.78529587,1.865211383,0,0,1.213286227,99.68201448,460.7345155,149.958881,18.86983207,53.59111589,26.80679207,3.41143551,0,0,2.235853049,183.6947713,493.935295,493.935295,36,77.11035676,66.93418426,5.28,0,0,3.548435959,291.5348717,9062,56.30092204,191.8528572,248.1537793,160525,381752,7,9899,-1,Schrijversbuurt,3703,0.6,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,9062,160524.9734,381752.3611,17.73932614,1.428
82,1,8160,BU07726280,Mispelhoef,WK077262,Eindhoven,GM0772,12.02870794,1.192113104,148.8325212,0.147279311,5.309605622,0,0,0.034638505,2.597887889,12.79001542,4.260620711,3.14018924,328.7479423,0.42300879,12.21713456,0,0,0.079593108,5.969483099,13.41042486,10.07749368,6.188843316,576.7828775,0.870508078,22.34490259,0,0,0.146674782,11.00060867,14.37678736,14.37678736,8,829.9124346,1.012770569,34.584,0,0,0.232781878,17.45864084,9164,3.37159521,11.48915775,14.86075296,156909,387004,10,9999,-1,Vredeoord,489,1.34,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,9164,156908.6489,387003.9965,1.192113104,3.1892
83,1,8175,BU07725330,Blixembosch-West,WK077253,Eindhoven,GM0772,1242.780569,96.64906323,9.839710304,39.97665257,0.096247977,0,0,0.020283809,1.521285701,1321.437242,501.4931993,126.8077397,21.73439305,105.8220675,0.221461737,0,0,0.046608577,3.495643256,1385.536629,1186.163916,180.7220669,24,209.3849335,0.40504923,0,0,0.085890638,6.441797869,1485.379151,1485.379151,197,24,201.1811856,0.626909091,0,0,0.136313712,10.22352842,9320,1.974357556,6.727885166,8.702242722,160196,388684,7,10069,-1,Achtse Barrier-Gunterslaer,3806,1.02,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,9320,160196.0458,388683.9012,140.3167884,2.4276
84,1,8191,BU07727210,Genderdal,WK077272,Eindhoven,GM0772,1268.53768,5,15.92005105,12.58789806,2.130630969,0,8,0,0,1348.824542,143.53709,5,35.16492216,33.12394385,4.902474327,0,8,0,0,1414.252414,339.503142,5,61.69627968,64.23032416,8.966530634,0,8,0,0,1516.164211,1516.164211,5,88.7725896,216.5948873,13.87781818,0,8,0,0,11823,0,0,0,159527,381910,11,10228,-1,Engelsbergen,664,0.33,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,11823,159526.6614,381910.086,40.16138905,0.7854
85,1,8150,BU07724110,Limbeek-Noord,WK077241,Eindhoven,GM0772,634.2688399,8.335344022,7.518408032,4.036238524,1.436685289,0,0,0.025900864,1.942564818,674.4122711,47.45054046,9.277591723,16.60699657,10.64059613,3.30574034,0,0,0.059515567,4.463667542,707.1262069,112.2330651,10.96203735,23,22.09274346,6.046135084,0,0,0.109675738,8.225680356,758.0821055,758.0821055,27,23,108.7280197,9.357818182,0,0,0.174062125,13.05465937,10121,2.521102725,8.590991828,11.11209455,160321,384390,8,10702,-1,Limbeek-Zuid,1410,0.18,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,10121,160321.0454,384390.0294,13.27656577,0.4284
86,1,8110,BU07721130,Witte Dame,WK077211,Eindhoven,GM0772,756.6151135,0,39.91466676,14.04672272,2.48413572,0,16.53085844,0.155405185,11.65538891,804.5019478,160.1717534,0,88.16530456,36.96271232,5.715870916,25.67858323,17,0.357093403,26.78200525,843.5261859,378.8485159,0,154.6845821,71.67404355,10.45421725,65.1282608,17,0.658054428,49.35408214,904.3111411,904.3111411,0,222.5701614,129.1873059,16.18036364,107.9207921,17,1.04437275,78.32795622,10068,15.12661635,51.54595097,66.67256731,160915,383480,7,10809,-1,Binnenstad,4008,0.67,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,10068,160915.4542,383480.2822,44.8157344,1.5946
87,1,8106,BU07726380,Eindhoven Airport,WK077263,Eindhoven,GM0772,5.155160546,0.17968071,21.25788523,0.024717547,1.766853813,1.79157136,0,0,0,5.48143518,0.642180135,0.446290378,46.9553695,0.069991631,4.06544145,4.135433081,0,0,0,5.747324942,1.518925691,0.871873109,82.38242632,0.142735655,7.435613707,4.554455446,0,0,0,6.161480299,6.161480299,3,118.5371527,0.466983944,11.50836364,4.554455446,0,0,0,10073,0,0,0,154266,384815,21,10815,-1,Verspreide huizen Wintelre,690,16.7,0770,Eersel,20077,100385.9816,86,Eersel,0.45,1,10073,154266.2906,384815.3616,0.17968071,7.515
88,1,8155,BU07724230,Barrier,WK077242,Eindhoven,GM0772,930.3606206,12,0,17.62523804,0.915807316,0,0,0,0,989.2439604,166.491526,12,0,42.81095101,2.107226414,0,0,0,0,1037.229539,393.7964479,12,0,80.49238502,3.854076316,0,0,0,0,1111.972864,1111.972864,12,0,165.0099151,5.965090909,0,0,0,0,10088,0,0,0,159999,385747,6,10828,-1,Woensel-West,4662,0.7,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,10088,159999.4098,385746.8488,46.58399406,1.666
89,1,8123,BU07722380,Schuttersbosch,WK077223,Eindhoven,GM0772,394.6357249,41.66168913,0,4.981224458,0.207792906,0,0,0,0,419.6125661,148.8991732,111.5212701,0,14.37274891,0.47812099,0,0,0,0,439.9668495,352.1858853,220.2986456,0,29.6632092,0.874474034,0,0,0,0,471.6710997,471.6710997,269,0,32.5107298,1.353454545,0,0,0,0,10347,0,0,0,163062,380673,12,11047,-1,Kerstroosplein,1909,0.21,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,10347,163062.386,380672.5872,41.66168913,0.4998
90,1,8207,BU07726350,Waterrijk,WK077263,Eindhoven,GM0772,1145.961432,95.33937162,5.761584566,29.44765963,0.157100816,0,0,0,0,1218.490336,423.4213422,153.2386019,12.72644617,78.6927067,0.361481049,0,0,0,0,1277.596044,1001.503347,256.7444053,13,156.4751403,0.661141841,0,0,0,0,1369.660309,1369.660309,308,13,164.9706666,1.023272727,0,0,0,0,10371,0,0,0,155760,383145,12,11077,-1,Waterrijk,2598,0.61,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,10371,155760.2613,383145.0885,118.4724398,1.4518
91,1,8143,BU07723340,Urkhoven,WK077233,Eindhoven,GM0772,48.06460752,2.970133714,0,0.559982164,0.014850326,0,0,0.066156424,4.961731823,51.10665869,10.64024252,5.781245483,0,1.531989706,0.03416985,0,0,0.152015666,11.40117493,53.58570603,25.16698483,10.80663841,0,3.053508112,0.062495995,0,0,0.28013562,21.01017151,57.44712112,57.44712112,21,0,5.460963735,0.096727273,0,0,0.444592415,33.34443116,10434,6.439443104,21.94325623,28.38269934,165329,383393,17,11127,-1,Doornakkers-Oost,2962,0.51,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,10434,165328.7914,383393.2168,2.977118454,1.2138
92,1,8115,BU07722320,Burghplan,WK077223,Eindhoven,GM0772,1200.120356,9,21.16776336,10.76126073,3.274329377,0,0,0.540030424,44.38165786,1276.077026,122.708338,9,46.75630427,28.31730876,7.534066641,0,0,1.240893612,101.9811354,1337.97611,290.2376402,9,82.03316964,54.90982382,13.77966203,0,0,2.286728147,187.9316087,1434.391395,1434.391395,9,118.0346196,204.9130564,21.32727273,0,0,3.629177861,298.2589926,4157,57.59947753,196.2778572,253.8773348,163327,382082,8,11231,-1,Irisbuurt,2662,0.54,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,4157,163327.0201,382081.6951,34.33354612,1.2852
93,1,8167,BU07725220,Achtse Barrier-Gunterslaer,WK077252,Eindhoven,GM0772,2188.434474,47,72.35814002,48.23533922,4.967713156,0,0,0.090809054,6.810679059,2326.942412,550.0171827,47,159.8279022,126.9270422,11.43045725,0,0,0.208663013,15.64972596,2439.816166,1300.935958,47,280.4154352,246.123019,20.90608502,0,0,0.384525781,28.83943354,2615.630644,2615.630644,47,403.4798286,373.6615206,32.35709091,0,0,0.610266004,45.76995032,4230,8.839046903,30.12022436,38.95927126,159177,387925,12,11390,-1,Driehoeksbos,984,0.77,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,4230,159176.885,387924.6577,153.8937013,1.8326
94,1,8172,BU07725430,Vaartbroek,WK077254,Eindhoven,GM0772,2579.965547,61.64097229,20.25691091,31.68857868,1.709685641,0,33.39826433,0.488695115,40.03415384,2743.25383,364.0349832,63.42278672,44.74437257,83.4227466,3.933900372,0,34,1.122934228,91.99134641,2876.321737,861.0389175,66.60811636,78.50326844,161.8167625,7.195027621,0,34,2.069351702,169.5223499,3083.591044,3083.591044,80,112.9555699,437.7824881,11.136,0,34,3.284188105,269.0423695,11391,51.95719258,177.0510231,229.0082157,162742,387734,12,11493,-1,Vlokhoven,3618,0.54,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,11391,162741.5617,387733.5157,101.856256,1.2852
95,1,8114,BU07723360,Karpen,WK077233,Eindhoven,GM0772,391.8760345,39.22672934,0,10.33056581,0.197297187,0,0,0,0,416.6782125,161.471432,68.0813416,0,27.78389126,0.45397087,0,0,0,0,436.8901583,381.9225993,119.6644077,0,54.72580387,0.830303932,0,0,0,0,468.3727004,468.3727004,133,0,51.76849602,1.285090909,0,0,0,0,11466,0,0,0,163050,384886,8,11551,-1,TU-terrein,766,1.24,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,11466,163049.7568,384886.4585,45.17938187,2.9512
96,1,8110,BU07722130,Elzent-Noord,WK077221,Eindhoven,GM0772,587.8140517,44.18192504,61.40717963,17.32921977,0.972417205,0,18.30163697,0,0,625.0173187,222.5028654,60.63381252,83,61.73404521,2.237482911,0,34,0,0,655.3352374,526.2780643,90.04466693,83,125.7323623,4.092312928,0,34,0,0,702.5590506,702.5590506,103,83,134.2035937,6.333818182,0,34,0,0,11615,0,0,0,161584,382439,7,11673,-1,Binnenstad,4008,0.67,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,11615,161584.2912,382438.941,62.25585415,1.5946
97,1,8197,BU07726260,Wielewaal,WK077262,Eindhoven,GM0772,67.0170871,6.64177301,6.201355051,1.024684246,0,0,0,0,0,71.25865733,23.73774396,15.30626023,13.69783093,2.861935522,0,0,0,0,0,74.71522424,56.14603624,29.54248581,24.03261989,5.784230029,0,0,0,0,0,80.09924389,80.09924389,38,34.57968477,6.581354394,0,0,0,0,0,5231,0,0,0,157766,385160,10,11737,-1,Lievendaal,3189,0.89,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,5231,157766.4496,385159.6879,6.64177301,2.1182
98,1,8119,BU07722220,Gerardusplein,WK077222,Eindhoven,GM0772,1342.129423,59.1015859,16.47639889,29.32620233,1.378288894,0,0,0.557038618,45.95568599,1427.073972,341.4951262,63.7889397,36.39380819,77.26677077,3.171373184,0,0,1.27997541,105.5979713,1496.297514,807.7262004,72.16846942,39,155.7642719,5.800380156,0,0,2.358748381,194.5967414,1604.121526,1604.121526,85,39,233.989337,8.977454545,0,0,3.74347839,308.8369671,12070,59.64228536,203.2389958,262.8812811,162036,381208,13,11872,-1,Joriskwartier,1328,0.15,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,12070,162035.9501,381207.7186,95.54964938,0.357
99,1,8203,BU07726370,Flight Forum,WK077263,Eindhoven,GM0772,0,0,173.6060627,0,1.510713605,0,0,0.569754172,46.66067462,0,0,0,383.4688509,0,3.47607576,0,0,1.309193487,107.2179095,0,0,0,672.789815,0,6.357675269,0,0,2.412591673,197.5819757,0,0,0,968.0534134,0,9.84,0,0,3.828930998,313.5747171,11909,60.55723487,206.3568076,266.9140425,155828,384858,13,11924,-1,Beatrixkanal-A2,31,2.62,0753,Best,30993,39943.27335,35,Best,1.57,1,11909,155828.0455,384857.7875,0,4.1134
100,1,8123,BU07722210,Kerstroosplein,WK077222,Eindhoven,GM0772,727.6383645,12,0,11.60776852,0.678202102,0,0,0.025276747,1.895756027,773.6912349,95.60237426,12,0,26.74129028,1.560508807,0,0,0.058081457,4.356109288,811.2209277,226.1248743,12,0,49.16561564,2.854140398,0,0,0.107032949,8.027471191,869.6779484,869.6779484,12,0,130.8021975,4.417454545,0,0,0.169867857,12.74008926,11969,2.460353262,8.383979976,10.84433324,162431,381071,9,11968,-1,Kerstroosplein,1909,0.21,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,11969,162431.168,381070.8064,26.74935201,0.4998
101,1,8129,BU07722399,Riel,WK077223,Eindhoven,GM0772,97.27908603,7.099816893,4.810643424,1.73084534,0.044327665,0,0,0,0,103.4359647,28.23392587,12.7139116,10.62596477,4.671289926,0.101995719,0,0,0,0,108.4533668,66.7806944,22.75016563,17,9.606882767,0.186548195,0,0,0,0,116.2685753,116.2685753,34,17,14.06473769,0.288727273,0,0,0,0,12196,0,0,0,164346,380850,9,12165,-1,Puttense Dreef,1333,0.38,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,12196,164345.98,380849.9857,7.899795664,0.9044
102,1,8155,BU07726270,Herdgang,WK077262,Eindhoven,GM0772,10.31032109,1.021811232,12.4027101,0.152864812,0.832399847,0,0,0,0,10.96287036,3.651960609,2.406058626,27.39566186,0.428470997,1.915310036,0,0,0,0,11.49464988,8.63785173,4.660608147,48.06523979,0.868009318,3.503064976,0,0,0,0,12.3229606,12.3229606,6,69.15936955,0.990538039,5.421818182,0,0,0,0,12221,0,0,0,158265,385851,7,12194,-1,Woensel-West,4662,0.7,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,12221,158264.8094,385850.7461,1.021811232,1.666
103,1,8129,BU07722300,Puttense Dreef,WK077223,Eindhoven,GM0772,661.5207824,47.28398984,4.810643424,15.65152298,0.507144212,0,0,0.016227047,1.21702856,703.389013,217.468583,73.04888822,5,43.40907187,1.166913237,0,0,0.037286861,2.796514605,737.508533,514.3706563,119.1085075,5,84.84400033,2.13426172,0,0,0.068712511,5.153438295,790.6537986,790.6537986,155,5,99.64123918,3.303272727,0,0,0.10905097,8.178822738,12285,1.579486044,5.382308133,6.961794177,163868,381882,8,12244,-1,Puttense Dreef,1333,0.38,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,12285,163868.043,381881.8713,60.84727206,0.9044
104,1,8222,BU07727330,Ooievaarsnest,WK077273,Eindhoven,GM0772,589.1938969,50.25948601,0,16.6610986,0.024564449,0,0,0,0,626.4844955,231.3294332,77.57623672,0,44.41015634,0.056521557,0,0,0,0,656.873583,547.1552294,126.410085,0,86.92031651,0.103376834,0,0,0,0,704.2082503,704.2082503,144,0,85.55700923,0.16,0,0,0,0,12587,0,0,0,158132,380088,21,12508,-1,Beemden,0,1.71,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,12587,158132.1679,380088.1286,64.72551008,4.0698
105,1,8191,BU07726210,Hurk,WK077262,Eindhoven,GM0772,22.31613111,1.045022278,268.5010283,0.210719979,5.910318053,0,6.121038032,5.750968912,465.7894329,23.72853863,3.841429435,1.995497336,593.0771032,0.574252436,13.59934355,0,14.17359598,13.21470102,1070.301055,24.87954658,9.085995563,3.694650917,1040.544059,1.141537254,24.87293607,0,17,24.35215112,1972.35889,26.67238022,26.67238022,9,1497.201957,2.616410764,38.49672727,0,17,38.64835784,3130.254563,12676,604.5116218,2059.953508,2664.46513,158493,382449,14,12579,-1,Engelsbergen,664,0.33,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,12676,158492.652,382448.8833,1.074824229,0.7854
106,1,8111,BU07727110,Schrijversbuurt,WK077271,Eindhoven,GM0772,1284.635874,56.58163653,26.31598788,28.28548872,2.41870496,0,0,1.150231813,94.12560936,1365.941605,328.431055,60.47813303,58.12793329,74.51178191,5.565318042,0,0,2.643027592,216.2838653,1432.199779,776.8262203,67.44385605,101.9845064,144.5999139,10.17885896,0,0,4.870591265,398.5695452,1535.404874,1535.404874,78,146.7418908,216.0480486,15.75418182,0,0,7.729927148,632.5543205,12847,122.158256,416.2704552,538.4287111,160918,382238,10,12644,-1,Bergen,2872,0.35,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,12847,160918.0845,382238.0206,91.89434853,0.833
107,1,8129,BU07722340,Tivoli,WK077223,Eindhoven,GM0772,660.0259501,5,0,8.706481966,0.030035622,0,0,0,0,701.7995715,74.23576133,5,0,20.31911897,0.069110449,0,0,0,0,735.8419919,175.5871895,5,0,37.56925025,0.126401674,0,0,0,0,788.8671656,788.8671656,5,0,117.1661208,0.195636364,0,0,0,0,4864,0,0,0,163365,381285,7,12684,-1,Puttense Dreef,1333,0.38,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,4864,163365.1791,381285.2083,20.77101669,0.9044
108,1,8115,BU07722140,Tuindorp,WK077221,Eindhoven,GM0772,1154.240503,29,0,24.5346746,1.633424193,0,26.16809879,0,0,1227.293397,231.1671619,29,0,59.53239181,3.758426629,0,33,0,0,1286.826118,546.7714149,29,0,111.8848149,6.874089542,0,33,0,0,1379.555507,1379.555507,29,0,205.7552738,10.63927273,0,33,0,0,4979,0,0,0,162548,382252,9,12896,-1,Irisbuurt,2662,0.54,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,4979,162547.9631,382252.3026,64.6801069,1.2852
109,1,8126,BU07722390,Leenderheide,WK077223,Eindhoven,GM0772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13196,0,0,0,163561,379960,24,13002,-1,Roosten,774,0.9,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,13196,163561.0778,379959.8066,0,2.142
110,1,8113,BU07724130,Gildebuurt,WK077241,Eindhoven,GM0772,553.0879477,8,26.31442811,5.430588999,0.602610593,0,6.033199592,0.270207352,20.26555144,588.0933691,61.92383654,8,58.124488,14.29011613,1.386576561,0,13,0.620888311,46.56662334,616.6202058,146.4662344,8,101.9784617,27.70982813,2.536021687,0,13,1.144177683,85.81332619,661.0541928,661.0541928,8,116,99.55851213,3.925090909,0,13,1.815880177,136.1910133,5422,26.3010719,89.62438997,115.9254619,161132,384564,5,13025,-1,Fellenoord,185,0.22,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,5422,161132.1097,384564.3013,17.3261649,0.5236
111,1,8148,BU07724340,Oude Gracht-West,WK077243,Eindhoven,GM0772,1410.201786,1,63.05705968,21.95732599,1.061742474,0,23.01906847,0.933234272,76.85608192,1499.454694,250.3746584,1,139.2832591,57.77876733,2.443015846,0,45,2.144405937,176.6015709,1572.189232,592.202219,1,193,124.0246366,4.468228687,0,45,3.951727503,325.4427124,1685.482042,1685.482042,1,193,267.219084,6.915636364,0,45,6.271633986,516.4975505,13223,99.74548895,339.8959796,439.6414686,162147,385871,12,13032,-1,Karpen,463,0.93,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,13223,162147.1274,385870.7421,70.05432579,2.2134
112,1,8207,BU07726360,Park Forum,WK077263,Eindhoven,GM0772,12.5387425,0.437032006,60.23067483,0.063362267,0,0,0,0,0,13.33233051,1.561955497,1.050725784,133.0402136,0.178263069,0,0,0,0,0,13.97904621,3.694437437,2.042188693,233.4168746,0.362012062,0,0,0,0,0,14.98638388,14.98638388,7,335.8552659,1.178232495,0,0,0,0,0,14073,0,0,0,155017,383549,14,13775,-1,Waterrijk,2598,0.61,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,14073,155016.6859,383548.5886,0.437032006,1.4518
113,1,8123,BU07722370,Kruidenbuurt,WK077223,Eindhoven,GM0772,1399.163025,1,21.16776336,19.87016015,0.791198567,0,0,0,0,1487.71728,226.575156,1,46.75630427,52.28657445,1.82050797,0,0,0,0,1559.882467,535.9101076,1,82.03316964,101.3883987,3.329673832,0,0,0,0,1672.288444,1672.288444,1,118.0346196,238.8983492,5.153454545,0,0,0,0,14250,0,0,0,162846,381131,8,13902,-1,Kerstroosplein,1909,0.21,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,14250,162845.9759,381131.2898,63.39527287,0.4998
114,1,8190,BU07726150,Schoot,WK077261,Eindhoven,GM0772,1245.885221,26.66996295,24.82125082,12.88188021,1.552919795,0,12,0.02246822,1.685116468,1324.73839,151.5914698,29.77658173,54.82629108,33.96212187,3.573190071,0,12,0.051627962,3.872097145,1388.997906,358.5538782,35.3302492,96.19182925,65.94717703,6.535295465,0,12,0.095140399,7.135529947,1489.08985,1489.08985,64,138.407013,207.2063081,10.11490909,0,12,0.150993651,11.32452379,14471,2.186980677,7.452426646,9.639407323,159583,383855,7,13907,-1,Philipsdorp,3187,0.42,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,14471,159582.8622,383854.9202,42.41498831,0.9996
115,1,7959,BU07725240,Achtse Barrier-Hoeven,WK077252,Eindhoven,GM0772,2200.853081,61,0,42.16989617,0.210249351,0,0,0.019347634,1.451072514,2340.147003,480.8542422,61,0,110.9663636,0.483773145,0,0,0.044457412,3.334305875,2453.661276,1137.34733,61,0,215.1738191,0.884811717,0,0,0.081926455,6.144484121,2630.473441,2630.473441,61,0,375.7819201,1.369454545,0,0,0.13002231,9.751673264,14502,1.883233361,6.417367389,8.30060075,159083,389048,21,14065,-1,Buitengebied,1243,22.72,0753,Best,30993,39943.27335,35,Best,1.57,1,14502,159083.2296,389047.8393,134.5420497,35.6704
116,1,8169,BU07725140,'t Hool,WK077251,Eindhoven,GM0772,947.4936984,22.01211871,11.1906505,10.79579307,0.010830689,0,10.80662376,0,0,1007.461406,126.2846791,24.11477825,24.71841029,28.45189411,0.024920868,0,15,0,0,1056.330664,298.696632,27.87367906,43.36804578,55.23276087,0.045579786,0,15,0,0,1132.450426,1132.450426,45,62.40074362,158.367438,0.070545455,0,15,0,0,12410,0,0,0,161123,387191,6,14255,-1,Jagershoef,3606,0.55,0772,Eindhoven,245474,79940.36211,88,Eindhoven,2.38,1,12410,161123.1552,387191.0189,35.33419919,1.309
