demand_i,station_j,m,t,flow_X,travel_time
24,1415,2,2,0.132,97.89253997802734
92,277,1,1,0.0780748586448807,136.6290740966797
71,238,0,2,0.132,136.8934326171875
28,369,1,1,0.062158477235780524,125.4077377319336
34,503,0,3,0.01200000000000001,134.35693359375
52,894,2,1,0.088,119.27938079833984
89,1354,0,1,0.088,153.74661254882812
92,1463,2,2,0.132,128.35452270507812
8,1235,2,2,0.132,128.80894470214844
63,1699,0,2,0.132,126.42735290527344
75,350,3,2,0.11757093395381951,125.70026397705078
52,877,2,3,0.1,110.40229034423828
30,1756,2,2,0.09250317932855978,114.3449935913086
32,1812,1,2,0.132,128.01446533203125
52,1402,1,2,0.132,118.49024200439453
44,786,0,3,0.1,138.05804443359375
56,1344,3,3,0.1,125.71691131591797
70,1745,3,3,0.07059130200838074,121.31935119628906
70,365,3,1,0.088,120.0744400024414
3,1872,1,1,0.088,151.40892028808594
59,755,2,1,0.088,145.277587890625
99,189,0,3,0.01200000000000001,137.8892364501953
28,871,3,1,0.088,105.81856536865234
52,1349,3,1,0.088,120.17220306396484
75,973,0,2,0.12113266008795373,131.6132049560547
61,1347,2,1,0.04032695024726185,135.0010223388672
14,1080,3,3,0.1,135.03521728515625
52,980,2,0,0.154,112.97105407714844
33,1155,0,2,0.132,127.78056335449219
49,426,0,2,0.132,127.85709381103516
11,159,0,2,0.132,140.83978271484375
28,347,2,2,0.132,110.48572540283203
93,781,2,3,0.1,115.86947631835938
46,363,0,0,0.012740178387458279,122.91857147216797
44,91,3,2,0.132,146.93707275390625
52,1465,1,2,0.132,110.89873504638672
59,1410,1,2,0.132,150.5833282470703
16,99,1,1,0.08416804820121443,139.86102294921875
8,901,0,0,0.154,125.13526916503906
52,1026,2,2,0.132,118.7978515625
107,994,1,3,0.1,124.20215606689453
32,674,0,2,0.132,128.83421325683594
28,206,2,2,0.132,108.41876220703125
56,901,3,3,0.03373523902462122,123.44461059570312
52,980,0,3,0.1,112.97105407714844
87,1932,0,2,0.132,138.92385864257812
102,1144,1,1,0.088,138.52903747558594
88,1318,3,2,0.132,137.11888122558594
70,511,3,0,0.05737719530462143,118.5927734375
18,1311,0,2,0.08918420847868924,135.96644592285156
46,1156,2,3,0.01200000000000001,126.96083068847656
88,1940,2,2,0.132,137.09828186035156
38,1339,1,2,0.132,127.73104858398438
15,182,3,2,0.03598735785868762,130.62559509277344
58,1095,0,1,0.05758595005702952,125.83617401123047
52,1766,3,3,0.1,111.18428039550781
15,141,0,1,0.06506154366425432,132.33380126953125
89,1332,1,2,0.132,148.42784118652344
21,1500,2,2,0.07292316764094253,130.07064819335938
112,224,0,2,0.132,122.56635284423828
33,910,0,1,0.088,124.88729858398438
92,1267,0,2,0.132,128.75852966308594
105,165,0,3,0.1,133.09605407714844
112,135,2,2,0.11303183323261379,126.07093811035156
107,479,1,1,0.088,129.77291870117188
88,313,0,1,0.088,137.68992614746094
33,474,1,1,0.088,121.36383056640625
82,1921,3,2,0.132,132.80160522460938
67,232,3,3,0.09993698992587763,124.9438247680664
70,1266,2,2,0.132,119.1239242553711
25,174,2,2,0.132,144.17628479003906
0,1339,3,2,0.132,120.36851501464844
102,372,3,3,0.01200000000000001,141.55303955078125
52,541,1,1,0.088,114.38414001464844
52,637,2,1,0.088,121.20697021484375
16,367,2,2,0.132,140.95721435546875
18,737,1,3,0.01200000000000001,130.35581970214844
89,837,3,3,0.01200000000000001,147.82432556152344
54,1000,0,2,0.132,154.4179229736328
19,930,0,0,0.057810794451473885,125.40093231201172
77,1095,2,2,0.132,121.2557373046875
9,930,1,3,0.05096998214930726,123.63986206054688
70,699,0,1,0.088,119.8263168334961
52,586,2,2,0.132,115.30518341064453
52,1647,0,2,0.132,126.19364929199219
3,1406,2,1,0.088,150.809814453125
52,1435,1,1,0.088,123.98721313476562
77,1855,3,1,0.088,125.44369506835938
46,1057,2,1,0.088,127.60257720947266
8,1979,3,2,0.132,130.64840698242188
77,704,0,1,0.088,115.55569458007812
92,434,1,2,0.037115540306450034,137.32569885253906
74,2004,0,3,0.1,131.59996032714844
19,1057,0,2,0.132,134.70057678222656
34,1004,0,3,0.1,125.96566009521484
54,594,0,3,0.05596756551668661,140.0352325439453
82,22,2,0,0.154,129.50833129882812
6,1294,0,1,0.088,125.4782943725586
52,1074,2,1,0.088,113.91722106933594
63,2022,0,1,0.088,128.19065856933594
14,1833,0,3,0.01200000000000001,141.6969451904297
14,769,2,3,0.03951656119910468,141.1082763671875
46,243,2,2,0.132,129.21240234375
57,1661,3,2,0.132,135.1951446533203
34,703,3,2,0.132,137.265380859375
58,1070,2,1,0.088,125.97569274902344
88,14,3,3,0.01200000000000001,133.44287109375
24,1170,1,3,0.012000000000005256,132.68695068359375
16,794,1,2,0.132,143.50582885742188
58,810,1,2,0.132,126.07738494873047
92,42,1,1,0.088,131.1463623046875
70,722,3,0,0.03621745519012229,118.48468017578125
4,1027,1,3,0.1,120.92668151855469
4,2020,1,3,0.1,122.33370208740234
105,1305,0,1,0.003207002892234162,142.41412353515625
28,593,2,2,0.132,128.86752319335938
18,1108,2,1,0.088,129.92332458496094
83,580,3,1,0.088,127.33953857421875
24,475,0,1,0.088,124.61547088623047
105,72,0,1,0.088,139.81045532226562
23,34,1,3,0.1,108.23191833496094
16,221,3,1,0.088,138.18772888183594
105,1149,2,3,0.1,130.47317504882812
93,1159,2,2,0.132,115.12866973876953
16,79,0,2,0.132,138.29283142089844
15,1729,2,2,0.132,131.79469299316406
19,1692,2,2,0.06314340805040175,133.19619750976562
70,1688,1,2,0.0062716670332270685,117.73856353759766
16,1268,1,3,0.012000000000004812,144.13331604003906
82,392,2,2,0.132,134.10595703125
46,1146,0,3,0.01200000000000001,131.56016540527344
102,178,0,2,0.132,145.2424774169922
61,1330,1,2,0.132,141.5262451171875
1,1942,1,1,0.088,123.48729705810547
60,1970,0,3,0.07819973457014978,133.41653442382812
33,401,1,3,0.0373297462577398,115.78392028808594
107,931,0,2,0.132,127.91968536376953
46,1462,2,3,0.01200000000000001,125.52714538574219
56,545,3,1,0.0074634844647155085,124.99694061279297
37,126,0,1,0.02346280652459795,129.0552215576172
58,1754,0,1,0.088,128.6319580078125
7,1408,0,1,0.041254530599182354,135.2822265625
85,1939,0,2,0.132,134.04818725585938
112,1211,2,2,0.132,117.7302017211914
89,919,1,1,0.07849312556569465,147.05455017089844
36,1001,1,2,0.132,126.90464782714844
89,1885,1,0,0.1351530303934714,132.32723999023438
24,272,1,1,0.088,127.48859405517578
24,1154,3,1,0.088,134.06068420410156
34,1750,0,3,0.0137000240405733,128.08155822753906
59,445,2,1,0.053921401314305034,146.79074096679688
88,1136,2,3,0.1,132.74337768554688
74,945,0,3,0.01200000000000001,145.35337829589844
85,407,3,2,0.132,140.2473907470703
52,1084,2,2,0.132,122.08110809326172
105,1152,2,3,0.1,132.8730010986328
8,756,3,3,0.01200000000000001,132.58050537109375
44,792,2,3,0.1,137.5310821533203
33,1459,1,2,0.09459345118550677,123.2021255493164
82,748,2,2,0.132,136.9544677734375
26,1305,2,1,0.022904997744008712,128.8404083251953
3,1336,2,3,0.1,151.4418182373047
102,163,0,2,0.132,142.00946044921875
24,1189,1,2,0.07300769977869626,134.48272705078125
63,997,0,1,0.088,126.32982635498047
107,1645,1,3,0.1,124.55036163330078
92,185,3,3,0.01200000000000001,132.49490356445312
71,817,1,2,0.132,142.26805114746094
92,368,0,1,0.088,133.63473510742188
74,117,0,3,0.01200000000000001,142.64468383789062
107,1433,2,2,0.132,129.2367401123047
77,1693,1,2,0.132,118.93521881103516
48,292,3,1,0.088,138.28550720214844
0,1504,1,3,0.01200000000000001,122.84294891357422
63,469,3,1,0.088,129.8794403076172
4,1694,1,2,0.132,134.3686065673828
97,616,1,1,0.088,134.181396484375
71,2001,3,3,0.1,137.4637451171875
25,409,3,2,0.132,145.30503845214844
30,1055,0,1,0.05089476841646268,126.49382019042969
93,1177,1,3,0.012000000000005256,122.49671936035156
97,1691,1,2,0.132,133.75352478027344
115,1938,2,3,0.01200000000000001,131.960205078125
28,545,1,3,0.1,125.68897247314453
0,1895,1,1,0.088,123.22514343261719
14,1396,0,3,0.09197112515044373,133.37049865722656
16,1409,2,2,0.132,139.1002655029297
37,96,2,2,0.132,
82,1676,2,3,0.1,134.11521911621094
107,152,3,0,0.154,123.06675720214844
24,547,3,2,0.132,134.69625854492188
109,1747,3,1,0.059579332302174215,111.18113708496094
107,1347,3,2,0.132,127.5682601928711
8,763,0,3,0.004669791368668713,137.986572265625
52,746,1,3,0.1,117.75775909423828
49,289,3,2,0.132,118.84794616699219
95,1635,2,2,0.132,137.59506225585938
88,1462,1,3,0.01200000000000001,132.93008422851562
70,997,1,1,0.06104764095834167,121.35444641113281
19,562,3,1,0.0057334467710261905,129.32229614257812
46,455,0,2,0.132,137.01565551757812
31,1174,2,2,0.132,116.35623931884766
3,1968,0,0,0.054384086250807484,148.07435607910156
82,766,3,0,0.154,130.58534240722656
46,1644,1,3,0.1,125.55789947509766
3,333,1,2,0.132,155.59324645996094
112,230,2,2,0.132,116.66272735595703
52,1561,0,1,0.088,116.0399169921875
77,1953,0,2,0.132,120.82235717773438
36,1427,2,0,0.003411593673012442,120.7049560546875
66,141,3,3,0.1,127.63810729980469
33,1781,2,2,0.132,124.13660430908203
36,759,1,1,0.059456039921854026,128.41152954101562
24,1541,3,3,0.154,104.03678131103516
66,1186,0,2,0.132,129.78236389160156
32,22,0,0,0.1372030445230696,129.44215393066406
52,1560,2,1,0.088,116.91202545166016
97,1967,1,3,0.1,129.8330535888672
103,836,3,3,0.1,138.1575164794922
97,1721,0,3,0.1,127.05683898925781
59,1952,3,2,0.132,150.32684326171875
102,1236,1,3,0.09926159224727618,143.99102783203125
19,1653,0,2,0.132,131.9881591796875
23,1843,3,2,0.132,110.45948028564453
19,1752,1,2,0.11362808351298234,132.84588623046875
48,366,0,3,0.01200000000000001,134.43142700195312
89,1914,2,2,0.132,148.59617614746094
16,284,2,1,0.088,140.48529052734375
103,920,3,3,0.07961624194373806,140.20042419433594
42,1621,1,3,0.1,124.77506256103516
74,1252,1,3,0.1,131.67596435546875
87,1145,1,2,0.132,125.43084716796875
97,1692,2,2,0.06885659194959826,135.52798461914062
92,1744,2,3,0.1,128.87255859375
28,206,0,1,0.088,108.41876220703125
83,958,3,0,0.154,
95,847,3,3,0.012000000000005256,138.66896057128906
33,606,3,2,0.132,121.33790588378906
7,1562,0,2,0.132,134.93003845214844
85,1149,2,2,0.08342873886832303,115.0046615600586
91,437,3,2,0.132,131.21070861816406
97,105,0,3,0.01200000000000001,137.25753784179688
62,19,0,2,0.132,127.2640380859375
32,1105,2,2,0.132,123.23688507080078
11,378,3,2,0.132,138.10166931152344
113,1182,3,1,0.088,125.72270202636719
93,781,0,2,0.132,115.86947631835938
32,1511,0,3,0.1,129.948974609375
43,423,0,3,0.1,120.51534271240234
30,1875,2,3,0.07735018870549476,114.59889221191406
32,1530,2,1,0.088,131.4494171142578
48,1145,3,0,0.154,124.71138763427734
110,1693,2,2,0.10528538793816877,116.7196044921875
28,1684,3,1,0.088,128.9779815673828
84,992,3,3,0.1,111.88735961914062
92,1454,3,2,0.132,142.31011962890625
25,1853,0,1,0.088,145.38912963867188
82,1411,3,2,0.132,134.3938446044922
16,337,1,0,0.154,131.59617614746094
16,334,1,0,0.154,130.50479125976562
39,1266,0,0,0.046636310235714074,120.71858215332031
67,232,1,2,0.132,124.9438247680664
59,1896,0,1,0.088,156.6049041748047
71,845,2,1,0.088,136.5570831298828
26,1950,2,1,0.088,130.5976104736328
97,1442,3,3,0.1,130.96649169921875
97,1669,3,2,0.132,129.59967041015625
32,524,0,3,0.0499890342997657,130.3231964111328
42,1467,3,2,0.132,128.49769592285156
79,718,0,2,0.03954373922047333,150.7630615234375
63,340,0,3,0.1,128.87940979003906
23,1301,2,2,0.132,118.76207733154297
52,877,1,0,0.154,110.40229034423828
83,958,1,3,0.154,
31,1079,0,1,0.088,131.88897705078125
24,1586,3,2,0.132,136.0094757080078
82,1169,0,2,0.132,139.19876098632812
16,1892,3,2,0.132,141.1167449951172
52,868,3,3,0.1,115.0723876953125
3,1367,3,2,0.132,148.56736755371094
83,1407,2,1,0.088,128.44703674316406
102,318,1,3,0.012000000000005256,143.64947509765625
52,1717,2,2,0.132,124.24391174316406
11,1113,1,1,0.05393258925625266,135.55572509765625
105,161,0,3,0.01200000000000001,147.65940856933594
49,1753,3,0,0.028330420955634678,116.86788940429688
15,988,2,2,0.02443019031219207,137.69839477539062
3,85,1,3,0.01200000000000001,152.93594360351562
25,174,0,1,0.088,144.17628479003906
48,440,3,3,0.01200000000000001,138.4678497314453
53,1313,0,1,0.088,125.87103271484375
102,372,1,2,0.132,141.55303955078125
79,1911,0,0,0.04241119844813025,128.43736267089844
3,1600,1,2,0.132,155.62001037597656
46,1622,3,3,0.012000000000005256,131.6309814453125
34,822,0,0,0.14690431563001932,119.85610961914062
36,592,0,2,0.132,128.6049041748047
52,1766,2,0,0.154,111.18428039550781
16,267,3,1,0.088,140.13809204101562
18,920,3,3,0.01299732877436613,126.92398834228516
16,125,0,2,0.132,143.86204528808594
59,1452,2,1,0.088,145.51007080078125
18,1299,1,2,0.132,125.17724609375
42,155,0,3,0.1,124.46110534667969
52,207,1,1,0.088,124.88583374023438
49,54,3,2,0.132,125.6742172241211
15,819,3,3,0.1,130.83843994140625
52,1493,2,3,0.1,117.21272277832031
49,1284,0,1,0.088,120.80792999267578
74,572,0,2,0.132,150.8647003173828
0,1926,2,0,0.154,115.41632843017578
18,536,2,2,0.06341097842201071,125.71058654785156
44,1667,3,1,0.088,137.72528076171875
15,1370,0,1,0.088,133.263671875
0,1369,3,3,0.01200000000000001,120.30306243896484
89,639,0,2,0.132,152.26266479492188
23,1858,2,1,0.088,132.25367736816406
3,1828,2,3,0.01200000000000001,154.28904724121094
16,1180,2,2,0.132,144.27061462402344
97,1553,3,2,0.132,129.82797241210938
66,1069,2,3,0.012000000000005145,133.51194763183594
62,1594,3,3,0.1,119.08078002929688
52,1373,3,2,0.132,125.73682403564453
102,1279,2,2,0.132,141.78163146972656
68,1184,2,1,0.088,132.22494506835938
52,482,3,2,0.132,114.0463638305664
71,356,2,3,0.09046194457890314,134.4486083984375
3,1253,2,2,0.132,154.95314025878906
92,1832,0,1,0.06129466952821927,128.66969299316406
38,1187,0,2,0.10288336178289537,135.43179321289062
1,659,3,2,0.0955277490710949,123.2379379272461
4,569,0,1,0.020618360708282574,121.78309631347656
57,1661,1,1,0.0491534348688446,135.1951446533203
58,478,3,2,0.132,126.62586975097656
32,1901,1,2,0.132,127.85045623779297
54,1775,0,2,0.132,150.43470764160156
89,1455,2,3,0.01200000000000001,145.4037322998047
74,1580,0,0,0.154,131.71449279785156
32,823,3,3,0.07276483436811981,132.06939697265625
91,1422,3,3,0.1,125.73275756835938
48,1969,3,2,0.132,132.56336975097656
13,152,3,3,0.1,123.4758071899414
66,126,2,3,0.1,127.15756225585938
93,932,0,2,0.132,118.2464370727539
20,688,0,3,0.01200000000000001,151.7023162841797
97,1104,0,1,0.035990989840320786,139.1619415283203
16,1902,0,2,0.132,150.7144317626953
36,1834,0,2,0.132,129.45639038085938
71,1378,1,2,0.132,146.09010314941406
95,1549,2,1,0.088,134.6069793701172
33,1130,3,0,0.03266211223375469,115.8238754272461
16,481,0,2,0.132,144.2367401123047
18,1254,2,0,0.05871523856626826,117.35968780517578
56,116,3,1,0.088,121.9650650024414
28,1936,3,2,0.132,109.49082946777344
58,1046,2,3,0.1,126.0677719116211
34,654,2,1,0.088,132.59103393554688
92,1892,3,1,0.02511151430625075,130.66262817382812
66,2028,1,2,0.020847156554870905,131.00221252441406
70,248,2,1,0.088,121.21420288085938
36,1977,0,1,0.088,125.32139587402344
71,356,3,1,0.088,134.4486083984375
105,1423,3,2,0.132,141.85899353027344
8,756,1,2,0.132,132.58050537109375
14,487,3,2,0.132,137.53363037109375
44,792,0,2,0.132,137.5310821533203
15,1729,0,1,0.088,131.79469299316406
106,1160,0,1,0.088,147.53765869140625
18,1084,2,3,0.1,123.05037689208984
52,936,1,3,0.1,114.86834716796875
43,1254,1,3,0.1,121.11101531982422
27,18,3,3,0.055311786001353225,115.63247680664062
23,47,1,2,0.132,102.72364807128906
23,938,3,3,0.1,113.87184143066406
105,1919,2,1,0.00779160768294021,140.46762084960938
74,934,3,3,0.1,134.19151306152344
24,1864,1,3,0.012000000000005256,131.89720153808594
97,801,2,1,0.088,132.0176544189453
62,1790,2,1,0.088,118.78894805908203
110,432,2,3,0.08789703238565255,118.38339233398438
89,172,0,1,0.088,148.48468017578125
24,1250,0,3,0.1,125.26699829101562
112,1211,0,1,0.088,117.7302017211914
20,837,0,2,0.132,148.27581787109375
89,1731,3,1,0.088,148.8513641357422
94,610,1,3,0.1,131.24545288085938
3,1380,3,3,0.1,150.60272216796875
33,299,3,2,0.132,124.50776672363281
84,1130,0,0,0.061875558510166406,110.85670471191406
52,1191,3,2,0.132,113.21483612060547
105,2012,1,2,0.132,147.9235382080078
3,51,2,3,0.1,149.92904663085938
16,1409,0,1,0.088,139.1002655029297
42,1664,1,3,0.01200000000000001,128.19168090820312
88,437,0,3,0.01200000000000001,134.7291717529297
32,724,3,2,0.132,147.12518310546875
74,1783,2,2,0.132,141.24212646484375
24,139,1,1,0.088,103.18280792236328
52,1229,1,3,0.1,111.8994140625
52,512,3,1,0.088,117.43138885498047
28,1725,3,2,0.132,135.03819274902344
59,227,3,2,0.132,149.98387145996094
24,1707,0,1,0.088,125.15516662597656
114,1846,0,3,0.01200000000000001,140.13600158691406
44,105,1,1,0.088,147.8617706298828
34,1495,1,3,0.0952949383282247,135.0811004638672
33,401,0,0,0.154,115.78392028808594
42,748,0,3,0.1,125.06758117675781
95,1635,0,1,0.088,137.59506225585938
7,1553,2,3,0.02819023612263996,134.2121124267578
89,95,3,3,0.01200000000000001,149.51170349121094
115,1938,0,2,0.132,131.960205078125
93,466,1,2,0.02398821460555256,115.08451080322266
31,421,2,2,0.132,128.1971893310547
32,822,1,3,0.1,125.60336303710938
28,315,0,1,0.088,106.22738647460938
92,1659,3,2,0.132,129.94183349609375
36,485,3,3,0.01200000000000001,130.39788818359375
37,96,0,1,0.088,
110,43,2,2,0.132,115.72345733642578
52,1161,2,2,0.132,125.23563385009766
95,2004,1,2,0.08264452058253513,127.45075225830078
52,693,1,1,0.088,122.83924102783203
107,1347,1,1,0.06680813551273804,127.5682601928711
53,359,3,1,0.088,
69,251,0,3,0.01200000000000001,143.07058715820312
31,1174,0,1,0.088,116.35623931884766
115,1852,1,2,0.132,126.32865142822266
113,1770,2,2,0.12243529630549788,126.32394409179688
28,1390,0,2,0.132,132.60006713867188
82,524,1,0,0.11240386556706242,130.2764129638672
20,1911,0,0,0.0647697806803964,123.4126205444336
102,453,1,0,0.154,
24,1541,1,2,0.132,104.03678131103516
115,1141,0,1,0.036026215031092185,128.27146911621094
92,438,2,3,0.1,129.5218505859375
11,391,2,2,0.11359243333616514,135.02073669433594
94,515,1,3,0.057102815503205534,133.31832885742188
93,1506,3,2,0.132,115.3077621459961
88,1653,1,3,0.01200000000000001,132.91854858398438
52,1176,3,0,0.154,112.55447387695312
91,502,0,2,0.0062858299734821765,138.37652587890625
59,1952,1,1,0.088,150.32684326171875
15,1412,3,1,0.088,132.0360565185547
23,1843,1,1,0.088,110.45948028564453
52,1697,3,2,0.132,125.91980743408203
24,74,0,3,0.01200000000000001,128.78443908691406
22,637,0,3,0.1,137.1995086669922
36,1643,3,3,0.01200000000000001,128.31716918945312
106,444,1,2,0.132,140.1685028076172
61,1807,3,1,0.088,142.94508361816406
79,1773,0,3,0.01200000000000001,153.77011108398438
63,1866,2,1,0.088,132.07614135742188
77,1078,3,1,0.088,119.92849731445312
61,1858,2,3,0.012000000000005256,142.64183044433594
87,929,1,3,0.041566445551303705,129.26699829101562
52,1176,1,3,0.1,112.55447387695312
18,505,0,0,0.08633368566832,117.46376037597656
85,1149,0,1,0.088,115.0046615600586
32,1105,0,1,0.088,123.23688507080078
105,511,2,2,0.132,131.4611358642578
89,1960,0,3,0.01200000000000001,150.7388458251953
62,1058,2,1,0.088,122.56578063964844
97,1442,1,2,0.132,130.96649169921875
56,767,1,0,0.08984059092067544,120.9582290649414
97,1669,1,1,0.088,129.59967041015625
24,1014,3,3,0.1,123.14542388916016
102,187,0,3,0.012000000000005256,146.73594665527344
3,617,1,3,0.1,148.67442321777344
52,648,0,2,0.048446754894355626,120.65818786621094
51,156,2,2,0.132,121.11630249023438
10,670,3,1,0.06458465560169269,122.95155334472656
46,925,0,3,0.012000000000005145,133.4461212158203
71,1779,2,3,0.1,134.48866271972656
51,1627,1,1,0.088,121.17086029052734
74,1252,0,0,0.154,131.67596435546875
32,486,0,1,0.088,130.81932067871094
59,1740,0,3,0.1,141.69007873535156
3,1562,1,0,0.154,148.0016326904297
105,744,2,1,0.088,143.1735382080078
24,1513,0,1,0.088,127.50452423095703
52,399,3,1,0.088,118.01366424560547
30,2027,0,1,0.08107335665456161,125.35150909423828
24,588,3,1,0.088,128.02584838867188
24,1678,3,2,0.132,140.42605590820312
38,609,0,3,0.1,126.13394165039062
52,484,0,1,0.088,116.0594253540039
68,1204,2,1,0.088,136.03033447265625
77,1848,0,2,0.132,120.97967529296875
16,398,0,1,0.088,153.67747497558594
70,80,0,2,0.00860864042558157,121.926025390625
59,1410,3,2,0.132,150.5833282470703
77,983,3,3,0.1,118.82787322998047
46,45,0,3,0.01200000000000001,130.48768615722656
28,816,1,1,0.088,129.8976287841797
87,1932,2,2,0.1288111731202103,138.92385864257812
113,141,1,1,0.088,125.1288833618164
59,1103,1,3,0.1,148.15960693359375
82,1839,0,3,0.01200000000000001,138.54345703125
84,992,2,0,0.03496972515016641,111.88735961914062
110,1816,3,1,0.035721454297187344,118.36295318603516
16,1857,1,3,0.0006574854132746222,144.66485595703125
57,1328,2,1,0.088,133.41651916503906
77,1257,2,1,0.088,119.83209991455078
97,1340,1,0,0.154,127.10184478759766
92,99,1,1,0.0038319517987855656,129.5775909423828
11,1468,0,3,0.1,136.38858032226562
82,741,1,2,0.05821611986190722,134.1942596435547
39,351,3,3,0.03552881283988861,133.5061492919922
71,1183,2,1,0.088,135.33660888671875
22,461,0,3,0.012000000000005256,147.17529296875
33,993,1,3,0.01200000000000001,126.28207397460938
70,1397,3,3,0.05334601398685268,119.8997573852539
67,1315,1,3,0.1,123.85943603515625
52,944,3,2,0.132,117.03491973876953
56,369,3,2,0.132,124.55613708496094
52,1710,3,3,0.01200000000000001,120.54310607910156
57,1096,3,2,0.132,132.67799377441406
22,1841,0,3,0.1,138.17916870117188
69,1540,0,0,0.12338311327054449,129.03858947753906
46,709,0,2,0.132,133.33204650878906
0,293,0,3,0.01200000000000001,123.59847259521484
75,1204,3,1,0.025814101941141837,130.02505493164062
1,1688,1,2,0.12572833296677294,123.262451171875
36,1282,3,2,0.132,124.82917785644531
94,734,1,3,0.017302580315569888,130.95423889160156
112,1644,1,2,0.132,125.69442749023438
82,501,0,1,0.088,139.3131561279297
66,123,0,2,0.132,130.14048767089844
66,1069,0,2,0.132,133.51194763183594
52,1373,1,1,0.088,125.73682403564453
52,482,1,1,0.088,114.0463638305664
107,223,0,3,0.08376850624991282,123.76400756835938
16,1841,3,1,0.088,141.8436279296875
92,1780,0,1,0.088,140.3279266357422
15,600,1,1,0.013424580680444026,133.11282348632812
89,489,0,3,0.1,143.8390350341797
77,430,1,0,0.08923943770114934,115.88983917236328
52,274,3,3,0.1,115.54942321777344
82,1542,0,2,0.132,130.88722229003906
