station_j,m,t,inventory_MWh
294,3,1,0.01200000000000001
294,3,2,0.1
294,3,3,0.1
298,0,0,0.088
298,0,2,0.088
298,0,3,0.088
298,1,0,0.069914256141269
298,1,2,0.069914256141269
298,1,3,0.069914256141269
298,3,0,0.088
298,3,2,0.088
298,3,3,0.088
299,0,0,0.1
299,0,1,0.01200000000000001
299,0,2,0.1
299,0,3,0.1
299,1,0,0.088
299,1,2,0.088
299,1,3,0.088
299,2,0,0.088
299,2,2,0.088
299,2,3,0.088
299,3,0,0.088
299,3,2,0.088
299,3,3,0.088
300,0,0,0.088
300,0,2,0.088
300,0,3,0.088
300,1,0,0.088
300,1,2,0.088
300,1,3,0.088
300,2,0,0.088
300,2,2,0.088
300,2,3,0.088
300,3,0,0.088
300,3,2,0.088
300,3,3,0.088
302,3,0,0.1
302,3,1,0.1
302,3,2,0.1
302,3,3,0.1
303,0,0,0.088
303,0,2,0.088
303,0,3,0.088
303,1,0,0.088
303,1,2,0.088
303,1,3,0.088
303,2,0,0.088
303,2,2,0.088
303,2,3,0.088
303,3,0,0.088
303,3,2,0.088
303,3,3,0.088
304,0,0,0.088
304,0,2,0.088
304,0,3,0.088
306,0,0,0.088
306,0,2,0.1
306,1,0,0.088
306,1,2,0.1
306,2,0,0.088
306,2,2,0.1
306,3,0,0.088
306,3,2,0.1
311,0,0,0.088
311,0,2,0.088
311,0,3,0.088
312,0,0,0.088
312,0,2,0.1
312,1,0,0.088
312,1,2,0.088
312,1,3,0.088
312,2,0,0.088
312,2,2,0.088
312,2,3,0.088
312,3,0,0.088
312,3,2,0.1
313,0,0,0.088
313,0,2,0.088
313,0,3,0.088
315,0,0,0.088
315,0,2,0.1
315,1,0,0.088
315,1,2,0.1
315,2,0,0.088
315,2,2,0.1
315,3,0,0.088
315,3,2,0.1
318,0,0,0.088
318,0,2,0.088
318,0,3,0.088
319,0,0,0.088
319,0,2,0.1
319,1,0,0.088
319,1,2,0.1
319,2,0,0.088
319,2,2,0.1
319,3,0,0.088
319,3,2,0.1
320,0,0,0.088
320,0,2,0.088
320,0,3,0.088
320,1,0,0.088
320,1,2,0.088
320,1,3,0.088
320,2,0,0.088
320,2,2,0.088
320,2,3,0.088
320,3,0,0.1
320,3,1,0.01200000000000001
320,3,2,0.1
320,3,3,0.1
321,0,0,0.088
321,0,2,0.088
321,0,3,0.088
321,1,0,0.088
321,1,2,0.088
321,1,3,0.088
321,2,0,0.1
321,2,1,0.01200000000000001
321,2,2,0.1
321,2,3,0.1
321,3,0,0.088
321,3,2,0.088
321,3,3,0.088
328,0,0,0.088
328,0,2,0.088
328,0,3,0.088
330,0,0,0.088
330,0,2,0.088
330,0,3,0.088
330,1,0,0.088
330,1,2,0.088
330,1,3,0.088
330,2,0,0.088
330,2,2,0.088
330,2,3,0.088
330,3,0,0.088
330,3,2,0.088
330,3,3,0.088
333,0,0,0.1
333,0,1,0.1
333,0,2,0.1
333,0,3,0.1
333,2,0,0.1
333,2,1,0.1
333,2,2,0.1
333,2,3,0.1
333,3,0,0.1
333,3,1,0.1
333,3,2,0.1
333,3,3,0.1
334,0,0,0.088
334,0,2,0.1
334,1,0,0.088
334,1,2,0.1
334,2,0,0.088
334,2,2,0.1
334,3,0,0.088
334,3,2,0.1
336,0,0,0.088
336,0,2,0.1
336,1,0,0.088
336,1,2,0.1
336,1,3,0.088
336,2,0,0.088
336,2,2,0.1
336,2,3,0.088
336,3,0,0.088
336,3,2,0.1
336,3,3,0.060376195425617035
337,0,0,0.088
337,0,2,0.1
337,1,0,0.088
337,1,2,0.1
337,2,0,0.088
337,2,2,0.1
337,3,0,0.088
337,3,2,0.1
340,0,0,0.088
340,0,2,0.1
340,1,0,0.088
340,1,2,0.09543306371715762
340,1,3,0.088
340,2,0,0.1
340,2,1,0.01200000000000001
340,2,2,0.1
340,2,3,0.1
340,3,0,0.088
340,3,2,0.1
340,3,3,0.088
341,0,0,0.088
341,0,2,0.1
341,1,0,0.088
341,1,2,0.1
341,1,3,0.088
341,2,0,0.088
341,2,2,0.088
341,2,3,0.088
341,3,0,0.088
341,3,2,0.1
346,0,0,0.088
346,0,2,0.1
346,1,0,0.088
346,1,2,0.1
346,2,0,0.088
346,2,2,0.1
346,3,0,0.088
346,3,2,0.1
347,0,0,0.088
347,0,2,0.1
347,1,0,0.088
347,1,2,0.1
347,2,0,0.088
347,2,2,0.1
347,3,0,0.088
347,3,2,0.1
348,0,0,0.088
348,0,2,0.1
348,1,0,0.088
348,1,2,0.1
348,2,0,0.088
348,2,2,0.1
348,3,0,0.088
348,3,2,0.1
350,0,0,0.088
350,0,2,0.1
350,1,0,0.088
350,1,2,0.1
350,2,0,0.088
350,2,2,0.1
350,3,0,0.088
350,3,2,0.1
351,3,0,0.1
351,3,1,0.1
351,3,2,0.1
351,3,3,0.1
353,0,0,0.088
353,0,2,0.1
353,1,0,0.088
353,1,2,0.1
353,2,0,0.088
353,2,2,0.1
353,3,0,0.088
353,3,2,0.1
356,0,0,0.088
356,0,2,0.1
356,1,0,0.088
356,1,2,0.1
356,2,0,0.088
356,2,2,0.1
356,3,0,0.088
356,3,2,0.1
359,0,0,0.088
359,0,2,0.1
359,1,0,0.088
359,1,2,0.1
359,2,0,0.088
359,2,2,0.1
359,3,0,0.088
359,3,2,0.1
363,0,0,0.088
363,0,2,0.1
363,1,0,0.088
363,1,2,0.1
363,2,0,0.088
363,2,2,0.1
363,3,0,0.088
363,3,2,0.1
365,0,0,0.088
365,0,2,0.1
365,1,0,0.088
365,1,2,0.1
365,2,0,0.088
365,2,2,0.1
365,3,0,0.088
365,3,2,0.1
366,0,0,0.088
366,0,2,0.088
366,0,3,0.088
366,3,0,0.088
366,3,2,0.088
366,3,3,0.088
367,0,0,0.088
367,0,2,0.088
367,0,3,0.088
367,2,0,0.1
367,2,1,0.1
367,2,2,0.1
367,2,3,0.1
367,3,0,0.1
367,3,1,0.01200000000000001
367,3,2,0.1
367,3,3,0.1
368,0,0,0.088
368,0,2,0.088
368,0,3,0.088
369,0,0,0.088
369,0,2,0.1
369,1,0,0.088
369,1,2,0.1
369,2,0,0.088
369,2,2,0.1
369,3,0,0.088
369,3,2,0.1
372,0,0,0.1
372,0,1,0.01200000000000001
372,0,2,0.1
372,0,3,0.1
372,3,0,0.088
372,3,2,0.088
372,3,3,0.088
374,0,0,0.088
374,0,2,0.088
374,0,3,0.088
374,3,0,0.088
374,3,2,0.088
374,3,3,0.088
378,0,0,0.088
378,0,2,0.088
378,0,3,0.088
378,1,0,0.088
378,1,2,0.088
378,1,3,0.088
378,2,0,0.088
378,2,2,0.088
378,2,3,0.088
378,3,0,0.088
378,3,2,0.088
378,3,3,0.088
379,0,0,0.088
379,0,2,0.1
379,1,0,0.088
379,1,2,0.1
379,2,0,0.088
379,2,2,0.1
379,3,0,0.088
379,3,2,0.1
380,0,0,0.088
380,0,2,0.088
380,0,3,0.088
380,1,0,0.088
380,1,2,0.088
380,1,3,0.088
380,2,0,0.1
380,2,1,0.01200000000000001
380,2,2,0.1
380,2,3,0.1
380,3,0,0.1
380,3,1,0.01200000000000001
380,3,2,0.1
380,3,3,0.1
383,0,0,0.088
383,0,2,0.088
383,0,3,0.088
383,1,0,0.088
383,1,2,0.088
383,1,3,0.088
383,2,0,0.088
383,2,2,0.088
383,2,3,0.088
383,3,0,0.088
383,3,2,0.088
383,3,3,0.088
385,0,0,0.088
385,0,2,0.1
385,1,0,0.088
385,1,2,0.1
385,2,0,0.088
385,2,2,0.1
385,3,0,0.088
385,3,2,0.1
386,0,0,0.07769032850784155
386,0,2,0.07769032850784155
386,0,3,0.07769032850784155
386,2,0,0.1
386,2,1,0.1
386,2,2,0.1
386,2,3,0.1
390,0,0,0.088
390,0,2,0.1
390,0,3,0.088
390,1,0,0.088
390,1,2,0.088
390,1,3,0.088
390,2,0,0.1
390,2,1,0.01200000000000001
390,2,2,0.1
390,2,3,0.1
390,3,0,0.1
390,3,1,0.01200000000000001
390,3,2,0.1
390,3,3,0.1
391,0,0,0.088
391,0,2,0.1
391,1,0,0.088
391,1,2,0.1
391,2,0,0.088
391,2,2,0.1
391,3,0,0.088
391,3,2,0.1
392,0,0,0.1
392,0,1,0.01200000000000001
392,0,2,0.1
392,0,3,0.1
392,1,0,0.088
392,1,2,0.088
392,1,3,0.088
392,2,0,0.088
392,2,2,0.088
392,2,3,0.088
392,3,0,0.088
392,3,2,0.088
392,3,3,0.088
395,0,0,0.1
395,0,1,0.028921357814325255
395,0,2,0.1
395,0,3,0.1
396,0,0,0.088
396,0,2,0.1
396,1,0,0.088
396,1,2,0.1
396,2,0,0.088
396,2,2,0.1
396,3,0,0.088
396,3,2,0.1
397,0,0,0.088
397,0,2,0.1
397,1,0,0.088
397,1,2,0.1
397,2,0,0.088
397,2,2,0.1
397,3,0,0.088
397,3,2,0.1
399,0,0,0.088
399,0,2,0.088
399,0,3,0.088
399,1,0,0.088
399,1,2,0.088
399,1,3,0.088
399,2,0,0.1
399,2,1,0.01200000000000001
399,2,2,0.1
399,2,3,0.1
399,3,0,0.1
399,3,1,0.01200000000000001
399,3,2,0.1
399,3,3,0.1
401,0,0,0.088
401,0,2,0.1
401,1,0,0.088
401,1,2,0.1
401,2,0,0.088
401,2,2,0.1
401,3,0,0.088
401,3,2,0.1
405,0,0,0.088
405,0,2,0.1
405,1,0,0.088
405,1,2,0.1
405,2,0,0.088
405,2,2,0.1
405,3,0,0.088
405,3,2,0.1
409,0,0,0.088
409,0,2,0.088
409,0,3,0.088
413,0,0,0.088
413,0,2,0.088
413,0,3,0.088
413,1,0,0.088
413,1,2,0.088
413,1,3,0.088
413,2,0,0.088
413,2,2,0.088
413,2,3,0.088
413,3,0,0.088
413,3,2,0.088
413,3,3,0.088
414,0,0,0.088
414,0,2,0.1
414,0,3,0.088
414,1,0,0.1
414,1,1,0.01200000000000001
414,1,2,0.1
414,1,3,0.1
414,2,0,0.088
414,2,2,0.088
414,2,3,0.088
414,3,0,0.088
414,3,2,0.088
414,3,3,0.088
416,0,0,0.088
416,0,2,0.088
416,0,3,0.088
416,3,0,0.088
416,3,2,0.088
416,3,3,0.088
417,0,0,0.088
417,0,2,0.1
417,1,0,0.088
417,1,2,0.1
417,2,0,0.088
417,2,2,0.1
417,3,0,0.088
417,3,2,0.1
419,0,0,0.1
419,0,1,0.01200000000000001
419,0,2,0.1
419,0,3,0.1
419,1,0,0.06558097122596393
419,1,2,0.06558097122596393
419,1,3,0.06558097122596393
419,3,0,0.088
419,3,2,0.088
419,3,3,0.088
421,0,0,0.088
421,0,2,0.088
421,0,3,0.088
421,3,0,0.088
421,3,2,0.088
421,3,3,0.088
423,0,0,0.088
423,0,2,0.1
423,1,0,0.088
423,1,2,0.1
423,2,0,0.088
423,2,2,0.1
423,3,0,0.088
423,3,2,0.1
424,0,0,0.1
424,0,1,0.01200000000000001
424,0,2,0.1
424,0,3,0.1
426,0,0,0.088
426,0,2,0.088
426,0,3,0.088
426,3,0,0.1
426,3,1,0.1
426,3,2,0.1
426,3,3,0.1
427,0,0,0.1
427,0,1,0.01200000000000001
427,0,2,0.1
427,0,3,0.1
427,1,0,0.088
427,1,2,0.088
427,1,3,0.088
427,2,0,0.1
427,2,1,0.01200000000000001
427,2,2,0.1
427,2,3,0.1
427,3,0,0.1
427,3,1,0.01200000000000001
427,3,2,0.1
427,3,3,0.1
430,0,0,0.088
430,0,2,0.1
430,1,0,0.088
430,1,2,0.1
430,2,0,0.088
430,2,2,0.1
430,3,0,0.088
430,3,2,0.1
432,0,0,0.088
432,0,2,0.1
432,1,0,0.088
432,1,2,0.1
432,2,0,0.088
432,2,2,0.1
432,3,0,0.088
432,3,2,0.1
437,0,0,0.088
437,0,2,0.088
437,0,3,0.088
437,3,0,0.088
437,3,2,0.088
437,3,3,0.088
438,0,0,0.088
438,0,2,0.1
438,1,0,0.088
438,1,2,0.088
438,1,3,0.088
438,2,0,0.088
438,2,2,0.088
438,2,3,0.088
438,3,0,0.088
438,3,2,0.1
439,0,0,0.088
439,0,2,0.088
439,0,3,0.088
439,3,0,0.088
439,3,2,0.088
439,3,3,0.088
440,0,0,0.088
440,0,2,0.088
440,0,3,0.088
441,0,0,0.06605269974896052
441,0,2,0.06605269974896052
441,0,3,0.06605269974896052
444,0,0,0.088
444,0,2,0.088
444,0,3,0.088
444,1,0,0.088
444,1,2,0.088
444,1,3,0.088
444,2,0,0.088
444,2,2,0.088
444,2,3,0.088
444,3,0,0.088
444,3,2,0.088
444,3,3,0.088
445,0,0,0.088
445,0,2,0.1
445,1,0,0.088
445,1,2,0.1
445,2,0,0.088
445,2,2,0.1
445,3,0,0.088
445,3,2,0.1
448,0,0,0.088
448,0,2,0.1
448,1,0,0.088
448,1,2,0.1
448,2,0,0.088
448,2,2,0.1
448,3,0,0.088
448,3,2,0.1
450,0,0,0.088
450,0,2,0.1
450,1,0,0.088
450,1,2,0.1
450,2,0,0.088
450,2,2,0.1
450,3,0,0.088
450,3,2,0.1
453,0,0,0.088
453,0,2,0.1
453,1,0,0.088
453,1,2,0.1
453,2,0,0.088
453,2,2,0.1
453,3,0,0.088
453,3,2,0.1
454,0,0,0.088
454,0,2,0.1
454,1,0,0.088
454,1,2,0.1
454,2,0,0.088
454,2,2,0.1
454,3,0,0.088
454,3,2,0.1
456,0,0,0.088
456,0,2,0.1
456,1,0,0.088
456,1,2,0.1
456,2,0,0.088
456,2,2,0.1
456,3,0,0.088
456,3,2,0.1
460,0,0,0.088
460,0,2,0.1
460,1,0,0.088
460,1,2,0.1
460,2,0,0.088
460,2,2,0.1
460,3,0,0.088
460,3,2,0.1
462,0,0,0.088
462,0,2,0.088
462,0,3,0.088
464,0,0,0.088
464,0,2,0.1
464,1,0,0.088
464,1,2,0.1
464,1,3,0.07294256961385562
464,2,0,0.088
464,2,2,0.1
464,2,3,0.088
464,3,0,0.088
464,3,2,0.1
466,0,0,0.088
466,0,2,0.1
466,1,0,0.088
466,1,2,0.1
466,2,0,0.088
466,2,2,0.1
466,3,0,0.088
466,3,2,0.1
467,0,0,0.088
467,0,2,0.1
467,1,0,0.088
467,1,2,0.1
467,1,3,0.088
467,2,0,0.088
467,2,2,0.1
467,2,3,0.088
467,3,0,0.088
467,3,2,0.1
469,0,0,0.088
469,0,2,0.1
469,0,3,0.088
469,1,0,0.1
469,1,1,0.01200000000000001
469,1,2,0.1
469,1,3,0.1
469,2,0,0.088
469,2,2,0.088
469,2,3,0.088
469,3,0,0.1
469,3,1,0.01200000000000026
469,3,2,0.1
469,3,3,0.1
473,0,0,0.088
473,0,2,0.1
473,1,0,0.088
473,1,2,0.1
473,2,0,0.088
473,2,2,0.1
473,3,0,0.088
473,3,2,0.1
474,0,0,0.088
474,0,2,0.1
474,1,0,0.088
474,1,2,0.1
474,2,0,0.088
474,2,2,0.1
474,3,0,0.088
474,3,2,0.1
475,0,0,0.088
475,0,2,0.1
475,1,0,0.088
475,1,2,0.1
475,1,3,0.088
475,2,0,0.1
475,2,1,0.01200000000000001
475,2,2,0.1
475,2,3,0.1
475,3,0,0.088
475,3,2,0.1
475,3,3,0.088
477,0,0,0.088
477,0,2,0.1
477,0,3,0.088
477,1,0,0.088
477,1,2,0.088
477,1,3,0.088
477,2,0,0.1
477,2,1,0.01200000000000001
477,2,2,0.1
477,2,3,0.1
477,3,0,0.088
477,3,2,0.088
477,3,3,0.088
478,0,0,0.088
478,0,2,0.1
478,0,3,0.088
478,1,0,0.088
478,1,2,0.088
478,1,3,0.088
478,2,0,0.088
478,2,2,0.088
478,2,3,0.088
478,3,0,0.1
478,3,1,0.01200000000000001
478,3,2,0.1
478,3,3,0.1
479,0,0,0.088
479,0,2,0.088
479,0,3,0.088
479,1,0,0.088
479,1,2,0.088
479,1,3,0.088
479,2,0,0.088
479,2,2,0.088
479,2,3,0.088
479,3,0,0.1
479,3,1,0.01200000000000001
479,3,2,0.1
479,3,3,0.1
481,0,0,0.088
481,0,2,0.088
481,0,3,0.088
482,0,0,0.088
482,0,2,0.1
482,1,0,0.088
482,1,2,0.1
482,2,0,0.088
482,2,2,0.1
482,3,0,0.088
482,3,2,0.1
484,0,0,0.088
484,0,2,0.1
484,1,0,0.1
484,1,1,0.01200000000000001
484,1,2,0.1
484,1,3,0.1
484,2,0,0.1
484,2,1,0.01200000000000001
484,2,2,0.1
484,2,3,0.1
484,3,0,0.088
484,3,2,0.1
485,0,0,0.088
485,0,2,0.088
485,0,3,0.088
486,0,0,0.088
486,0,2,0.1
486,1,0,0.088
486,1,2,0.1
486,2,0,0.088
486,2,2,0.1
486,3,0,0.088
486,3,2,0.1
487,0,0,0.088
487,0,2,0.088
487,0,3,0.088
487,1,0,0.04793180376514106
487,1,2,0.04793180376514106
487,1,3,0.04793180376514106
487,3,0,0.088
487,3,2,0.088
487,3,3,0.088
488,0,0,0.088
488,0,2,0.1
488,1,0,0.088
488,1,2,0.1
488,2,0,0.088
488,2,2,0.1
488,3,0,0.088
488,3,2,0.1
489,0,0,0.088
489,0,2,0.1
489,0,3,0.088
489,1,0,0.088
489,1,2,0.088
489,1,3,0.088
489,2,0,0.088
489,2,2,0.088
489,2,3,0.088
489,3,0,0.1
489,3,1,0.01200000000000001
489,3,2,0.1
489,3,3,0.1
490,0,0,0.088
490,0,2,0.088
490,0,3,0.088
490,1,0,0.088
490,1,2,0.088
490,1,3,0.088
490,2,0,0.1
490,2,1,0.01200000000000001
490,2,2,0.1
490,2,3,0.1
490,3,0,0.1
490,3,1,0.01200000000000001
490,3,2,0.1
490,3,3,0.1
492,0,0,0.088
492,0,2,0.088
492,0,3,0.088
492,1,0,0.1
492,1,1,0.01200000000000001
492,1,2,0.1
492,1,3,0.1
492,2,0,0.04007144798923171
492,2,2,0.04007144798923171
492,2,3,0.04007144798923171
492,3,0,0.088
492,3,2,0.088
492,3,3,0.088
493,0,0,0.088
493,0,2,0.1
493,0,3,0.088
493,1,0,0.1
493,1,1,0.01200000000000001
493,1,2,0.1
493,1,3,0.1
493,2,0,0.088
493,2,2,0.088
493,2,3,0.088
493,3,0,0.1
493,3,1,0.01200000000000001
493,3,2,0.1
493,3,3,0.1
495,0,0,0.088
495,0,2,0.1
495,0,3,0.088
495,1,0,0.088
495,1,2,0.088
495,1,3,0.088
495,2,0,0.088
495,2,2,0.088
495,2,3,0.088
495,3,0,0.1
495,3,1,0.01200000000000001
495,3,2,0.1
495,3,3,0.1
496,0,0,0.088
496,0,2,0.1
496,1,0,0.088
496,1,2,0.1
496,2,0,0.088
496,2,2,0.1
496,3,0,0.088
496,3,2,0.1
499,0,0,0.088
499,0,2,0.1
499,0,3,0.03981017807969342
499,1,0,0.08934555407969333
499,1,1,0.001345554079693334
499,1,2,0.1
499,1,3,0.08934555407969333
499,2,0,0.088
499,2,2,0.088
499,2,3,0.088
499,3,0,0.088
499,3,2,0.1
499,3,3,0.0821558158966286
500,0,0,0.088
500,0,2,0.1
500,1,0,0.088
500,1,2,0.1
500,2,0,0.088
500,2,2,0.1
500,3,0,0.088
500,3,2,0.1
501,0,0,0.1
501,0,1,0.01200000000000001
501,0,2,0.1
501,0,3,0.1
501,1,0,0.088
501,1,2,0.088
501,1,3,0.088
501,2,0,0.06342650257959206
501,2,2,0.06342650257959206
501,2,3,0.06342650257959206
501,3,0,0.088
501,3,2,0.088
501,3,3,0.088
505,0,0,0.088
505,0,2,0.1
505,1,0,0.088
505,1,2,0.1
505,2,0,0.088
505,2,2,0.1
505,3,0,0.088
505,3,2,0.1
507,0,0,0.088
507,0,2,0.1
507,1,0,0.088
507,1,2,0.1
507,1,3,0.088
507,2,0,0.088
507,2,2,0.1
507,2,3,0.088
507,3,0,0.088
507,3,2,0.1
511,0,0,0.088
511,0,2,0.1
511,1,0,0.088
511,1,2,0.1
511,2,0,0.088
511,2,2,0.1
511,3,0,0.088
511,3,2,0.1
512,0,0,0.088
512,0,2,0.088
512,0,3,0.088
512,1,0,0.088
512,1,2,0.088
512,1,3,0.088
512,2,0,0.088
512,2,2,0.088
512,2,3,0.088
512,3,0,0.1
512,3,1,0.01200000000000001
512,3,2,0.1
512,3,3,0.1
515,0,0,0.1
515,0,1,0.01200000000000001
515,0,2,0.1
515,0,3,0.1
518,0,0,0.088
518,0,2,0.088
518,0,3,0.088
518,1,0,0.088
518,1,2,0.088
518,1,3,0.088
518,2,0,0.088
518,2,2,0.088
518,2,3,0.088
518,3,0,0.088
518,3,2,0.088
518,3,3,0.088
519,0,0,0.088
519,0,2,0.088
519,0,3,0.088
519,3,0,0.088
519,3,2,0.088
519,3,3,0.088
521,0,0,0.088
521,0,2,0.1
521,1,0,0.088
521,1,2,0.1
521,2,0,0.088
521,2,2,0.1
521,3,0,0.088
521,3,2,0.1
522,0,0,0.088
522,0,2,0.088
522,0,3,0.088
522,3,0,0.1
522,3,1,0.01200000000000001
522,3,2,0.1
522,3,3,0.1
524,0,0,0.088
524,0,2,0.1
524,1,0,0.088
524,1,2,0.1
524,2,0,0.088
524,2,2,0.1
524,3,0,0.088
524,3,2,0.1
525,0,0,0.088
525,0,2,0.088
525,0,3,0.088
525,3,0,0.088
525,3,2,0.088
525,3,3,0.088
528,0,0,0.088
528,0,2,0.1
528,1,0,0.088
528,1,2,0.1
528,2,0,0.088
528,2,2,0.1
528,3,0,0.088
528,3,2,0.1
529,0,0,0.088
529,0,2,0.1
529,1,0,0.088
529,1,2,0.1
529,2,0,0.088
529,2,2,0.1
529,3,0,0.088
529,3,2,0.1
530,0,0,0.088
530,0,2,0.1
530,1,0,0.088
530,1,2,0.1
530,2,0,0.088
530,2,2,0.1
530,3,0,0.088
530,3,2,0.1
531,0,0,0.1
531,0,1,0.01200000000000001
531,0,2,0.1
531,0,3,0.1
531,1,0,0.1
531,1,1,0.01200000000000001
531,1,2,0.1
531,1,3,0.1
531,2,0,0.088
531,2,2,0.088
531,2,3,0.088
531,3,0,0.088
531,3,2,0.088
531,3,3,0.088
534,0,0,0.088
534,0,2,0.1
534,1,0,0.088
534,1,2,0.1
534,2,0,0.088
534,2,2,0.1
534,3,0,0.088
534,3,2,0.1
536,0,0,0.088
536,0,2,0.1
536,1,0,0.088
536,1,2,0.1
536,1,3,0.088
536,2,0,0.088
536,2,2,0.1
536,2,3,0.088
536,3,0,0.088
536,3,2,0.1
536,3,3,0.088
537,0,0,0.088
537,0,2,0.088
537,0,3,0.088
537,1,0,0.08543457260886603
537,1,2,0.08543457260886603
537,1,3,0.08543457260886603
537,3,0,0.088
537,3,2,0.088
537,3,3,0.088
539,0,0,0.088
539,0,2,0.1
539,1,0,0.088
539,1,2,0.1
539,2,0,0.088
539,2,2,0.1
539,3,0,0.088
539,3,2,0.1
541,0,0,0.088
541,0,2,0.1
541,1,0,0.088
541,1,2,0.1
541,2,0,0.088
541,2,2,0.1
541,3,0,0.088
541,3,2,0.1
543,0,0,0.088
543,0,2,0.088
543,0,3,0.088
543,1,0,0.088
543,1,2,0.088
543,1,3,0.088
543,2,0,0.088
543,2,2,0.088
543,2,3,0.088
543,3,0,0.088
543,3,2,0.088
543,3,3,0.088
545,0,0,0.088
545,0,2,0.1
545,1,0,0.088
545,1,2,0.1
545,2,0,0.088
545,2,2,0.1
545,2,3,0.006475522231310399
545,3,0,0.088
545,3,2,0.1
546,0,0,0.088
546,0,2,0.088
546,0,3,0.088
546,1,0,0.1
546,1,1,0.1
546,1,2,0.1
546,1,3,0.1
546,3,0,0.088
546,3,2,0.088
546,3,3,0.088
553,0,0,0.088
553,0,2,0.1
553,1,0,0.088
553,1,2,0.1
553,2,0,0.088
553,2,2,0.1
553,3,0,0.088
553,3,2,0.1
557,0,0,0.088
557,0,2,0.088
557,0,3,0.088
557,1,0,0.1
557,1,1,0.01200000000000001
557,1,2,0.1
557,1,3,0.1
557,2,0,0.088
557,2,2,0.088
557,2,3,0.088
557,3,0,0.1
557,3,1,0.01200000000000001
557,3,2,0.1
557,3,3,0.1
558,0,0,0.088
558,0,2,0.1
558,1,0,0.088
558,1,2,0.1
558,2,0,0.088
558,2,2,0.1
558,3,0,0.088
558,3,2,0.1
559,0,0,0.088
559,0,2,0.088
559,0,3,0.088
559,3,0,0.088
559,3,2,0.088
559,3,3,0.088
560,0,0,0.1
560,0,1,0.01200000000000001
560,0,2,0.1
560,0,3,0.1
560,1,0,0.088
560,1,2,0.088
560,1,3,0.088
560,2,0,0.088
560,2,2,0.088
560,2,3,0.088
560,3,0,0.088
560,3,2,0.088
560,3,3,0.088
562,0,0,0.088
562,0,2,0.1
562,0,3,0.088
562,1,0,0.088
562,1,2,0.088
562,1,3,0.088
562,2,0,0.088
562,2,2,0.088
562,2,3,0.088
562,3,0,0.088
562,3,2,0.088
562,3,3,0.088
569,0,0,0.088
569,0,2,0.1
569,1,0,0.088
569,1,2,0.1
569,2,0,0.088
569,2,2,0.1
569,3,0,0.088
569,3,2,0.1
571,0,0,0.088
571,0,2,0.1
571,1,0,0.088
571,1,2,0.1
571,1,3,0.088
571,2,0,0.1
571,2,1,0.01200000000000001
571,2,2,0.1
571,2,3,0.1
571,3,0,0.088
571,3,2,0.1
571,3,3,0.088
574,0,0,0.088
574,0,2,0.088
574,0,3,0.088
574,1,0,0.088
574,1,2,0.088
574,1,3,0.088
574,2,0,0.088
574,2,2,0.088
574,2,3,0.088
574,3,0,0.1
574,3,1,0.01200000000000001
574,3,2,0.1
574,3,3,0.1
575,0,0,0.088
575,0,2,0.1
575,1,0,0.088
575,1,2,0.1
575,2,0,0.088
575,2,2,0.1
575,3,0,0.088
575,3,2,0.1
576,0,0,0.088
576,0,2,0.1
576,1,0,0.025757406985446762
576,1,2,0.1
576,1,3,0.020939497995296236
576,2,0,0.013355036585446761
576,2,2,0.08831634559015053
576,2,3,0.013355036585446761
576,3,0,0.088
576,3,2,0.1
579,0,0,0.088
579,0,2,0.088
579,0,3,0.088
579,1,0,0.088
579,1,2,0.088
579,1,3,0.088
579,2,0,0.088
579,2,2,0.088
579,2,3,0.088
579,3,0,0.088
579,3,2,0.088
579,3,3,0.088
580,0,0,0.088
580,0,2,0.088
580,0,3,0.088
580,1,0,0.04621982265759175
580,1,2,0.04621982265759175
580,1,3,0.04621982265759175
580,2,0,0.1
580,2,1,0.1
580,2,2,0.1
580,2,3,0.1
580,3,0,0.088
580,3,2,0.088
580,3,3,0.088
581,0,0,0.088
581,0,2,0.1
581,1,0,0.088
581,1,2,0.1
581,2,0,0.088
581,2,2,0.1
581,3,0,0.088
581,3,2,0.1
586,0,0,0.088
586,0,2,0.1
586,1,0,0.088
586,1,2,0.1
586,1,3,0.088
586,2,0,0.088
586,2,2,0.1
586,2,3,0.088
586,3,0,0.088
586,3,2,0.1
587,0,0,0.1
587,0,1,0.01200000000000001
587,0,2,0.1
587,0,3,0.1
587,1,0,0.088
587,1,2,0.088
587,1,3,0.088
587,2,0,0.1
587,2,1,0.01200000000000001
587,2,2,0.1
587,2,3,0.1
587,3,0,0.1
587,3,1,0.01200000000000001
587,3,2,0.1
587,3,3,0.1
588,0,0,0.088
588,0,2,0.088
588,0,3,0.088
588,1,0,0.07601939508006084
588,1,2,0.07601939508006084
588,1,3,0.07601939508006084
588,2,0,0.1
588,2,1,0.1
588,2,2,0.1
588,2,3,0.1
588,3,0,0.088
588,3,2,0.088
588,3,3,0.088
589,0,0,0.1
589,0,1,0.01200000000000001
589,0,2,0.1
589,0,3,0.1
589,1,0,0.088
589,1,2,0.088
589,1,3,0.088
589,2,0,0.088
589,2,2,0.088
589,2,3,0.088
589,3,0,0.088
589,3,2,0.088
589,3,3,0.088
591,0,0,0.088
591,0,2,0.088
591,0,3,0.088
591,3,0,0.088
591,3,2,0.088
591,3,3,0.088
592,0,0,0.088
592,0,2,0.088
592,0,3,0.088
592,3,0,0.088
592,3,2,0.088
592,3,3,0.088
