station_j,m,t,inventory_MWh
593,0,0,0.088
593,0,2,0.088
593,0,3,0.088
593,1,0,0.088
593,1,2,0.088
593,1,3,0.088
593,2,0,0.088
593,2,2,0.088
593,2,3,0.088
593,3,0,0.088
593,3,2,0.088
593,3,3,0.088
594,0,0,0.088
594,0,2,0.088
594,0,3,0.088
594,1,0,0.088
594,1,2,0.088
594,1,3,0.088
594,2,0,0.088
594,2,2,0.088
594,2,3,0.088
594,3,0,0.088
594,3,2,0.088
594,3,3,0.088
595,0,0,0.088
595,0,2,0.088
595,0,3,0.088
595,1,0,0.1
595,1,1,0.01200000000000001
595,1,2,0.1
595,1,3,0.1
595,2,0,0.088
595,2,2,0.088
595,2,3,0.088
595,3,0,0.088
595,3,2,0.088
595,3,3,0.088
598,0,0,0.088
598,0,2,0.088
598,0,3,0.088
600,0,0,0.088
600,0,2,0.088
600,0,3,0.088
600,1,0,0.088
600,1,2,0.088
600,1,3,0.088
600,2,0,0.088
600,2,2,0.088
600,2,3,0.088
600,3,0,0.088
600,3,2,0.088
600,3,3,0.088
602,0,0,0.088
602,0,2,0.1
602,1,0,0.088
602,1,2,0.1
602,2,0,0.088
602,2,2,0.1
602,3,0,0.088
602,3,2,0.1
606,0,0,0.088
606,0,2,0.1
606,1,0,0.088
606,1,2,0.1
606,2,0,0.088
606,2,2,0.1
606,3,0,0.088
606,3,2,0.1
607,0,0,0.088
607,0,2,0.1
607,1,0,0.088
607,1,2,0.1
607,2,0,0.088
607,2,2,0.1
607,3,0,0.088
607,3,2,0.1
609,0,0,0.088
609,0,2,0.1
609,1,0,0.088
609,1,2,0.1
609,1,3,0.088
609,2,0,0.088
609,2,2,0.1
609,2,3,0.088
609,3,0,0.088
609,3,2,0.1
609,3,3,0.010560453481073095
610,0,0,0.088
610,0,2,0.088
610,0,3,0.088
610,3,0,0.1
610,3,1,0.01200000000000001
610,3,2,0.1
610,3,3,0.1
611,0,0,0.1
611,0,1,0.1
611,0,2,0.1
611,0,3,0.1
614,0,0,0.088
614,0,2,0.1
614,1,0,0.088
614,1,2,0.1
614,2,0,0.088
614,2,2,0.1
614,3,0,0.088
614,3,2,0.1
615,0,0,0.088
615,0,2,0.1
615,1,0,0.088
615,1,2,0.1
615,2,0,0.088
615,2,2,0.1
615,3,0,0.088
615,3,2,0.1
616,0,0,0.088
616,0,2,0.088
616,0,3,0.088
616,3,0,0.088
616,3,2,0.088
616,3,3,0.088
617,0,0,0.088
617,0,2,0.088
617,0,3,0.088
617,1,0,0.088
617,1,2,0.088
617,1,3,0.088
617,2,0,0.088
617,2,2,0.088
617,2,3,0.088
617,3,0,0.1
617,3,1,0.01200000000000001
617,3,2,0.1
617,3,3,0.1
619,0,0,0.088
619,0,2,0.1
619,1,0,0.088
619,1,2,0.1
619,2,0,0.088
619,2,2,0.1
619,3,0,0.088
619,3,2,0.1
620,0,0,0.088
620,0,2,0.1
620,0,3,0.088
620,1,0,0.088
620,1,2,0.088
620,1,3,0.088
620,2,0,0.088
620,2,2,0.088
620,2,3,0.088
620,3,0,0.088
620,3,2,0.088
620,3,3,0.088
621,0,0,0.088
621,0,2,0.088
621,0,3,0.088
621,1,0,0.088
621,1,2,0.088
621,1,3,0.088
621,2,0,0.088
621,2,2,0.088
621,2,3,0.088
621,3,0,0.088
621,3,2,0.088
621,3,3,0.088
625,0,0,0.088
625,0,2,0.088
625,0,3,0.088
625,3,0,0.088
625,3,2,0.088
625,3,3,0.088
628,0,0,0.1
628,0,1,0.01200000000000001
628,0,2,0.1
628,0,3,0.1
628,1,0,0.088
628,1,2,0.088
628,1,3,0.088
628,2,0,0.088
628,2,2,0.088
628,2,3,0.088
628,3,0,0.1
628,3,1,0.01200000000000001
628,3,2,0.1
628,3,3,0.1
629,0,0,0.088
629,0,2,0.1
629,1,0,0.088
629,1,2,0.1
629,2,0,0.088
629,2,2,0.1
629,3,0,0.088
629,3,2,0.1
630,0,0,0.088
630,0,2,0.1
630,1,0,0.088
630,1,2,0.1
630,2,0,0.088
630,2,2,0.1
630,3,0,0.088
630,3,2,0.1
631,0,0,0.088
631,0,2,0.1
631,1,0,0.088
631,1,2,0.1
631,2,0,0.088
631,2,2,0.1
631,3,0,0.088
631,3,2,0.1
632,0,0,0.088
632,0,2,0.1
632,1,0,0.088
632,1,2,0.1
632,2,0,0.088
632,2,2,0.1
632,3,0,0.088
632,3,2,0.1
636,0,0,0.088
636,0,2,0.1
636,0,3,0.088
636,1,0,0.088
636,1,2,0.088
636,1,3,0.088
636,2,0,0.1
636,2,1,0.01200000000000001
636,2,2,0.1
636,2,3,0.1
636,3,0,0.1
636,3,1,0.01200000000000001
636,3,2,0.1
636,3,3,0.1
637,0,0,0.088
637,0,2,0.1
637,0,3,0.088
637,1,0,0.088
637,1,2,0.088
637,1,3,0.088
637,2,0,0.088
637,2,2,0.088
637,2,3,0.088
637,3,0,0.1
637,3,1,0.01200000000000001
637,3,2,0.1
637,3,3,0.1
638,0,0,0.088
638,0,2,0.088
638,0,3,0.088
638,3,0,0.1
638,3,1,0.01200000000000001
638,3,2,0.1
638,3,3,0.1
641,0,0,0.088
641,0,2,0.1
641,1,0,0.088
641,1,2,0.1
641,2,0,0.088
641,2,2,0.1
641,3,0,0.088
641,3,2,0.1
642,0,0,0.088
642,0,2,0.088
642,0,3,0.088
642,1,0,0.088
642,1,2,0.088
642,1,3,0.088
642,2,0,0.088
642,2,2,0.088
642,2,3,0.088
642,3,0,0.088
642,3,2,0.088
642,3,3,0.088
648,0,0,0.088
648,0,2,0.1
648,1,0,0.088
648,1,2,0.1
648,2,0,0.088
648,2,2,0.1
648,3,0,0.088
648,3,2,0.1
650,0,0,0.088
650,0,2,0.1
650,1,0,0.088
650,1,2,0.1
650,2,0,0.088
650,2,2,0.1
650,3,0,0.088
650,3,2,0.1
651,0,0,0.088
651,0,2,0.1
651,1,0,0.088
651,1,2,0.1
651,2,0,0.088
651,2,2,0.1
651,3,0,0.088
651,3,2,0.1
652,1,0,0.1
652,1,1,0.1
652,1,2,0.1
652,1,3,0.1
654,0,0,0.088
654,0,2,0.088
654,0,3,0.088
656,0,0,0.088
656,0,2,0.1
656,1,0,0.088
656,1,2,0.1
656,2,0,0.088
656,2,2,0.1
656,3,0,0.088
656,3,2,0.1
659,0,0,0.088
659,0,2,0.1
659,1,0,0.088
659,1,2,0.1
659,2,0,0.088
659,2,2,0.1
659,3,0,0.088
659,3,2,0.1
661,0,0,0.088
661,0,2,0.1
661,1,0,0.088
661,1,2,0.1
661,2,0,0.088
661,2,2,0.1
661,3,0,0.088
661,3,2,0.1
662,0,0,0.088
662,0,2,0.1
662,1,0,0.088
662,1,2,0.1
662,2,0,0.088
662,2,2,0.1
662,3,0,0.088
662,3,2,0.1
666,0,0,0.1
666,0,1,0.01200000000000001
666,0,2,0.1
666,0,3,0.1
666,2,0,0.1
666,2,1,0.1
666,2,2,0.1
666,2,3,0.1
666,3,0,0.088
666,3,2,0.088
666,3,3,0.088
670,0,0,0.088
670,0,2,0.1
670,1,0,0.088
670,1,2,0.1
670,2,0,0.088
670,2,2,0.1
670,3,0,0.088
670,3,2,0.1
674,0,0,0.088
674,0,2,0.1
674,1,0,0.088
674,1,2,0.1
674,2,0,0.088
674,2,2,0.1
674,3,0,0.088
674,3,2,0.1
678,0,0,0.088
678,0,2,0.088
678,0,3,0.088
678,1,0,0.088
678,1,2,0.088
678,1,3,0.088
678,2,0,0.088
678,2,2,0.088
678,2,3,0.088
678,3,0,0.088
678,3,2,0.088
678,3,3,0.088
679,0,0,0.088
679,0,2,0.088
679,0,3,0.088
679,3,0,0.088
679,3,2,0.088
679,3,3,0.088
681,0,0,0.088
681,0,2,0.088
681,0,3,0.088
681,1,0,0.088
681,1,2,0.088
681,1,3,0.088
681,2,0,0.088
681,2,2,0.088
681,2,3,0.088
681,3,0,0.088
681,3,2,0.088
681,3,3,0.088
686,0,0,0.088
686,0,2,0.1
686,1,0,0.088
686,1,2,0.1
686,2,0,0.088
686,2,2,0.1
686,3,0,0.088
686,3,2,0.1
687,0,0,0.088
687,0,2,0.1
687,1,0,0.088
687,1,2,0.1
687,2,0,0.088
687,2,2,0.1
687,3,0,0.088
687,3,2,0.1
693,0,0,0.088
693,0,2,0.1
693,1,0,0.088
693,1,2,0.1
693,2,0,0.088
693,2,2,0.1
693,3,0,0.088
693,3,2,0.1
694,0,0,0.1
694,0,1,0.01200000000000001
694,0,2,0.1
694,0,3,0.1
694,1,0,0.088
694,1,2,0.088
694,1,3,0.088
694,2,0,0.088
694,2,2,0.088
694,2,3,0.088
694,3,0,0.088
694,3,2,0.088
694,3,3,0.088
697,0,0,0.088
697,0,2,0.1
697,1,0,0.088
697,1,2,0.1
697,2,0,0.088
697,2,2,0.1
697,3,0,0.088
697,3,2,0.1
699,0,0,0.088
699,0,2,0.1
699,1,0,0.088
699,1,2,0.1
699,2,0,0.088
699,2,2,0.1
699,3,0,0.088
699,3,2,0.1
702,0,0,0.088
702,0,2,0.088
702,0,3,0.088
702,1,0,0.088
702,1,2,0.088
702,1,3,0.088
702,2,0,0.088
702,2,2,0.088
702,2,3,0.088
702,3,0,0.088
702,3,2,0.088
702,3,3,0.088
704,0,0,0.088
704,0,2,0.1
704,1,0,0.088
704,1,2,0.1
704,2,0,0.088
704,2,2,0.1
704,3,0,0.088
704,3,2,0.1
705,0,0,0.088
705,0,2,0.1
705,0,3,0.088
705,1,0,0.088
705,1,2,0.088
705,1,3,0.088
705,2,0,0.1
705,2,1,0.01200000000000001
705,2,2,0.1
705,2,3,0.1
705,3,0,0.1
705,3,1,0.01200000000000026
705,3,2,0.1
705,3,3,0.1
710,0,0,0.088
710,0,2,0.1
710,1,0,0.088
710,1,2,0.1
710,2,0,0.088
710,2,2,0.1
710,3,0,0.088
710,3,2,0.1
713,0,0,0.088
713,0,2,0.088
713,0,3,0.088
717,0,0,0.088
717,0,2,0.1
717,1,0,0.088
717,1,2,0.1
717,2,0,0.088
717,2,2,0.1
717,3,0,0.088
717,3,2,0.1
718,0,0,0.088
718,0,2,0.088
718,0,3,0.088
720,0,0,0.088
720,0,2,0.088
720,0,3,0.088
722,0,0,0.088
722,0,2,0.1
722,1,0,0.088
722,1,2,0.1
722,2,0,0.088
722,2,2,0.1
722,3,0,0.088
722,3,2,0.1
724,0,0,0.088
724,0,2,0.088
724,0,3,0.088
728,0,0,0.088
728,0,2,0.088
728,0,3,0.088
728,1,0,0.088
728,1,2,0.088
728,1,3,0.088
728,2,0,0.088
728,2,2,0.088
728,2,3,0.088
728,3,0,0.088
728,3,2,0.088
728,3,3,0.088
730,0,0,0.088
730,0,2,0.1
730,1,0,0.088
730,1,2,0.1
730,2,0,0.088
730,2,2,0.1
730,3,0,0.088
730,3,2,0.1
733,0,0,0.088
733,0,2,0.1
733,0,3,0.088
733,1,0,0.088
733,1,2,0.088
733,1,3,0.088
733,2,0,0.088
733,2,2,0.088
733,2,3,0.088
733,3,0,0.088
733,3,2,0.088
733,3,3,0.088
734,0,0,0.088
734,0,2,0.088
734,0,3,0.088
734,1,0,0.1
734,1,1,0.1
734,1,2,0.1
734,1,3,0.1
734,3,0,0.088
734,3,2,0.088
734,3,3,0.088
737,0,0,0.088
737,0,2,0.088
737,0,3,0.088
737,2,0,0.1
737,2,1,0.1
737,2,2,0.1
737,2,3,0.1
737,3,0,0.088
737,3,2,0.088
737,3,3,0.088
738,0,0,0.088
738,0,2,0.088
738,0,3,0.088
738,1,0,0.088
738,1,2,0.088
738,1,3,0.088
738,2,0,0.088
738,2,2,0.088
738,2,3,0.088
738,3,0,0.088
738,3,2,0.088
738,3,3,0.088
739,0,0,0.088
739,0,2,0.088
739,0,3,0.088
739,1,0,0.088
739,1,2,0.088
739,1,3,0.088
739,2,0,0.088
739,2,2,0.088
739,2,3,0.088
739,3,0,0.1
739,3,1,0.01200000000000001
739,3,2,0.1
739,3,3,0.1
741,0,0,0.088
741,0,2,0.1
741,1,0,0.088
741,1,2,0.1
741,1,3,0.088
741,2,0,0.088
741,2,2,0.1
741,2,3,0.088
741,3,0,0.088
741,3,2,0.1
744,0,0,0.088
744,0,2,0.088
744,0,3,0.088
744,3,0,0.088
744,3,2,0.088
744,3,3,0.088
746,0,0,0.088
746,0,2,0.088
746,0,3,0.088
746,1,0,0.088
746,1,2,0.088
746,1,3,0.088
746,2,0,0.088
746,2,2,0.088
746,2,3,0.088
746,3,0,0.088
746,3,2,0.088
746,3,3,0.088
748,0,0,0.088
748,0,2,0.1
748,1,0,0.088
748,1,2,0.1
748,2,0,0.088
748,2,2,0.1
748,3,0,0.088
748,3,2,0.1
750,0,0,0.088
750,0,2,0.1
750,1,0,0.088
750,1,2,0.1
750,2,0,0.088
750,2,2,0.1
750,3,0,0.088
750,3,2,0.1
753,0,0,0.1
753,0,1,0.01200000000000001
753,0,2,0.1
753,0,3,0.1
753,2,0,0.1
753,2,1,0.1
753,2,2,0.1
753,2,3,0.1
755,0,0,0.088
755,0,2,0.1
755,1,0,0.088
755,1,2,0.1
755,2,0,0.088
755,2,2,0.1
755,3,0,0.088
755,3,2,0.1
756,0,0,0.1
756,0,1,0.01200000000000001
756,0,2,0.1
756,0,3,0.1
756,3,0,0.088
756,3,2,0.088
756,3,3,0.088
759,0,0,0.088
759,0,2,0.088
759,0,3,0.088
759,3,0,0.088
759,3,2,0.088
759,3,3,0.088
764,0,0,0.088
764,0,2,0.088
764,0,3,0.088
764,1,0,0.088
764,1,2,0.088
764,1,3,0.088
764,2,0,0.088
764,2,2,0.088
764,2,3,0.088
764,3,0,0.088
764,3,2,0.088
764,3,3,0.088
766,0,0,0.088
766,0,2,0.1
766,1,0,0.088
766,1,2,0.1
766,2,0,0.088
766,2,2,0.1
766,3,0,0.088
766,3,2,0.1
767,0,0,0.088
767,0,2,0.1
767,1,0,0.088
767,1,2,0.1
767,2,0,0.088
767,2,2,0.1
767,3,0,0.088
767,3,2,0.1
769,0,0,0.088
769,0,2,0.088
769,0,3,0.088
771,0,0,0.088
771,0,2,0.1
771,1,0,0.088
771,1,2,0.1
771,2,0,0.088
771,2,2,0.1
771,3,0,0.088
771,3,2,0.1
772,0,0,0.088
772,0,2,0.088
772,0,3,0.088
772,1,0,0.1
772,1,1,0.01200000000000001
772,1,2,0.1
772,1,3,0.1
772,2,0,0.088
772,2,2,0.088
772,2,3,0.088
772,3,0,0.088
772,3,2,0.088
772,3,3,0.088
777,0,0,0.088
777,0,2,0.1
777,1,0,0.088
777,1,2,0.1
777,2,0,0.088
777,2,2,0.1
777,3,0,0.088
777,3,2,0.1
779,0,0,0.088
779,0,2,0.1
779,1,0,0.088
779,1,2,0.1
779,2,0,0.088
779,2,2,0.1
779,3,0,0.088
779,3,2,0.1
780,0,0,0.088
780,0,2,0.088
780,0,3,0.088
781,0,0,0.088
781,0,2,0.1
781,1,0,0.088
781,1,2,0.1
781,2,0,0.088
781,2,2,0.1
781,3,0,0.088
781,3,2,0.1
782,0,0,0.088
782,0,2,0.1
782,1,0,0.088
782,1,2,0.1
782,1,3,0.08117370199836321
782,2,0,0.088
782,2,2,0.1
782,2,3,0.088
782,3,0,0.088
782,3,2,0.1
783,2,0,0.1
783,2,1,0.1
783,2,2,0.1
783,2,3,0.1
786,0,0,0.088
786,0,2,0.1
786,0,3,0.088
786,1,0,0.088
786,1,2,0.1
786,1,3,0.088
786,2,0,0.088
786,2,2,0.1
786,2,3,0.088
786,3,0,0.088
786,3,2,0.1
786,3,3,0.088
788,0,0,0.1
788,0,1,0.01200000000000026
788,0,2,0.1
788,0,3,0.1
788,1,0,0.1
788,1,1,0.01200000000000001
788,1,2,0.1
788,1,3,0.1
788,2,0,0.088
788,2,2,0.088
788,2,3,0.088
788,3,0,0.1
788,3,1,0.01200000000000001
788,3,2,0.1
788,3,3,0.1
790,0,0,0.088
790,0,2,0.088
790,0,3,0.088
790,1,0,0.088
790,1,2,0.088
790,1,3,0.088
790,2,0,0.088
790,2,2,0.088
790,2,3,0.088
790,3,0,0.1
790,3,1,0.01200000000000001
790,3,2,0.1
790,3,3,0.1
792,0,0,0.088
792,0,2,0.1
792,1,0,0.088
792,1,2,0.1
792,2,0,0.088
792,2,2,0.1
792,3,0,0.088
792,3,2,0.1
793,0,0,0.088
793,0,2,0.1
793,1,0,0.088
793,1,2,0.1
793,2,0,0.088
793,2,2,0.1
793,3,0,0.088
793,3,2,0.1
794,0,0,0.088
794,0,2,0.088
794,0,3,0.088
794,3,0,0.088
794,3,2,0.088
794,3,3,0.088
795,0,0,0.088
795,0,2,0.1
795,1,0,0.088
795,1,2,0.1
795,2,0,0.088
795,2,2,0.1
795,3,0,0.088
795,3,2,0.1
797,0,0,0.088
797,0,2,0.1
797,1,0,0.088
797,1,2,0.1
797,2,0,0.088
797,2,2,0.1
797,2,3,0.088
797,3,0,0.088
797,3,2,0.1
798,0,0,0.088
798,0,2,0.1
798,1,0,0.088
798,1,2,0.1
798,2,0,0.088
798,2,2,0.1
798,3,0,0.088
798,3,2,0.1
799,0,0,0.088
799,0,2,0.088
799,0,3,0.088
799,3,0,0.088
799,3,2,0.088
799,3,3,0.088
800,0,0,0.088
800,0,2,0.1
800,0,3,0.088
800,1,0,0.088
800,1,2,0.088
800,1,3,0.088
800,2,0,0.088
800,2,2,0.088
800,2,3,0.088
800,3,0,0.1
800,3,1,0.01200000000000001
800,3,2,0.1
800,3,3,0.1
801,0,0,0.088
801,0,2,0.088
801,0,3,0.088
801,1,0,0.088
801,1,2,0.088
801,1,3,0.088
801,2,0,0.088
801,2,2,0.088
801,2,3,0.088
801,3,0,0.088
801,3,2,0.088
801,3,3,0.088
807,0,0,0.088
807,0,2,0.088
807,0,3,0.088
807,1,0,0.088
807,1,2,0.088
807,1,3,0.088
807,2,0,0.088
807,2,2,0.088
807,2,3,0.088
807,3,0,0.088
807,3,2,0.088
807,3,3,0.088
810,0,0,0.088
810,0,2,0.1
810,1,0,0.088
810,1,2,0.1
810,1,3,0.088
810,2,0,0.088
810,2,2,0.1
810,2,3,0.088
810,3,0,0.088
810,3,2,0.1
810,3,3,0.088
816,0,0,0.1
816,0,1,0.01200000000000001
816,0,2,0.1
816,0,3,0.1
816,1,0,0.06016968018375732
816,1,2,0.06016968018375732
816,1,3,0.06016968018375732
816,2,0,0.1
816,2,1,0.1
816,2,2,0.1
816,2,3,0.1
816,3,0,0.088
816,3,2,0.088
816,3,3,0.088
817,0,0,0.088
817,0,2,0.088
817,0,3,0.088
817,3,0,0.088
817,3,2,0.088
817,3,3,0.088
819,0,0,0.088
819,0,2,0.1
819,1,0,0.088
819,1,2,0.1
819,2,0,0.088
819,2,2,0.1
819,3,0,0.088
819,3,2,0.1
820,0,0,0.048321209160612486
820,0,2,0.048321209160612486
820,0,3,0.048321209160612486
820,3,0,0.1
820,3,1,0.1
820,3,2,0.1
820,3,3,0.1
822,0,0,0.088
822,0,2,0.1
822,1,0,0.088
822,1,2,0.1
822,2,0,0.088
822,2,2,0.1
822,3,0,0.088
822,3,2,0.1
823,0,0,0.088
823,0,2,0.1
823,1,0,0.088
823,1,2,0.1
823,2,0,0.088
823,2,2,0.1
823,3,0,0.088
823,3,2,0.1
831,0,0,0.088
831,0,2,0.088
831,0,3,0.088
831,1,0,0.088
831,1,2,0.088
831,1,3,0.088
831,2,0,0.088
831,2,2,0.088
831,2,3,0.088
831,3,0,0.088
831,3,2,0.088
831,3,3,0.088
832,0,0,0.088
832,0,2,0.088
832,0,3,0.088
832,3,0,0.1
832,3,1,0.1
832,3,2,0.1
832,3,3,0.1
833,0,0,0.088
833,0,2,0.1
833,1,0,0.088
833,1,2,0.1
833,2,0,0.088
833,2,2,0.1
833,3,0,0.088
833,3,2,0.1
835,0,0,0.088
835,0,2,0.088
835,0,3,0.088
835,1,0,0.1
835,1,1,0.1
835,1,2,0.1
835,1,3,0.1
836,0,0,0.088
836,0,2,0.1
836,1,0,0.088
836,1,2,0.1
836,1,3,0.088
836,2,0,0.088
836,2,2,0.1
836,2,3,0.088
836,3,0,0.088
836,3,2,0.1
837,0,0,0.088
837,0,2,0.088
837,0,3,0.088
839,0,0,0.088
839,0,2,0.1
839,1,0,0.1
839,1,1,0.01200000000000026
839,1,2,0.1
839,1,3,0.1
839,2,0,0.1
839,2,1,0.01200000000000001
839,2,2,0.1
839,2,3,0.1
839,3,0,0.088
839,3,2,0.1
839,3,3,0.088
841,0,0,0.088
841,0,2,0.1
841,1,0,0.088
841,1,2,0.1
841,1,3,0.031932359019665235
841,2,0,0.088
841,2,2,0.1
841,2,3,0.07180976387736004
841,3,0,0.088
841,3,2,0.1
843,0,0,0.088
843,0,2,0.088
843,0,3,0.088
843,1,0,0.088
843,1,2,0.088
843,1,3,0.088
843,2,0,0.088
843,2,2,0.088
843,2,3,0.088
843,3,0,0.088
843,3,2,0.088
843,3,3,0.088
845,0,0,0.088
845,0,2,0.1
845,1,0,0.088
845,1,2,0.1
845,1,3,0.088
845,2,0,0.1
845,2,1,0.01200000000000026
845,2,2,0.1
845,2,3,0.1
845,3,0,0.088
845,3,2,0.1
845,3,3,0.07420091408214183
847,0,0,0.088
847,0,2,0.088
847,0,3,0.088
850,0,0,0.088
850,0,2,0.1
850,1,0,0.088
850,1,2,0.1
850,1,3,0.088
850,2,0,0.088
850,2,2,0.1
850,2,3,0.088
850,3,0,0.088
850,3,2,0.1
852,0,0,0.088
852,0,2,0.1
852,1,0,0.088
852,1,2,0.1
852,2,0,0.088
852,2,2,0.1
852,3,0,0.088
852,3,2,0.1
853,0,0,0.088
853,0,2,0.1
853,1,0,0.088
853,1,2,0.1
853,2,0,0.088
853,2,2,0.1
853,3,0,0.088
853,3,2,0.1
854,0,0,0.088
854,0,2,0.1
854,1,0,0.088
854,1,2,0.1
854,2,0,0.088
854,2,2,0.1
854,3,0,0.088
854,3,2,0.1
857,0,0,0.088
857,0,2,0.1
857,1,0,0.088
857,1,2,0.1
857,2,0,0.088
857,2,2,0.1
857,3,0,0.088
857,3,2,0.1
858,0,0,0.088
858,0,2,0.088
858,0,3,0.088
858,2,0,0.1
858,2,1,0.1
858,2,2,0.1
858,2,3,0.1
859,0,0,0.088
859,0,2,0.088
859,0,3,0.088
859,1,0,0.1
859,1,1,0.1
859,1,2,0.1
859,1,3,0.1
859,2,0,0.1
859,2,1,0.1
859,2,2,0.1
859,2,3,0.1
859,3,0,0.1
859,3,1,0.01200000000000001
859,3,2,0.1
859,3,3,0.1
860,0,0,0.088
860,0,2,0.1
860,1,0,0.088
860,1,2,0.1
860,2,0,0.088
860,2,2,0.1
860,3,0,0.088
860,3,2,0.1
862,0,0,0.088
862,0,2,0.1
862,1,0,0.088
862,1,2,0.1
862,2,0,0.088
862,2,2,0.1
862,3,0,0.088
862,3,2,0.1
865,0,0,0.088
865,0,2,0.088
865,0,3,0.088
865,3,0,0.1
865,3,1,0.01200000000000001
865,3,2,0.1
865,3,3,0.1
866,0,0,0.088
866,0,2,0.1
866,0,3,0.088
866,1,0,0.1
866,1,1,0.01200000000000001
866,1,2,0.1
866,1,3,0.1
866,2,0,0.1
866,2,1,0.01200000000000001
866,2,2,0.1
866,2,3,0.1
866,3,0,0.088
866,3,2,0.088
866,3,3,0.088
868,0,0,0.088
868,0,2,0.1
868,1,0,0.088
868,1,2,0.1
868,2,0,0.088
868,2,2,0.1
868,3,0,0.088
868,3,2,0.1
871,0,0,0.088
871,0,2,0.1
871,1,0,0.088
871,1,2,0.1
871,2,0,0.088
871,2,2,0.1
871,3,0,0.088
871,3,2,0.1
873,0,0,0.088
873,0,2,0.1
873,0,3,0.0587456610957639
873,1,0,0.088
873,1,2,0.088
873,1,3,0.088
873,2,0,0.088
873,2,2,0.088
873,2,3,0.088
873,3,0,0.088
873,3,2,0.1
873,3,3,0.088
877,0,0,0.088
877,0,2,0.1
877,1,0,0.088
877,1,2,0.1
877,2,0,0.088
877,2,2,0.1
877,3,0,0.088
877,3,2,0.1
885,0,0,0.088
885,0,2,0.1
885,1,0,0.088
885,1,2,0.1
885,2,0,0.088
885,2,2,0.1
885,2,3,0.0016463437423053229
885,3,0,0.088
885,3,2,0.1
887,0,0,0.1
887,0,1,0.01200000000000001
887,0,2,0.1
887,0,3,0.1
887,1,0,0.1
887,1,1,0.01200000000000001
887,1,2,0.1
887,1,3,0.1
887,2,0,0.1
887,2,1,0.01200000000000001
887,2,2,0.1
887,2,3,0.1
887,3,0,0.088
887,3,2,0.088
887,3,3,0.088
888,0,0,0.088
888,0,2,0.1
888,1,0,0.088
888,1,2,0.1
888,2,0,0.088
888,2,2,0.1
888,3,0,0.088
888,3,2,0.1
889,0,0,0.088
889,0,2,0.1
889,1,0,0.088
889,1,2,0.1
889,2,0,0.088
889,2,2,0.1
889,3,0,0.088
889,3,2,0.1
894,0,0,0.1
894,0,1,0.01200000000000001
894,0,2,0.1
894,0,3,0.1
894,1,0,0.088
894,1,2,0.088
894,1,3,0.088
894,2,0,0.088
894,2,2,0.088
894,2,3,0.088
894,3,0,0.088
894,3,2,0.088
894,3,3,0.088
896,0,0,0.088
896,0,2,0.1
896,1,0,0.088
896,1,2,0.1
896,2,0,0.088
896,2,2,0.1
896,3,0,0.088
896,3,2,0.1
898,0,0,0.088
898,0,2,0.1
898,1,0,0.088
898,1,2,0.1
898,1,3,0.04271011544030229
898,2,0,0.088
898,2,2,0.1
898,2,3,0.088
898,3,0,0.088
898,3,2,0.1
900,0,0,0.088
900,0,2,0.088
900,0,3,0.088
900,3,0,0.088
900,3,2,0.088
900,3,3,0.088
901,0,0,0.088
901,0,2,0.1
901,1,0,0.088
901,1,2,0.1
901,2,0,0.088
901,2,2,0.1
901,3,0,0.088
901,3,2,0.1
902,0,0,0.088
902,0,2,0.1
902,1,0,0.088
902,1,2,0.1
902,2,0,0.088
902,2,2,0.1
902,3,0,0.088
902,3,2,0.1
903,0,0,0.088
903,0,2,0.1
903,1,0,0.088
903,1,2,0.1
903,2,0,0.088
903,2,2,0.1
903,3,0,0.088
903,3,2,0.1
904,0,0,0.1
904,0,1,0.01200000000000001
904,0,2,0.1
904,0,3,0.1
904,3,0,0.1
904,3,1,0.01200000000000001
904,3,2,0.1
904,3,3,0.1
908,0,0,0.088
908,0,2,0.088
908,0,3,0.088
908,3,0,0.088
908,3,2,0.088
908,3,3,0.088
910,0,0,0.088
910,0,2,0.088
910,0,3,0.088
910,1,0,0.088
910,1,2,0.088
910,1,3,0.088
910,2,0,0.088
910,2,2,0.088
910,2,3,0.088
910,3,0,0.088
910,3,2,0.088
910,3,3,0.088
911,0,0,0.088
911,0,2,0.088
911,0,3,0.088
911,1,0,0.088
911,1,2,0.088
911,1,3,0.088
911,2,0,0.088
911,2,2,0.088
911,2,3,0.088
911,3,0,0.088
911,3,2,0.088
911,3,3,0.088
914,0,0,0.088
914,0,2,0.088
914,0,3,0.088
914,1,0,0.088
914,1,2,0.088
914,1,3,0.088
914,2,0,0.088
914,2,2,0.088
914,2,3,0.088
914,3,0,0.088
914,3,2,0.088
914,3,3,0.088
916,0,0,0.088
916,0,2,0.088
916,0,3,0.088
916,3,0,0.088
916,3,2,0.088
916,3,3,0.088
917,0,0,0.07120839100518697
917,0,2,0.07120839100518697
917,0,3,0.07120839100518697
919,0,0,0.088
919,0,2,0.088
919,0,3,0.088
919,1,0,0.1
919,1,1,0.1
919,1,2,0.1
919,1,3,0.1
919,3,0,0.088
919,3,2,0.088
919,3,3,0.088
920,0,0,0.088
920,0,2,0.1
920,0,3,0.088
920,1,0,0.088
920,1,2,0.088
920,1,3,0.088
920,2,0,0.088
920,2,2,0.088
920,2,3,0.088
920,3,0,0.088
920,3,2,0.088
920,3,3,0.088
921,0,0,0.1
921,0,1,0.01200000000000026
921,0,2,0.1
921,0,3,0.1
921,1,0,0.088
921,1,2,0.088
